날짜,제목,내용
2023.06.04.,"셀트리온그룹, 유럽류마티스학회서 자가면역질환 치료제 경쟁력 강조",지난 1일(현지시간) 이탈리아 밀라노 미코 컨벤션센터에서 열린 유럽류마티스학회(EULAR 2023)에서 셀트리온 관계자가 류마티스 질환의 주요 치료제로 램시마와 램시마SC를 설명하고 있다. 사진=셀트리온 셀트리온그룹은 최근 이탈리아 밀라노 미코 컨벤션센터에서 개최된 유럽류마티스학회에서...
2023.06.04.,"신진서의 킥스, 셀트리온 꺾고 KB바둑리그 플레이오프 진출",킥스는 3일 저녁 성동구 마장로 한국기원 바둑TV 스튜디오에서 열린 2022-2023 KB국민은행 바둑리그의 난가리그 준플레이오프 3차전에서 셀트리온을 3-0으로 완파했다. 난가리그에서 3위로 포스트시즌에 턱걸이한 킥스는 준플레이오프 1차전에서 2위 팀 셀트리온을 3-1로 이겼으나 2차전은 1-3으로 패했다....
2023.06.04.,"""가자, 보스턴으로""…K제약바이오, '바이오 USA' 총출동","4일 관련업계에 따르면 삼성바이오로직스, 롯데바이오로직스, 셀트리온, 차바이오그룹 등 국내 제약바이오 기업들이 바이오 USA에 대거 참가할... 올해 블록버스터 자가면역질환 치료제 '휴미라'의 바이오시밀러 미국 출시를 앞둔 셀트리온도 행사에 참여해, 경쟁력을 소개한다. 차바이오그룹에선 계열사..."
2023.06.04.,"K바이오시밀러, 앞다퉈 '출사표'…새로운 수익 기대","바이오시밀러 강자인 셀트리온과 삼성바이오에피스는 물론 국내 후발주자들도 미국, 유럽 등 주요 바이오시밀러 시장에 첫발을 내딛기 위한 준비에... 현재 삼성바이오에피스(하드리마)와 셀트리온(유플라이마)이 고농도(100㎎) 제품으로 미국 출시를 앞두고 있다. 두 제품 모두 미국 식품의약국(FDA) 허가를..."
2023.06.04.,"[주간 투자자 동향] 외국인, 반도체 투톱 1조3000억 싹쓸이","15위 셀트리온 -148억원(-9만주), 16위 현대해상 -146억원(-44만주), 17위 호텔신라 -145억원(-19만주), 18위 현대건설 -144억원(-38만주), 19위 F&F... 14위 셀트리온 263억원(16만주), 15위 S-Oil 255억원(35만주), 16위 F&F 229억원(18만주), 17위 롯데케미칼 217억원(13만주), 18위 KT 210억원(69만주)..."
2023.06.04.,"""해법은 '두뇌' 수입 뿐""..해외인재 韓 오면 혜택 한보따리","롯데바이로직스가 인천 송도에 3조7000억원을 들여 CDMO 공장을 짓겠다는 투자의향서를 제출한데다 삼성바이오로직스, 셀트리온 등도 공장을 계속 신설 중이어서다. 손지호 한국바이오협회 산업지원본부장은 보고서에서 ""인재 확보를 위한 기업들 간 경쟁이 향후 더욱 치열해질텐데 기존에도 부족했던 고급..."
2023.06.04.,"[데이터로 보는 증시]엘앤에프·이오플로우, 기관·외국인 주간 코스닥 순매수...","기관 주간 순매수 상위종목은 엘앤에프(066970)(600억원)을 비롯해 에코프로(086520)(508억원), 에코프로비엠(247540)(399억원), 셀트리온헬스케어(091990)(233억원), 펄어비스(263750)(189억원), 알테오젠(196170)(188억원), JYP Ent.(177억원), 메디톡스(142억원), 비에이치(126억원), 이오테크닉스..."
2023.06.04.,[바이오 K-뉴딜 주간동향] SK바이오팜 주간 4.15% 상승...업종 내 상승률 상위...,"SK바이오팜 뒤를 이어 셀트리온헬스케어, HLB 종목도 각각 4.07%, 3.68%씩 상승해 상승률 상위권에 이름을 올렸다. 한편, 에스디바이오센서는... 1위 SK바이오팜 7만5300원(4.15%)▲2위 셀트리온헬스케어 7만6700원(4.07%)▲3위 HLB 3만8050원(3.68%)▲4위 한미약품 30만6500원(3.55%)▲5위..."
2023.06.04.,100만 원으로 100억 수익 낸 슈퍼개미 김영옥의 주식 매매전,"“삼성전자, SK하이닉스와 반도체 부품주 가운데 실적이 좋은 종목에서 나올 가능성이 크다. 주도주까지는 아니지만 주가 상승이 기대되는 업종은 조선주와 건설주, 제약주다. 현대미포조선, 현대건설, 대우건설, 셀트리온, SK바이오사이언스가 괜찮아 보인다.”"
2023.06.04.,"[돈만사] “욕 먹는 게 우리들 일” 에코프로 여전히 비싸다는 애널, 왜","한 연구원은 “한국전력, 셀트리온과 같은 유틸리티, 바이오도 다루긴 했지만 그린산업을 주로 커버했다”라며 “초기에는 아예 신산업이어서 부침도 심하고 하겠다는 사람이 없었다. 일종의 의무감으로 다루기 시작했다”라고 했다. 올들어 불어닥친 ‘2차전지 광풍’ 속에서 업계 처음으로 에코프로비엠에..."
2023.06.05.,"셀트리온, 美기업과 경구형 ‘아말리무맙’ 개발 계약",셀트리온이 미국 바이오 기업인 ‘라니 테라퓨틱스’와 ‘경구형 아달리무맙(RT-105)’ 개발을 위한 계약을 체결했다고 5일 밝혔다. 셀트리온은 지난 1월 해당 기업과 ‘경구형 우스테키누맙(RT-111)’ 신약 개발 계약을 체결한 바 있다. 이번 계약에 따라 셀트리온은 경구형 아달리무맙 개발에 필요한 CT-P17...
2023.06.05.,"셀트리온, 美 바이오벤처와 손잡고 ‘먹는 휴미라’ 개발 속도",자가면역 바이오시밀러 셀트리온이 자가면역질환 치료제인 휴미라의 바이오시밀러(복제약)인 CT-P17(성분명 아달리무맙)의 먹는 형태인 ‘경구형 아달리무맙(개발명 RT-105)’ 개발 계약을 미국 바이오테크 ‘라니 테라퓨틱스’와 체결했다고 5일 밝혔다. 셀트리온은 CT-P17을 라니 테라퓨틱스에 독점...
2023.06.05.,"'바이오 USA' 참가한 셀트리온…""글로벌 네트워크 확대""",바이오의약품 개발 기업 셀트리온이 파트너 탐색에 나선다. 셀트리온은 5~8일(현지시간) 미국 보스턴에서 열리는 '바이오 인터내셔널 컨벤션 2023'(바이오 USA)에 참가해 글로벌 파트너링 활동을 펼친다. 올해로 30회를 맞은 바이오 USA는 글로벌 제약·바이오 분야 최대 행사 중 하나다. 셀트리온은 지난...
2023.06.05.,[5일 제약바이오 소식] 셀트리온·대웅제약·동화약품·휴온스푸디언스,"셀트리온이 미국 보스턴에서 진행되는 바이오 USA 2023에 참가한다. 대웅제약이 뉴로가스트릭스와 체결했던 펙수프라잔 임상 개발 및 상업화에 대한... 바이오 USA 2023 셀트리온 부스. (사진=셀트리온) 셀트리온, 바이오 USA 참가해 글로벌 파트너십 강화 셀트리온이 현지시간 5~8일까지 나흘간 미국 보스턴에서..."
2023.06.05.,"""글로벌 파트너십 강화""…셀트리온, 바이오 USA 참가","예정 셀트리온은 5일부터 8일(현지시간)까지 나흘간 미국 보스턴에서 진행되는 '바이오 인터내셔널 컨벤션(Bio International Convention, 이하 바이오 USA) 2023'에 참가해 글로벌 파트너링 활동을 펼친다고 5일 밝혔다. 올해로 30회를 맞은 바이오 USA는 글로벌 제약·바이오 분야 최대 행사 중 하나로, 셀트리온..."
2023.06.05.,"셀트리온, 美 바이오텍과 휴미라 바이오시밀러 CT-P17 경구제형 개발 착수",셀트리온 CI. 사진=셀트리온 셀트리온은 미국 캘리포니아 산호세에 기반을 둔 바이오텍 라니 테라퓨틱스(이하 라니)와 '경구형 아달리무맙(개발명 RT-105)' 개발을 위한 계약을 체결했다고 5일 밝혔다. 셀트리온은 올해 1월 초 라니와 경구형 우스테키누맙(개발명 RT-111) 신약 개발 계약을 체결한 데 이어...
2023.06.05.,"셀트리온, 美업체와 '먹는 자가면역질환 치료제' 개발","셀트리온 셀트리온이 미국 바이오 업체 '라니 테라퓨틱스'와 먹는 자가면역질환 치료제 '경구형 아달리무맙'(개발명 RT-105) 개발 계약을 체결했다고 5일 밝혔다. 셀트리온은 류머티즘성 관절염, 척추관절염, 건선 등에 쓰이는 블록버스터 자가면역질환 치료제 휴미라의 바이오시밀러(바이오의약품..."
2023.06.05.,"셀트리온, 美 바이오텍과 '먹는 휴미라 시밀러' 개발 착수","셀트리온 CI. 사진=셀트리온 셀트리온은 미국 캘리포니아 산호세에 기반을 둔 바이오텍 라니 테라퓨틱스(Rani Therapeutics, 이하 라니)사와 '경구형 아달리무맙(개발명: RT-105)' 개발을 위한 계약을 체결했다고 5일 밝혔다. 셀트리온은 올해 1월 초 라니와 경구형 우스테키누맙(개발명: RT-111) 신약 개발 계약을..."
2023.06.05.,"셀트리온, 바이오 USA 참가...""글로벌 네트워크 확대 집중""",바이오 USA 2023 셀트리온 부스.(자료=셀트리온) 셀트리온이 5일부터 8일(현지시간)까지 미국 보스턴에서 진행되는 '바이오 인터내셔널 컨벤션(바이오 USA) 2023'에 참가해 파트너링 강화를 통해 글로벌 네트워크 확대에 집중한다. 올해로 30회를 맞은 바이오 USA는 글로벌 제약·바이오 분야 최대 행사 중...
2023.06.05.,"셀트리온, 美 바이오텍과 휴미라 바이오시밀러 CT-P17 경구제형 개발 착수","셀트리온 셀트리온은 미국 캘리포니아 산호세(San Jose)에 기반을 둔 바이오텍 라니 테라퓨틱스(Rani Therapeutics, 이하 '라니')社와 '경구형 아달리무맙(개발명: RT-105)' 개발을 위한 계약을 체결했다고 5일 밝혔다. 셀트리온은 올해 1월 초 라니와 경구형 우스테키누맙(개발명: RT-111) 신약 개발 계약을 체결한..."
2023.06.06.,"셀트리온, 양양에서 '셀트리온 퀸즈 마스터즈' KLPGA 대회 개최",셀트리온그룹이 오는 9일부터 사흘간 강원도 양양 설해원에서 올 시즌 KLPGA 투어 12번째 대회인 '셀트리온 퀸즈 마스터즈(이하 퀸즈마스터즈)'를 개최한다고 6일 밝혔다. 이번 대회 슬로건은 코로나19(COVID-19) 엔데믹에 때를 맞춰 팬데믹(세계적 대유행) 이전 골프 대회에서의 즐거움을 되찾는다는 취지에서...
2023.06.06.,"셀트리온, 美 라니테라퓨틱스와 먹는 휴미라 바이오시밀러 개발",셀트리온이 미국 바이오 기업인 라니테라퓨틱스(라니)와 개발에 휴미라(성분명 아달리무맙) 바이오시밀러의 경구형 제제 개발에 나선다. 지난 1월 경구형 우스테키누맙(RT-111)에 이은 두번째 바이오시밀러의 경구 제제 개발이다. 6일 업계에 따르면 셀트리온은 최근 라니와 경구형 아달리무맙(개발명 RT-105)...
2023.06.06.,‘총상금 12억’ 셀트리온 퀸즈 마스터즈의 모든 것,"2023시즌 열두 번째 대회인 ‘셀트리온 퀸즈 마스터즈’(총상금 12억 원, 우승상금 2억 1,600만 원)가 오는 6월 9일(금)부터 6월 11일(일)까지 사흘간 강원도... 바이오 및 케미컬 의약품 등 혁신적인 의약품의 연구, 개발, 제조, 생산을 전문으로 하는 글로벌 생명공학기업 ㈜셀트리온홀딩스가 개최하는..."
2023.06.06.,"셀트리온, 바이오 USA 참가…글로벌 파트너십 강화",5~8일까지 미국 보스턴에서 열린 글로벌 제약·바이오 콘퍼런스 '2023 바이오 인터내셔널 컨벤션'에 셀트리온 부스가 설치돼 있다. 사진=셀트리온 셀트리온은 5일부터 8일까지(현지시간) 4일간 미국 보스턴에서 진행되는 '바이오 인터내셔널 컨벤션(바이오 USA) 2023'에 참가해 글로벌 파트너링 활동을...
2023.06.06.,"KLPGA '라이징 스타' 방신실, 셀트리온 대회서 '풀 시드 데뷔전'",방신실은 9일부터 사흘간 강원도 양양의 설해원 더 레전드 코스(파72)에서 열리는 KLPGA 투어 셀트리온 퀸즈 마스터즈(총상금 12억원)에 출전한다. 지난달 28일 끝난 E1 채리티 오픈에서 정상에 올라 올해 남은 대회와 2025시즌까지 정규 투어 출전권을 확보한 뒤 그가 나서는 첫 대회다. 이번 시즌 KLPGA 투어에...
2023.06.06.,"삼성바이오 셀트리온 24조 미국 ‘휴미라’ 시장 격돌, 판매방식 달라 성과 주...","이 초대형 시장에 삼성바이오에피스와 셀트리온이 바이오시밀러(생체의약품)를 앞세워 진입한다. 7월 제품 출시까지 불과 한 달가량 남았다. 삼성바이오에피스와 셀트리온이 각각 파트너사 협력, 직접판매 방식을 활용해 미국 '휴미라' 바이오시밀러시장에서 맞붙는다. 두 기업은 같은 시장을 공략하면서 서로..."
2023.06.06.,"'대세' 박민지, 다시 한 번 역대 5번째 KLPGA 3연패 도전",박민지는 9일부터 11일까지 사흘 동안 강원 양양의 설해원 더 레전드 코스(파72‧6678야드)에서 열리는 KLPGA 투어 셀트리온 퀸즈 마스터즈(총상금 12억원)에 출전한다. 박민지는 2021년 이 대회에서 우승을 차지한 뒤 이듬해 타이틀 방어에 성공했다. 만약 박민지가 올해도 우승한다면 KLPGA 투어 역대 5번째로...
2023.06.06.,"'비밀의 여자' 신고은, 그녀가 움직이기 시작했다","드라마 '비밀의 여자'는 총 100부작 예정이며 OTT는 웨이브에서 스트리밍한다. 제작사는 셀트리온 엔터테인먼트, 극본은 이정대 작가가 맡았다. 한편 '비밀의 여자' 방송시간은 매주 월요일부터 금요일까지 오후 7시 50분이며 60회를 포함한 재방송 및 다시보기는 KBS Story와 KBS 드라마 채널, 웨이브에서 볼 수 있다."
2023.06.07.,"셀트리온, 퀸즈마스터즈 KLPGA 대회 연다…""희망 충전""",셀트리온그룹은 오는 9일부터 사흘간 강원도 양양의 설해원에서 올시즌 KLPGA투어 12번째 대회인 ‘셀트리온 퀸즈 마스터즈’를 개최한다. 7일 셀트리온그룹에 따르면 올해 퀸즈마스터즈에서는 다양한 ESG(환경·사회·지배구조) 프로그램을 통해 강원도 지역 경기 활성화에 도움이 될 수 있도록 셀트리온그룹...
2023.06.07.,"TS샴푸, ‘2023 셀트리온 퀸즈 마스터즈’ 협찬","TS트릴리온이 오는 9일 개최 예정인 ‘2023 셀트리온 퀸즈 마스터즈’ 골프 대회에 ‘골드플러스TS샴푸 선물세트’를 협찬했다. ‘2023 셀트리온 퀸즈 마스터즈’는 셀트리온에서 주최하며, 11일까지 3일간 강원도 설해원에서 열린다. 총상금은 12억 원이며 경기 방식은 54홀 스트로크 플레이로..."
2023.06.07.,"셀트리온, 美 휴미라 시장 진출…서준석 존재감 발산할까",서정진 셀트리온 회장의 차남인 서준석 셀트리온헬스케어 이사회 의장 셀트리온이 의약품 최대 시장인 미국에 자가면역질환 치료제 '휴미라'의 바이오시밀러(바이오의약품 복제약)를 다음달 출시한다. 휴미라의 미국 시장은 24조원 규모에 달할 정도로 대규모 시장이다. 셀트리온이 담대한 도전에 나선...
2023.06.07.,"셀트리온, 바이오 USA 참가해 글로벌 파트너십 강화","▲바이오 USA 2023 셀트리온 부스 셀트리온이 현지시간 지난 5일부터 8일까지 나흘간 미국 보스턴에서 진행되는 '바이오 인터내셔널 컨벤션(Bio International Convention, 이하 바이오 USA) 2023'에 참가해 글로벌 파트너링 활동을 펼친다고 밝혔다. 올해로 30회를 맞은 바이오 USA는 글로벌 제약·바이오 분야..."
