날짜,제목,내용
2023.06.02.,KB Pay 리브메이트 오늘의 퀴즈 정답 6월 2일,"I.P'이다. KB페이 오늘의 퀴즈를 풀면 얻을 수 있는 포인트리는 KB금융그룹 통합 포인트이다. 포인트리의 1P는 1원의 가치를 가지며, 다양한 방법으로 사용할 수 있다. 한편, 매일 오전 10시에 새로운 퀴즈가 찾아오는 '오늘의 퀴즈(리브메이트 오늘의 퀴즈)'는 'KB Pay' 앱을 이용해 참여할 수 있다."
2023.06.02.,"KB국민은행, 서울시와 '청년 금융 데이터' 공동 개발",뉴스저널리즘 김혜민 기자 = KB금융지주 여의도 신관 전경. 사진=KB국민은행 KB국민은행은 서울시와 함께 '서울 청년 금융 데이터'를 공동 개발한다고 2일 밝혔다. 이를 위해 KB국민은행은 지난달 30일 서울시와 서울시복지재단 등과 함께 자산형성 지원사업 및 금융교육 등 서울시 청년 정책 수립에 필요한'서울...
2023.06.02.,KB금융 차기 회장 선임에 쏠리는 시선..경영승계 프로그램 손보나,이제 금융업계 관심은 하반기 윤종규 회장의 임기 만료를 앞두고 있는 KB금융에 쏠리고 있다.2일 금융권에 따르면 윤 회장의 임기가 오는 11월 20일 끝난다. KB금융은 회장의 임기만료 최소 2개월 전에 경영승계 절차를 개시하도록 정하고 있다. 회장후보추천위원회(회추위)는 상시 관리하는 후보자군(롱리스트)...
2023.06.02.,"KB손해보험, 신상품 'KB금쪽같은 펫보험' 출시​","KB금융경영연구소가 발표한 '2021 한국반려동물보고서'에 따르면, 반려동물을 키우는 가구는 약 604만 가구로 국내 10가구 중 3가구가 반려동물과 함께 살고 있고, 반려동물을 키우는 인구는 약 1448만 명으로 전체 인구의 28%에 달하는 것으로 추정된다. '반려동물은 가족의 일원이다'라는 말에 반려가구의 88.9..."
2023.06.02.,"KB라이프생명, 첫 성적표 '합격점'…화학적 결합 숙제 여전","KB금융에 따르면 KB라이프생명은 올해 1분기 937억원의 순이익을 기록했다. 지난해 1분기 KB생명과 푸르덴셜생명의 단순 합산 순이익 55억원과 비교하면 16배 이상 증가한 수치다. KB금융 비은행 계열사 가운데는 순이익 기여도 기준 KB손해보험(2538억원), KB증권(1406억원)을 이어 3위에 올랐다. 같은 기간..."
2023.06.02.,"KG이니시스, KG캐피탈 최대 주주로 올라서…KB캐피탈 보유 지분 49% 인수","기존 KG캐피탈의 상근감사였던 양재영 전 KB국민은행 경기남지역 영업그룹대표와 기타비상무이사였던 최재원 KB캐피탈 여신운영본부 부사장, 김인환 KB캐피탈 자동차금융본부장 등 KB금융그룹 관련 인사 모두 KG캐피탈 이사회에서 사임했다. KG캐피탈은 지난해 기준 총자산 855억원을 기록했으며..."
2023.06.02.,"KB 페이(KB Pay) 앱으로 통합된 '리브메이트', 6월 2일 자 '오늘의 퀴즈' 정답...","문제는 ""[삼일절]은 한민족이 일본의 식민통치에 항거하고, 독립선언서를 발표하여 한국의 독립의사를 세계 만방에 알린 날을 기념하는 국경일이다""의 O, X를 묻는 질문으로 정답은 'O'였다. 리브메이트는 KB금융그룹의 상품과 서비스 이용에 따라 쌓인 포인트를 가치 있게 활용할 수 있도록 돕는 서비스이다."
2023.06.02.,"'8언더파' 정윤지, 롯데 오픈 2R 선두 도약…""가수 태민 보고 힘 냈다""",8언더파는 지난해 이예원(20·KB금융그룹) 등이 1라운드에서 기록한 코스레코드 타이기록이다. 중간합계 11언더파 133타가 된 정윤지는 전날 공동 13위에서 단숨에 단독선두로 올라섰다. 2위 최혜진(24·롯데·9언더파 135타)과는 두 타 차다. 지난해 5월 E1 채리티 오픈에서 생애 첫 우승을 차지했던 정윤지는...
2023.06.02.,"'리딩뱅크 사수' 하나銀, 대출 강화 '가속페달 밟는다'","에프엔가이드가 예측한 올해 가장 많은 이자수익을 거두는 곳은 26조482억원의 이자익을 기록할 것으로 예상된 KB금융이다. 이어 신한금융이 23조5236억원으로 이름을 올렸고, 하나금융(20조8029억원), 우리금융(18조7142억원)이 뒤를 이었다. 이처럼 표면적인 이자익 규모로는 KB금융이 가장 컸지만 성장세는 사뭇..."
2023.06.04.,"KB금융, 반려동물과 행복한 삶을 위한 '2023 한국 반려동물 보고서' 발간","KB금융그룹은 반려동물의 첫 맞이 과정부터 양육, 장례까지 전 생애에 걸친 행복한 반려생활을 위한 필수 조건들을 짚어보는 '2023 한국 반려동물 보고서'를 발간했다고 4일 밝혔다. ⓒKB금융그룹 보고서에 따르면 대한민국에서 반려동물을 기르는 '반려가구'는 2022년 말 기준 약 552만 가구로 2020년 말 536만..."
2023.06.04.,KB금융 “코로나19로 반려가구 증가… 양육비 월 15만 원”,스카이데일리 이건혁기자 = ▲ 4일 KB금융지주 경영연구소가 발표한 ‘2023한국반려동물 보고서’에 따르면 반려동물에 만족한다는 가구는 전체 반려가구의 67.3%였다. 하지만 반려동물 양육을 타인에게 추천할 의향이 있는지 묻자 41.9%만이 추천하겠다고 답했다. ·게티이미지뱅크 코로나19가...
2023.06.04.,KB Pay 리브메이트 오늘의 퀴즈 정답 6월 4일,"KB페이 오늘의 퀴즈를 풀면 얻을 수 있는 포인트리는 KB금융그룹 통합 포인트이다. 포인트리의 1P는 1원의 가치를 가지며, 다양한 방법으로 사용할 수 있다. 한편, 매일 오전 10시에 새로운 퀴즈가 찾아오는 '오늘의 퀴즈(리브메이트 오늘의 퀴즈)'는 'KB Pay' 앱을 이용해 참여할 수 있다."
2023.06.04.,[다시뛰는 K금융 캄보디아⑥] KB대한특수은행 이상인 “자동차론으로 자산 15...,"이러한 성과를 KB금융지주에서도 성공적 해외 진출 사례로 여겨 그룹 최고 공로상인 KB스타상을 수여하기도 했다. 오벌오피스 타워에 KB대한특수은행 본점을 두기로 한 것도 주된 고객층인 고액 자산가들의 접근성을 감안해서다. 이 법인장은 ""이 동네가 캄보디아에서 가장 땅값이 비싼 동네로 평당 가격이..."
2023.06.04.,"KB 페이(KB Pay) 앱으로 통합된 '리브메이트', 6월 4일 자 '오늘의 퀴즈' 정답...","문제는 ""[삼일절]은 한민족이 일본의 식민통치에 항거하고, 독립선언서를 발표하여 한국의 독립의사를 세계 만방에 알린 날을 기념하는 국경일이다""의 O, X를 묻는 질문으로 정답은 'O'였다. 리브메이트는 KB금융그룹의 상품과 서비스 이용에 따라 쌓인 포인트를 가치 있게 활용할 수 있도록 돕는 서비스이다."
2023.06.04.,"'매치킹 향한' 배용준 vs 이재경, 결승전 진출 [KPGA 데상트코리아 매치플레이...","배용준은 이번 시즌 7개 대회에 출전해 5번 컷 통과했고, 지난주 KB금융 리브챔피언십(공동 4위)과 DB손해보험 프로미오픈(단독 5위), 골프존 오픈(공동 8위)에서 세 차례 톱10에 들었다. 직전까지 제네시스 포인트 14위(1175.2포인트), 시즌 상금 19위(9,360만5,812원)를 달렸다. 주최사 추천 선수로 본..."
2023.06.04.,한국서 가장 선호하는 반려견은 '몰티즈'…반려묘는 '코숏',"4일 KB금융지주경영연구소가 발간한 '223년 한국 반려동물 보고서'에 따르면 한국의 반려견 가구가 가장 선호하는 견종은 몰티즈(25.9%)인 것으로 조사됐다. 몰티즈의 뒤를 이어 푸들(21.4%), 믹스견(20.3%), 포메라니안(10.3%), 진돗개(5.6%) 순으로 나타났다. 몰티즈는 2018년 조사와 2021년 조사에서도 가장..."
2023.06.05.,"KB라이프, 우수인증 설계사 비율 16년 연속 업계 1위","‘KB STAR WM’은 KB금융그룹의 노하우와 네트워크를 기반으로 부동산, 세무, 법률, 은퇴, 상속 등 다양한 비즈니스 영역의 종합금융 컨설팅을 제공하고 있다. 한편, KB라이프생명은 지난해 1월에 출범한 KB생명과 푸르덴셜생명의 통합생명보험사로, 존속법인인 푸르덴셜생명은 우수인증설계사 제도가..."
2023.06.05.,[업앤다운]은행주 상승…KB금융·카카오뱅크↑,이날 가장 큰 상승률을 보인 종목은 KB금융이다. KB금융은 전거래일 대비 2.32%(1100원) 올라 4만8550원으로 장을 마쳤다. 카카오뱅크는 전거래일 대비 1.51%(400원) 상승해 2만6950원으로 장을 마감했고 DGB금융지주는 전거래일 대비 1.27%(90원) 올라 7150원으로 장을 마쳤다. 우리금융지주는...
2023.06.05.,KB Pay 리브메이트 오늘의 퀴즈 정답 6월 5일,"KB페이 오늘의 퀴즈를 풀면 얻을 수 있는 포인트리는 KB금융그룹 통합 포인트이다. 포인트리의 1P는 1원의 가치를 가지며, 다양한 방법으로 사용할 수 있다. 한편, 매일 오전 10시에 새로운 퀴즈가 찾아오는 '오늘의 퀴즈(리브메이트 오늘의 퀴즈)'는 'KB Pay' 앱을 이용해 참여할 수 있다. bnt뉴스..."
2023.06.05.,"""반려동물 양육 문화 성숙 단계""… KB금융, 2023 보고서 발간","©AP신문(AP뉴스)/ 이미지 제공 = KB금융지주 ▲한국의 지역별 반려가구 현황 KB금융그룹(회장 윤종규)은 반려동물의 첫 맞이 과정부터 양육, 장례까지 전생애에 걸친 행복한 반려생활을 위한 필수 조건들을 짚어보는 '2023 한국 반려동물 보고서'를 발간했다고 4일 밝혔다. 보고서의 내용을 살펴보면..."
2023.06.05.,"KB 페이(KB Pay) 앱으로 통합된 '리브메이트', 6월 5일 자 '오늘의 퀴즈' 정답...","문제는 ""[삼일절]은 한민족이 일본의 식민통치에 항거하고, 독립선언서를 발표하여 한국의 독립의사를 세계 만방에 알린 날을 기념하는 국경일이다""의 O, X를 묻는 질문으로 정답은 'O'였다. 리브메이트는 KB금융그룹의 상품과 서비스 이용에 따라 쌓인 포인트를 가치 있게 활용할 수 있도록 돕는 서비스이다."
2023.06.05.,"다이먼 JP모건 회장, 방한…금융지주 회장들·KIC 사장 등 만나(종합)","KB금융지주나 미래에셋·한국투자 등 다른 주요 금융기관 CEO들은 출장 등으로 참석하지 않은 것으로 전해졌다. 한 금융기관 관계자는 ""다이먼 회장이 이날 오후 입국해 서울 시내 호텔에서 주요 금융기관장 등을 짧은 시간에 만나 현재 거시경제 현안과 투자 기회, 사업 협력 방안 등을 논의한 것으로 알고 있다..."
2023.06.05.,"현장 있던 임원들, 지금은?[삼성 프랑크푸르트 선언 30주년④]","삼성을 떠난 뒤 우리금융지주 회장 겸 우리은행장과 KB금융지주 초대 회장, 금융투자협회 회장 등을 맡기도 했다. 박근희 CJ대한통운 부회장도 당시 프랑크푸르트 현장에 있었던 인물이다. 1978년 삼성에 입사한 박 부회장은 비서실, 삼성캐피탈 대표이사 사장, 삼성그룹 중국본사 사장 겸 삼성전자 중국총괄..."
2023.06.05.,"79개 저축은행중 올 1분기 최대적자는 페퍼저축은행, -253억원","KB금융 계열사인 KB저축은행의 같은 기간 당기순익도 56억원 흑자에서 125억원 적자로, 적자전환했다. KB저축은행은 KB금융지주 계열사들중 올 1분기에 유일하게 적자를 기록했다. 같은 기간 대신금융그룹 계열인 대신저축은행의 당기순익은 51억원 흑자에서 175억원 적자, 일본계인 JT친애저축은행은..."
2023.06.05.,"서강대 ""마포비즈니스센터 입주기업, '아기유니콘 기업' 선정""","2017년 설립된 알고리즘랩스는 인공지능 대중화를 선도하는 기업으로 현대자동차 그룹, LG그룹, SK그룹, KB금융그룹 등 국내 주요 12개 그룹사와 200여개 기업을 대상으로 인공지능 솔루션을 보급한 바 있다. 최근에는 HR영역과 대학교의 학사관리에 인공지능을 접목한 제품을 출시해 95% 수준의 정확도를..."
2023.06.06.,KB Pay 리브메이트 오늘의 퀴즈 정답 6월 6일,"KB페이 오늘의 퀴즈를 풀면 얻을 수 있는 포인트리는 KB금융그룹 통합 포인트이다. 포인트리의 1P는 1원의 가치를 가지며, 다양한 방법으로 사용할 수 있다. 한편, 매일 오전 10시에 새로운 퀴즈가 찾아오는 '오늘의 퀴즈(리브메이트 오늘의 퀴즈)'는 'KB Pay' 앱을 이용해 참여할 수 있다. bnt뉴스..."
2023.06.06.,인도네시아 KB부코핀은행 1조원 유상증자로 부활 날갯짓,6일 KB금융지주에 따르면 KB부코핀은행은 지난달 31일(현지시각) 11조9000억루피아(약 1조400억원) 규모의 유상증자를 마무리했다. 국민은행은 이번 유상증자에서 8조루피아(약 7000억원)를 투자해 802억주의 신주를 추가 취득했다. 국민은행은 신주 인수로 기존 지분율 67%를 유지했다. 나머지 유상증자...
2023.06.06.,"은행주 지지부진한 흐름에도 KB금융지주는 추천하는 증권가, 이유는?",국내 은행주가 3월 이후 수개월 동안 지지부진한 주가 흐름을 좀처럼 끊지 못하는 가운데서도 '금융 대장주'인 KB금융지주만은 증권가에서 꾸준히 좋은 평가를 받고 있다. 이유가 뭘까. 6일 증권가 분석을 종합하면 KB금융지주 주식을 은행주 가운데 '최선호주'로 꼽는 의견이 많다. KB금융지주 주가가 4만...
2023.06.06.,"KB국민, '자연생태계 보전부터 투자·상품까지' 친환경 경영박차",KB국민은행은 KB금융그룹의 탈석탄 정책에 발맞춰 고탄소 사업을 배제하고나 온실가스 배출량 감축을 위해 녹색금융 투자를 확대하고 있다. 지난해 초에는 관련 규정을 개정해 석탄 채굴 및 발전과 관련된 신규 대출이나 투자를 제한하는 정책을 수립하고 이를 이행하고 있다. 탄소배출 감축 활동으로는...
2023.06.06.,"KB라이프, 16년 연속 업계 1위 ···우수인증설계사 자격평가","‘KB STAR WM’은 KB금융그룹의 노하우와 네트워크를 기반으로 부동산, 세무, 법률, 은퇴, 상속 등 다양한 비즈니스 영역의 종합금융 컨설팅을 제공하고 있다. 한편, KB라이프생명은 지난해 1월에 출범한 KB생명과 푸르덴셜생명의 통합생명보험사로, 존속법인인 푸르덴셜생명은 우수인증설계사 제도가..."
2023.06.06.,"KB 페이(KB Pay) 앱으로 통합된 '리브메이트', 6월 6일 자 '오늘의 퀴즈' 정답...","문제는 ""[삼일절]은 한민족이 일본의 식민통치에 항거하고, 독립선언서를 발표하여 한국의 독립의사를 세계 만방에 알린 날을 기념하는 국경일이다""의 O, X를 묻는 질문으로 정답은 'O'였다. 리브메이트는 KB금융그룹의 상품과 서비스 이용에 따라 쌓인 포인트를 가치 있게 활용할 수 있도록 돕는 서비스이다."
2023.06.06.,“반려동물 죽으면 정신과 치료비 줄게”…요즘 대세는 ‘펫보험’,"통상 다른 경쟁상품 1일 보장한도는 10~15만원선이다. 한편, KB금융지주 경제경영연구소가 발표한 ‘2023 한국 반려동물보고서’에 따르면 552만가구 1262만명이 반려동물을 키우고 있지만 펫보험 가입률은 11.9%로 나타났다. 업계에서는 실제 펫보험 가입률은 이보다 훨씬 낮은 5% 미만으로 보고 있다."
2023.06.06.,"'월가 황제' JP모건 회장 방한, 금융지주 회장·한은 총재 만나",윤종규 KB금융지주 회장을 비롯해 다른 주요 금융·증권사 대표들은 일정상 참석하지 않은 것으로 알려졌다. 다이먼 회장은 금융지주 회장들과 면담에 이어 오후 한국은행을 찾아가 이창용 한국은행 총재도 만났다. 다이먼 회장은 이 총재와 미국 금리 인하 가능성 등 금융 현안에 대해 의견을 교환한 것으로...
2023.06.06.,"""보자마자 입양 결정"" 반려동물 키우는 국민 4명 중 1명 꼴",지난 4일 KB금융지주 경영연구소가 발간한 '2023 한국반려동물 보고서'에 따르면 지난해 말 우리나라의 반려 가구는 552만여 가구로 전체의 25.7%를 차지했다. 이는 지난 2020년 말 약 536만 가구보다 2.8% 증가한 수치다. 이들 중 반려동물을 입양할 때 어느 정도 기간을 고민하는가에 대한 질문에 27.1%가...
2023.06.07.,"윤종규 KB금융 회장 ""아태 지역 '넷제로' 전환 위해 소통 강화할 것""",윤종규 KB금융그룹 회장이 아시아-태평양 지역 넷제로 전환을 위해 다양한 이해관계자들과 소통을 강화하겠다고 말했다. KB금융은 윤 회장이 5일 싱가포르에서 개최된 '탄소중립을 위한 글래스고 금융연합(GFANZ)'의 아시아-태평양 지역 자문위원회 제3차 회의에 참석해 아태지역 넷제로 전환을 위한 금융의...
2023.06.07.,"윤종규 KB금융 회장, GFANZ APAC 자문위원회 참석 ‘기후 리더십’ 발휘","KB금융그룹은 윤종규 회장이 지난 5일 싱가포르에서 개최된 ‘탄소중립을 위한 글래스고 금융연합(Glasgow Financial Alliance for Net Zero, 이하 GFANZ)’의 아시아-태평양 지역 자문위원회 제 3차 회의에 참석해 아태지역 넷제로 전환을 위한 금융의 역할에 대해 논의했다고 7일 밝혔다. GFANZ는 전 세계..."
2023.06.07.,"KB금융 윤종규 회장, GFANZ APAC 자문委 참석…'넷제로' 현안 논의 [은행오늘...","ⓒ사진제공 = KB금융그룹 KB금융 윤종규 회장, GFANZ APAC 자문委 참석…'넷제로' 현안 논의 KB금융그룹 윤종규 회장이 '탄소중립을 위한 글래스고 금융연합(Glasgow Financial Alliance for Net Zero, 이하 GFANZ)' 아시아-태평양 지역 자문위원들과 만나 넷제로 전환을 위한 금융의 역할에 대해 논의했다. 7일 KB금융에..."
2023.06.07.,"윤종규 KB금융 회장 ""아태지역 넷제로 달성 위해 이해관계자 협력 절실""","사진=KB금융그룹 윤종규 KB금융 회장은 ""아태지역이 넷제로 경제로의 속도감 있는 전환을 위해서는 금융기관 뿐만 아니라 규제기관, 관련 산업 및 업계, NGO와 같은 다양한 이해관계자들과의 소통과 협력이 절실하다""고 말했다. KB금융그룹은 윤 회장이 싱가포르에서 개최된 '탄소중립을 위한..."
2023.06.07.,‘기후 리더십’ 발휘하는 윤종규 KB금융 회장…GFANZ APAC 참석,KB금융그룹은 윤종규 KB금융그룹 회장이 지난 5일 싱가포르에서 개최된 ‘탄소중립을 위한 글래스고 금융연합(GFANZ)’의 아시아-태평양 지역 자문위원회 제 3차 회의에 참석해 아태지역 넷제로 전환을 위한 금융의 역할에 대해 논의했다고 7일 밝혔다. GFANZ는 전 세계 50개국 550여개 금융사가 참여하고 있는...
2023.06.07.,"윤종규 KB금융 회장 ""넷제로 전환 위한 소통‧협력 절실""","윤종규 KB금융그룹 회장. (사진=KB금융그룹) 윤종규 KB금융그룹 회장은 아태지역이 넷제로(탄소중립) 경제로 속도감 있게 전환하기 위해서는 금융기관뿐 아니라 규제기관, 관련 산업‧업계, NGO 같은 다양한 이해관계자들과의 소통과 협력이 절실하다고 강조했다. KB금융은 윤 회장이 지난 5일..."
2023.06.07.,"윤종규 KB회장 ""아·태 넷제로 전환에 금융기관 등 협력 절실""","윤종규 KB금융그룹 회장은 ""아시아·태평양 지역이 '넷제로'(Net zero)' 경제로 전환하려면 금융기관과 규제기관, 관련 산업계, 비정부기구(NGO) 등의 소통과 협력이 절실하다""고 강조했다. 윤 회장은 지난 5일 싱가포르에서 열린 '탄소중립을 위한 글래스고 금융연합(GFANZ) 아·태 자문위원회' 3차 회의에..."
2023.06.07.,"윤종규 KB금융 회장 ""아태지역 넷제로 전환 위해 소통 강화""",윤종규 KB금융그룹 회장이 아시아·태평양 지역 전문가와 만나 넷제로(탄소중립) 전환을 위한 금융의 역할을 논의했다. 7일 KB금융은 윤종규 회장이 지난 5일 싱가포르에서 열린 '탄소중립을 위한 글래스고 금융연합(GFANZ)'의 아태지역 자문위원회 제3차 회의에 참석했다고 밝혔다. GFANZ는 전세계 50개국...
2023.06.07.,"윤종규 KB금융 회장 ""아태 지역 '넷제로' 전환 위해 노력할 것""","KB금융그룹은 윤종규 회장이 지난 5일 싱가포르에서 개최된 '탄소중립을 위한 글래스고 금융연합(Glasgow Financial Alliance for Net Zero, 이하 GFANZ)'의 아시아-태평양 지역 자문위원회 제3차 회의에 참석해 아태지역 넷제로 전환을 위한 금융의 역할에 대해 논의했다고 밝혔다. GFANZ는 전 세계 50개국..."
2023.06.08.,"""펫보험은 아는데 보험료가 부담""···KB금융, 보험가입 반려가구 '열의 하나...","8일 KB금융그룹은 '2023 한국 반려동물 보고서'를 발간하며 이같은 내용을 밝혔다. 이번 보고서는 반려동물의 첫 맞이 과정부터 양육, 장례까지 전생애에 걸친 행복한 반려생활을 위한 필수 조건들을 짚었다. 우선 반려동물의 양육비, 치료비 등 생애비용 지출은 늘어나는 가운데 반려동물 양육을 위해..."
2023.06.08.,[금융가 인사이드] 차기 KB금융 회장 후보군 찾기 임박…윤종규 후임은 누구?,"지난 9년 동안 KB금융지주를 이끈 윤종규 회장이 오는 11월 임기 종료를 앞둔 가운데, KB금융이 본격적으로 차기 회장 선임을 위한 작업에 착수했습니다. KB금융은 이달 중으로 1차 후보군, 롱리스트를 구성할 예정인데요. 지주 부회장들을 비롯해 주요 계열사 대표들이 유력 후보로 거론되고 있는 것으로..."
2023.06.08.,KB Pay 리브메이트 오늘의 퀴즈 정답 6월 8일,"KB페이 오늘의 퀴즈를 풀면 얻을 수 있는 포인트리는 KB금융그룹 통합 포인트이다. 포인트리의 1P는 1원의 가치를 가지며, 다양한 방법으로 사용할 수 있다. 한편, 매일 오전 10시에 새로운 퀴즈가 찾아오는 '오늘의 퀴즈(리브메이트 오늘의 퀴즈)'는 'KB Pay' 앱을 이용해 참여할 수 있다. bnt뉴스..."
2023.06.08.,"'한 달에 한 번'...윤종규 KB금융 회장, 이번엔 '친환경'","""그린 트랜스포메이션(Green Transformation) 등 새로운 시대적 기류에 KB가 선제적으로 대응해야 한다...세상을 바꾸는 금융이라는 우리의 미션이 헛된 구호에 그치지 않도록 지혜를 모으고 사회에 선한 영향력을 발휘할 수 있도록 노력하자"" (윤종규 KB금융그룹 회장, 지난 1월 열린 '2023년 상반기..."
2023.06.08.,"KB증권 박정림 대표, KB금융 회장 후보군…전망은 불투명",KB금융그룹 회장직 내정을 불과 2개월여 앞둔 상황에서 박정림 대표이사가 각종 의혹을 받고 있다. 사진은 KB증권 전경이다. ⓒ사진제공 = KB증권 박정림 KB증권 대표이사가 KB금융그룹 회장 후보군에 이름을 올렸지만 KB증권을 둘러싼 의혹과 구설수 등이 발목을 잡고 있다. KB금융 회장 최종후보를 추리기 위한...
2023.06.08.,"KB 페이(KB Pay) 앱으로 통합된 '리브메이트', 6월 8일 자 '오늘의 퀴즈' 정답...","문제는 ""[삼일절]은 한민족이 일본의 식민통치에 항거하고, 독립선언서를 발표하여 한국의 독립의사를 세계 만방에 알린 날을 기념하는 국경일이다""의 O, X를 묻는 질문으로 정답은 'O'였다. 리브메이트는 KB금융그룹의 상품과 서비스 이용에 따라 쌓인 포인트를 가치 있게 활용할 수 있도록 돕는 서비스이다."
2023.06.08.,"[금융ESG-'사회'를 만나다] KB국민은행, 꿀벌 생태계 보호하고 탈석탄 앞장서...","<편집자 주> 지난달 11일 서울 성동구 서울숲 'K-Bee 도시양봉장'에서 열린 꿀벌 체험행사에서 박진 어반비즈 대표(뒷줄 오른쪽), KB금융그룹이 후원하는 차준환(뒷줄 가운데), 이해인(뒷줄 왼쪽) 피겨스케이팅 선수가 아이들과 기념촬영을 하고 있다. 사진=KB국민은행 ◇ 여의도 본점에 이어 서울숲에..."
2023.06.08.,"이재용 삼성전자 회장, 국내 기업인 평판지수 1위…비결은?","11, 12위는 신동빈 롯데그룹 회장, 서정진 셀트리온그룹 회장이었고 임종룡 우리금융그룹 회장, 함영주 하나금융그룹 회장, 윤종규 KB금융그룹 회장 등 금융 3개사 수장이 나란히 13~15위를 기록했다. 한편 국내 60명 CEO의 미디어, 소통, 커뮤니티 지표 등 빅데이터를 분석한 브랜드 평판지수는..."
