날짜,제목,내용
2023.06.03.,"""이게 무슨 1000억짜리 게임이냐""…신작 나오자 쏟아진 혹평 [진영기의 찐개미...","POSCO홀딩스에 이어 개인 순매수 상위 2위를 기록했다. 외국인은 14거래일, 기관은 6거래일 연속 순매도한 것과 비교되는 행보다. 신작은 나왔는데…혹평 이어지며 주가 '하락' 주가가 내려간 배경엔 엔씨소프트의 신작 TL이 있다. TL은 엔씨소프트가 2012년 출시한 PC 대규모 다중접속역할수행게임(MMORPG)..."
2023.06.04.,[유안타證 주간추천주]삼성전자·두산·POSCO홀딩스,"-1분기 두산로보틱스의 매출액은 106억원으로 레인보우로보틱스 1분기 매출 30억6000만 원의 약 3.5배, 현 레인보우로보틱스 시가 총액은 약 1조 9000억원 △POSCO홀딩스(005490) -중국 부동산 가격 안정, 제조업 PMI 호조 등으로 철강 전방 산업 수요 개선에 대한 기대감 유효. -4Q22를 저점으로 2023년..."
2023.06.04.,"부채 협상 선반영 우려, 대형주 순환 기대..삼성전자,POSCO홀딩스 추천..비트...","한편 여의도에서는 금주 추천주로 삼성전자,한국전력,삼성전기,POSCO홀딩스,SK이노베이션 등을 제시했는데 모두 업황 개선과 실적 호전의 공통점을 갖고 있다. 삼성전자와 SK하이닉스가 이끌어온 증시는 LG에너지솔루션과 삼성SDI, 기아, 현대차, NAVER 등 업종 대표주들이 고른 상승을 보여줄 필요가 있다고..."
2023.06.04.,코스피 주간 외국인 순매도 1위 'POSCO홀딩스',
2023.06.04.,"[주간 투자자 동향] 외국인, 반도체 투톱 1조3000억 싹쓸이","반면, 개인투자자들은 POSCO홀딩스와 현대차를 각각 1000억원 이상 사들이며 외국인들과 엇갈린 모습을 나타냈다. 다음은 유가증권시장과 코스닥 시장의 투자주체별 주간 순매수·순매도 상위 종목이다. ▲ 유가증권 시장 주간 매매동향 (5월 30일~6월 2일) [외국인]..."
2023.06.04.,10개중 9개나…이렇게 망하기도 쉽지않은데 개미들 계좌가 ‘텅’,"지난달 개인투자자 순매수 상위 10개 종목은 POSCO홀딩스(4966억원), LG화학(2702억원), LG생활건강(1657억원), 엔씨소프트(1615억원), 두산에너빌리티(1378억원), 아모레퍼시픽(1010억원), 한화솔루션(1008억원), 이마트(782억원), KT&G(781억원), 고려아연(749억원) 순이었다. 이 중 두산에너빌리티만 유일하게 2.6..."
2023.06.04.,"[株슐랭 가이드] 6월 서머랠리 온다... SKIET, 삼성전기 주목",유안타증권은 ‘포스코(POSCO)홀딩스’에 주목했다. 중국 부동산 가격이 안정세를 보이고 있는 데다 제조업 구매관리자지수(PMI) 호조 등으로 철강 전방산업 수요 개선에 대한 기대감이 유효하다는 진단이다. 유안타증권 관계자는 “지난해 4·4분기 저점을 지나 올해 상반기부터 영업이익 개선 흐름도...
2023.06.04.,"[데이터로 보는 증시]SK이노베이션·삼성전자, 기관·외국인 주간 코스피 순매...","(560억원), SK이노베이션(520억원), 삼성전기(349억원)등을 순매수한 반면 POSCO홀딩스(1349억원)를 비롯해 LG화학(985억원), 엔씨소프트(574억원), 현대차(563억원), KB금융(479억원), 삼성전자우(420억원), KT&G(334억원), 신세계(317억원), DB하이텍(303억원), 신한지주(262억원)등을 매도했다."
2023.06.04.,5월 국내 증시 개인 순매수 상위종목 10개 수익률 -10.58%…기관·외인은 양호,"이 기간 개인이 가장 많이 사들인 종목은 POSCO홀딩스로 4966억 원어치 순매수했다. 이외에도 에코프로(4284억 원), LG화학(2702억 원), LG생활건강(1658억 원), 엔씨소프트(1615억 원), 두산에너빌리티(1378억 원), 아모레퍼시픽(1010억 원), 한화솔루션(1008억 원), 이마트(782억 원), KT&G(781억 원) 순으로..."
2023.06.04.,"이번주 전망, 추천주..삼성전자,삼성전기,한전 주목..금리 살피며 FOMC 준비 ...","한편 여의도에서는 추천주로는 삼성전자, 한국전력, 삼성전기, POSCO홀딩스, SK이노베이션 등을 제시했는데 업황 개선 기대감과 실적 호전의 공통점을 갖고 있다. 최근 삼성전자와 SK하이닉스가 이끌어온 증시는 LG에너지솔루션과 삼성SDI, 기아, 현대차, NAVER 등 업종 대표주들이 고른 상승을 보여줄 필요가..."
2023.06.05.,[주식 초고수는 지금] 철강·소재 훈풍에 POSCO홀딩스 순매수 1위,"미래에셋증권에서 거래하는 고수익 투자자들이 5일 오전 가장 많이 순매수한 종목은 POSCO홀딩스(005490)로 나타났다. 포스코퓨처엠(003670), 디알텍(214680), 마음AI(377480) 등도 상위권에 이름을 올렸다. 이날 미래에셋엠클럽에 따르면 미래에셋증권 주식 거래 고객 중 최근 1개월간 투자수익률 상위 1%에..."
2023.06.05.,"폐배터리 관련주, '봄꽃만개' 코스모화학·NPC·두산에너빌리티·POSCO홀딩스...","5일 주식시장에서 코스모화학, NPC, 두산에너빌리티, POSCO홀딩스, 디에이테크놀로지는 상승했다. 코스모화학의 주가는 전 거래일 대비 2900원 오른 7230원에 거래를 마쳤다. 코스모화학의 주가 상승률은 5.91% 다. NPC와 두산에너빌리티는 전 거래일 대비 각각 400원, 510원 오른 7230원과 1만6950원에 거래됐다...."
2023.06.05.,[철강株 UP&DOWN] 삼현철강 6.2% 상승…화인베스틸 6.1% 동일철강 4.0%,"◆ (6월 5일) 철강 50개 기업 중 34곳 상승…8곳 하락 8곳 보합 ※ 철근 H형강 앵글 잔넬 등 건설용 철강재 가격정보 제공 → 스틸웨어 바로가기 - 상승 : 삼현철강 6.2%, 화인베스틸 6.1%, 동일철강 4.0%, 세아제강지주 3.4%, 동국산업 3.4%, POSCO홀딩스 2.9% 등 - 하락 : 한국주강 2.4%, 광진실업 0.8..."
2023.06.05.,코스피 3% 올랐는데…개미 평균 수익률 -2%대,"해당 10개 종목은 포스코(POSCO)홀딩스(4966억원), LG화학(2702억원), LG생활건강(1657억원), 엔씨소프트(1615억원), 두산에너빌리티(1378억원), 아모레퍼시픽(1010억원), 한화솔루션(1008억원), 이마트(782억원), KT&G(781억원), 고려아연(749억원) 순이다. 특히 이 중에서 가장 최악의 수익률을 보인 건..."
2023.06.05.,"[마켓뷰] 코스피, 기관 ‘사자’...2610선 상승 마감","이어 POSCO홀딩스(285억원), LG전자(280억원) 순이었다. 반면 KODEX 200선물인버스 ETF(335억원), SK하이닉스(247억원) 등이 순매도 상위권에 이름을 올렸다. 외국인은 이날 두산에너빌리티(217억원), LG에너지솔루션(195억원), HD현대중공업(193억원) 순으로 순매수했다. 반면 삼성전자(1019억원)..."
2023.06.05.,"코스피, 기관 홀로 매수…2610대 등락","반면 POSCO홀딩스(005490)와 포스코퓨처엠(003670)은 2.12%, 2.14% 오르고 있다. LG전자(066570)도 3.90% 상승하고 있다. 두산밥캣은 북미 호실적 전망에 8.19% 급등하고 있다. 최윤아 신한투자증권 연구원은 “반도체는 대체로 차익 매물이 출회되는 반면 2차전지 밸류체인은 상승세를 지속하고 있다”..."
2023.06.05.,"코스피, 외인·기관 '사자' 2610선 안착…환율 1310원대","삼성전자와 SK하이닉스 등 시가총액 상위 종목이 대체로 소폭 하락 중이고 POSCO홀딩스, 포스코퓨쳐엠이 1%, 2% 상승 중입니다. 반면 코스닥 지수는 보합권 거래를 이어가며 860선 후반 부근에서 반등을 시도 중인데요. 에코프로 그룹주를 필두로 한 2자전지주와 셀트리온, JYP 엔터 등 시총 상위 중목들이 1..."
2023.06.05.,(주간증시전망)대형주 랠리 기대…주도주 '전차' 부각,"뒤를 이어 POSCO홀딩스(005490), 현대차(005380), 엔씨소프트(036570)로 나타났습니다. 아울러 코스닥시장 순매수 상위에선 외국인이 최근 급등세를 시현중인 이오플로우(294090), HPSP(403870), 에코프로(086520) 등을 순매수했습니다. 기관은 코스닥 시가총액 상위주 엘앤에프, 에코프로(086520), 셀트리온헬스케어..."
2023.06.05.,"코스피, 연중 최고치 마감…기관, 매수세 가담","반면, LG전자(3.33%), POSCO홀딩스(2.92%), 기아(1.17%), LG에너지솔루션(1.02%) 등은 상승 마감했다. 코스닥에서는 천보(5.65%), 레인보우로보틱스(2.39%), HLB(1.31%)의 상승 폭이 두드러진 반면, 알테오젠(-7.24%)과 JYP Ent.(-1.86%), 셀트리온헬스케어(-1.69%) 등은 약세로 장을 마쳤다. 한편, 원·달러 환율은..."
2023.06.06.,'POSCO홀딩스'에 몰린 개미…친환경 부문에 관심 집중,"6일 한국거래소와 관련업계 등에 따르면, 개인 투자자들은 POSCO홀딩스 주식을 올해 초부터 6월2일까지 4조6000억원 순매수했다. 이는 친환경인프라 부문에서 이익이 크게 개선되고 철강 수출이 정상화된 영향이다. 실제 친환경 인프라 사업을 하는 포스코인터내셔널과 포스코이앤씨 1분기 영업이익이..."
2023.06.06.,[리튬 관련주] 하이드로리튬·포스코엠텍 등 주가 오름세…지오릿에너지 기술...,"이외에 어반리튬, 강원에너지, 코스모화학, 천보, 금양, 미래나노텍, 광무, POSCO홀딩스, 성일하이텍, 이브이첨단소재 등 주가가 상승했다. 텐배거퀀트의 기술지표에 따르면 리튬 관련주인 하이드로리튬의 기술력점수(TSS)는 8.23점, 기술투자지수는 948.5, 기업가치추정은 다소 고평가로 나타났다. 또한..."
2023.06.07.,"[신영목의 히든밸류 - 해설자들] POSCO홀딩스, 2차전지 뒤엔 수소 모멘텀이 온...","신영목의 히든밸류 'POSCO홀딩스' - 목표가 500,000원 / 손절가 350,000원 ※ 이 방송은 매일 오전 9시 50분 ~ 10시 50분에 LIVE로 시청하실 수 있습니다. 방송 종료 후에는 유튜브 또는 인터넷 다시보기로 시청하실 수 있습니다. 시청 방법 ▶ 유튜브 MTN 머니투데이방송 공식 채널 (☞ MTN 또는..."
2023.06.07.,포스코홀딩스 주가 상승세 탈까...억대 자산가들 매수 1위,이날 삼성증권 에스라운지에 따르면 이 증권사의 계좌 평균잔액 10억원 이상인 자산가들은 지난주(5월 30일~6월 2일) POSCO홀딩스를 가장 많이 사들인 것으로 나타났다. 2위는 포스코퓨처엠이다. 최근 포스코그룹과 SKC가 이차전지 소재 사업 포괄적 협력 업무협약(MOU)을 체결하고 리튬메탈음극재...
2023.06.07.,"포스코퓨처엠, 중장기 시장 지배력 확대…고밸류 정당화-현대차",기존에는 중국에서 천연 흑연을 조달해 음극재를 제조했으나 POSCO홀딩스(005490)가 보유한 탄자니아 광산으로부터 천연 흑연을 조달해 음극재를 제조할 것으로 전망했다. 인조 흑연은 이미 원재료부터 제조까지 한국에서 가능하며 음극재에서도 탈중국화가 가능한 제한적인 업체 중 하나라는...
2023.06.07.,"[데이터로 보는 증시]삼성전자·LG엔솔, 기관·외국인 코스피 순매수 1위(6월...","(112억원), POSCO홀딩스(005490)(101억원) 등을 샀다. 순매도 상위 종목은 기아(711억원)와 현대차(323억원), 엔씨소프트(80억원), LG생활건강(39억원), 현대위아(34억원), 현대모비스(33억원), 이수페타시스(31억원), 한화에어로스페이스(30억원), 아모레퍼시픽(27억원), 현대건설..."
2023.06.07.,코스피 강보합 마감…코스닥 880선 회복,"LG에너지솔루션(373220)(1.68%), 삼성바이오로직스(207940)(0.13%), LG화학(051910)(3.18%), 삼성SDI(006400)(2.51%), NAVER(035420)(0.24%), POSCO홀딩스(005490)(0.26%)는 상승했다. SK하이닉스(000660)(-0.64%), 현대차(005380)(-2.29%), 기아(000270)(-4.87%)는 하락했다. 업종별로는 운수창고업(2.02%), 화학(1.99%), 보험(0.75..."
2023.06.07.,"[마켓뷰] 코스피, 2거래일 연속 연고점 경신…2620선도 뚫었다","반면 외국인은 삼성전자(899억원), 기아(645억원), POSCO홀딩스(559억원)를, 개인은 LG에너지솔루션(1404억원), 삼성SDI(650억원), LG화학(504억원) 등을 팔았다. 시가총액 상위 종목 중에서는 LG에너지솔루션(1.68%), 삼성바이오로직스(0.13%), LG화학(3.18%)이 상승 마감했으며 삼성전자(-0.98%), SK하이닉스..."
2023.06.07.,[철강株 UP&DOWN] 한국주강 6.2% 상승…화인베스틸 3.9% 동국S&C 3.3%,"0% 등 - 철강 빅3 : 포스코(POSCO)홀딩스 0.3% 상승, 현대제철 1.0% 하락, 동국제강 보합 - 주간 상승률 : TCC스틸 9.2%, 화인베스틸 8.4% , 포스코(POSCO)홀딩스 7.9% , 세아베스틸지주 7.0% 등 - 주간 하락률 : 제이스코홀딩스 2.9%, 한국주철관 0.7% , 아주스틸 0.5% , 한일철강 0.3% 등 ◆ 주요 뉴스 [종합] 中 급등반전..."
2023.06.07.,"코스피, 기관 순매수에 장중 상승세","삼성전자가 0.84% 약세를 보이고 있고 현대차 -0.5%, 기아 -1.16%, POSCO홀딩스 -0.26% 등이 하락세다. 반면 LG에너지솔루션은 0.67% 상승 중이고 삼성바이오로직스 0.64%, LG화학 2.77%, 삼성SDI 1.95% 등이 강세다. SK하이닉스는 보합권에 머무르고 있다. 이날 코스닥지수도 강세다. 같은 시각 코스닥지수는..."
2023.06.07.,"코스피, 기관·개인 매수세에 2620선 출발…환율 1200원대","시총 상위 종목 중 LG화학, SK이노베이션, 삼성물산 등이 오름세며 포스코퓨처엠, 삼성전자, POSCO홀딩스 등은 내림세다. 업종별로는 화학, 보험업, 음식료업 등이 강세며 섬유의복은 보합, 전기전자는 약세다. 지난 6일(현지시간) 뉴욕증권거래소에서 다우존스30산업평균지수는 전일 대비 10.42포인트(0...."
2023.06.08.,"포스코홀딩스, 하반기 철강 업황 개선…리튬가치 반영은 덤-현대차","현대차증권은 8일 포스코홀딩스(POSCO홀딩스(005490))에 대해 하반기 글로벌 철강 업황이 개선될 것으로 보이고, 2030년까지 리튬 생산능력 30만 톤을 목표로 하는 등 리튬 가치가 추가로 반영될 여지가 있어 성장세가 기대된다고 밝혔다. 투자의견은 ‘매수’, 목표가는 47만원을 유지했다. 전 거래일 종가는..."
2023.06.08.,"코스피 '네 마녀의 날', 외인 매도에 2,610대 턱걸이…외인 코스모신소재·두...","56억원↑), POSCO홀딩스(1,219억원, 10억원↓) 등이다.서울 외환시장에서 원/달러 환율은 전 거래일 종가보다 0.1원 내린 1,303.7원에 종가를 형성했다. 국내 증시는 7일(현지시간) 캐나다 중앙은행(BOC)의 '깜짝' 금리 인상에 투자자들의 긴축 우려가 다시금 부상, 차익 실현 매물이 출회된..."
2023.06.08.,[철강株 UP&DOWN] 한국주강 12.6% 상승…동일철강 11.5% 제이스코홀딩스 5.7%,"2% 등 - 철강 빅3 : 포스코(POSCO)홀딩스 0.1% 하락, 현대제철 0.9% 상승, 동국제강 보합 - 주간 상승률 : 한국주강 17.6%, 동일철강 17.0% , 화인베스틸 8.8% , 포스코(POSCO)홀딩스 7.5% 등 - 주간 하락률 : 유에스티 2.5%, 동일산업 2.2% , 한국주철관 1.6% , 아주스틸 1.3% 등 ◆ 주요 뉴스 [이슈해설] 中 철강수출 40..."
2023.06.08.,"포스코그룹, 공정거래 자율준수 프로그램 전 그룹사로 확대","포스코그룹(POSCO홀딩스)은 공정거래자율준수 프로그램(CP)을 모든 그룹사로 확대 시행하기로 했다고 8일 밝혔다. 이를 위해 ‘그룹CP활성화TFT(태스크포스팀)’를 꾸렸다. CP는 공정거래 관련 법규를 준수하기 위해 기업이 자체적으로 제정·운영하는 교육, 감독 등 내부 준법 시스템이다...."
2023.06.08.,"[시황종합]""금리인상 안 끝났다""…불안감에 코스피·코스닥 약세","NAVER(035420) -2.2%, LG에너지솔루션(373220) -2.15%, LG화학(051910) -1.21%, 삼성SDI(006400) -0.82%, 삼성전자(005930) -0.14%, 삼성바이오로직스(207940) -0.13%, POSCO홀딩스(005490) -0.13% 등은 하락했다. 코스닥은 전날 대비 4.59p(0.52%) 하락한 876.13를 가리키고 있다. 개인은 2567억원 순매수했다. 기관은 200억원..."
2023.06.08.,"광주·전남, 5월 '주식거래대금' 급감…'시총'은 증가","67%)등은 증가했으나▲위니아에이드(-60억원, -6.55%)▲박셀바이오(-53억원, -0.88%)등은 감소했다. 코스피 주요 거래종목으로는 POSCO홀딩스, 포스코퓨처엠 등에서 매수가 활발했고, POSCO홀딩스, 삼성전자 등에서 매도가 활발했다. 코스닥은 에코프로, 에코프로비엠 등이 매수 및 매도를 이끌었다."
