날짜,제목,내용
2023.06.05.,"네이버·KT, 정부 ‘초거대 AI 생태계 구축’ 사업 공급자 됐다","정부가 5일 초거대 인공지능(AI) 생태계 구축 사업 모델 공급자로 네이버, KT, 마음AI, 바이브컴퍼니를 선정했다. 이들 기업은 국내 기업·기관의... KT는 파라미터 2000억개 규모의 초거대 AI ‘믿음’을 통해 AI 챗봇과 정보 요약 서비스 등을 선보인다. 네이버와 KT의 AI 모델을 활용할 수요 기업으로 125곳..."
2023.06.05.,"KT스카이라이프, ‘사랑의 안테나’ 사연 공모","KT스카이라이프가 TV 시청이 필요한 복지시설과 취약 계층 시설에 UHD TV와 평생 무료시청권을 제공하는 ‘사랑의 안테나’ 국민사연공모를 시작한다.... ‘사랑의 안테나’는 KT스카이라이프의 대표적인 사회공헌 활동으로, 2015년부터 해마다 국민사연공모를 통해 우리 주변의 어려운 이웃을 지원하고 있다...."
2023.06.05.,"[데일리 IT 단신] KT, AI 코디니의 원하는 기능만 쓰는 '코딩 스페이스' 선봬...","뉴데일리 김병욱 기자 = ◆ KT, AI 코디니의 원하는 기능만 쓰는 '코딩 스페이스' 출시 KT가 AI 코디니의 기능 중 고객사가 원하는 기능만 선택해서 AI 코디니를 변경해 사용할 수 있는 코딩 스페이스를 선보인다고 밝혔다. KT ‘AI 코디니’는 AI 시대에 맞춰서 블록코딩부터 AI 모델링 기능까지 탑재한 AI 코딩..."
2023.06.05.,"구현모·박종욱 KT 이중 대표…""신임대표 선임 후 기존 이사진 전원 퇴임""","대표 공석으로 박종욱 직무대행 체제를 가동 중인 KT(030200)를 두고 이중 대표 문제가 불거졌다. 구현모 전 대표가 등기상 대표이사 자격을 유지하면서다. KT는 상법에 따라 신임 대표 선임 전까지 권리 의무가 유지된다는 입장이다. KT 제2노조인 새노조는 ""구현모 법적 대표이사와 박종욱 직무대행으로 이중화..."
2023.06.05.,[IT IS리포트] 토종 OTT 낭떠러지 코앞…일찌감치 손 턴 KT만 웃었다,일찌감치 플랫폼을 포기하고 콘텐츠에 승부를 건 KT만 웃고 있다. 적자 수렁 빠진 토종 OTT 4일 업계에 따르면 국내 대표 OTT인 웨이브와 티빙은 나란히... 이미 티빙은 SK텔레콤의 경쟁사인 KT와 손을 잡은 상태다. CJ ENM은 KT의 콘텐츠·미디어 사업을 이끄는 KT스튜디오지니에 작년 1000억원을 투자해 2대...
2023.06.05.,"[IT Wide+] SKT·KT, 지자체와 협력 강화","■ KT, 빅데이터로 안전한 지역축제 활성화 지원 KT는 AI와 빅데이터 기술을 활용해 성공적인 축제를 지원하는 문화축제 빅데이터 서비스를 출시했다고 밝혔다. 코로나19 종식 이후 여행 수요가 증가함에 따라 KT가 지역 축제 활성화를 지원하기 위해 새롭게 축제 전용 빅데이터 분석 서비스를 출시했다는..."
2023.06.05.,"KT, 군인 전용 5G 요금제 하반기 출시","KT가 호국보훈의 달을 맞아 5일 군인용 요금 할인 혜택 알리기에 나섰다. KT는 군 장병을 비롯한 이용자들의 요금제 수요를 파악 중이라며 하반기에 군인을 위한 새 5G 요금제를 출시하겠다고 밝혔다. 이날 KT에 따르면 KT는 자사 5G 요금제를 쓰는 현역 병사(육군, 공군, 해군, 의경, 해경, 의무소방 등)..."
2023.06.06.,"KT, 사외이사 후보 7인 공개 D-2…'3대 1' 경쟁 누가 낙점되나?",KT가 이르면 8일 사외이사 후보 7명의 명단을 공개한다. KT CEO직을 둘러싼 외풍에 네이버 카페 'KT주주모임'을 운영하며 목소리를 높였던 배창식 KT소액주주연대 대표가 예비후보자 명단에 포함된 가운데 '3대 1'의 경쟁을 뚫고 최종 후보는 누가 될지 업계의 관심이 쏠린다. 6일 업계에 따르면 KT는 7명의...
2023.06.06.,"[IS 부산] '고영표 QS+·이호연 결승타' KT, 3위 롯데 꺾고 3연승","KT 위즈가 고영표의 퀄리티스타트+(7이닝 이상 3자책 이하) 호투와 이호연의 결승타에 힘입어 3연승을 달렸다. KT 위즈는 6일 부산 사직구장에서 열린 2023 신한은행 SOL KBO리그 롯데 자이언츠와의 방문 경기에서 4-1로 승리, 3연승을 내달리며 공동 9위로 순위를 하나 끌어 올렸다. 선발 투수 고영표가 7이닝..."
2023.06.06.,[포토] 3연승 달린 KT,6일 부산 사직구장에서 열린 KT와 롯데의 경기. KT가 4대1로 승리하며 3연승을 달렸다. 선수들이 승리를 자축하고 있다. /2023.6.6
