날짜,제목,내용
2023.06.11.,삼성 주가 희비…전자·증권 '웃고' 바이오·생명 '울고',"그 외 삼성화재(17.22%)와 삼성전기(12.67%), 삼성카드(4.32%), 삼성에스디에스(4.14%) 등도 연초 대비 주가가 상승했다. 다만 삼성바이오로직스와 삼성생명, 삼성물산 주가는 뒷걸음질 쳤다. 특히 삼성바이오로직스 주가는 연초 82만7000원으로 시작해 이달 2일 78만5000원을 기록하며 5.07% 떨어졌다. 제한적인..."
2023.06.11.,[삼성그룹] 시가총액 한주간 시총 2조2490억원 증가...삼성중공업 주간 4.69%...,12%)▲9위 삼성엔지니어링 2만8650원(0.88%)▲10위 삼성에스디에스 12만6600원(0.88%)▲11위 삼성물산 11만200원(0.55%)▲12위 멀티캠퍼스 3만4700원(0.29%)▲13위 삼성전자 7만2000원(-0.28%)▲14위 삼성카드 3만원(-0.5%)▲15위 삼성전기 14만7200원(-1.41%)▲16위 호텔신라 7만6900원(-1.79%)
2023.06.12.,[삼성그룹 월간동향] 이달 시총 7조2620억 껑충...삼성중공업·삼성화재 강세,1위 삼성중공업 6470원(5.72%)▲2위 삼성화재 23만5000원(4.21%)▲3위 삼성생명 6만8000원(2.56%)▲4위 삼성SDI 73만5000원(2.37%)▲5위 제일기획 1만8730원(2.18%)▲6위 삼성바이오로직스 80만1000원(2.17%)▲7위 삼성에스디에스 12만6600원(1.85%)▲8위 삼성엔지니어링 2만8650원(1.24%)▲9위 삼성증권...
2023.06.13.,[삼성그룹] 시가총액 6조4510억원 감소...삼성중공업 0.93% 상승 '선방',54%)▲10위 삼성에스디에스 12만5900원(-0.55%)▲11위 멀티캠퍼스 3만4500원(-0.58%)▲12위 삼성바이오로직스 79만5000원(-0.75%)▲13위 삼성증권 3만6750원(-0.94%)▲14위 삼성엔지니어링 2만8300원(-1.22%)▲15위 삼성전자 7만1000원(-1.39%)▲16위 호텔신라 7만4100원(-3.64%)
2023.06.14.,[삼성그룹] 시가총액 4조7860억원 증가...삼성증권 1.5% 상승 '주목',1위 삼성증권 3만7300원(1.5%)▲2위 삼성전자 7만2000원(1.41%)▲3위 삼성전기 14만8600원(0.81%)▲4위 제일기획 1만8820원(0.75%)▲5위 삼성SDI 74만2000원(0.27%)▲6위 삼성에스디에스 12만6000원(0.08%)▲7위 에스원 5만4000원(-0.37%)▲8위 호텔신라 7만3800원(-0.4%)▲9위 삼성중공업 6500원(-0.46%)▲10위...
2023.06.15.,[삼성그룹] 시가총액 2조1369억원 감소...삼성중공업 1.08% 상승 '선방',67%)▲9위 제일기획 1만8690원(-0.69%)▲10위 삼성생명 6만6100원(-0.75%)▲11위 삼성에스디에스 12만5000원(-0.79%)▲12위 삼성전기 14만7300원(-0.87%)▲13위 삼성SDI 73만1000원(-1.48%)▲14위 삼성화재 22만3000원(-1.55%)▲15위 삼성엔지니어링 2만7650원(-1.78%)▲16위 멀티캠퍼스 3만3150원(-2.64%)
2023.06.16.,[삼성그룹] 시가총액 3조290억원 감소...삼성중공업 3.04% 상승 '주목',1위 삼성중공업 6770원(3.04%)▲2위 제일기획 1만8900원(1.12%)▲3위 삼성화재 22만5500원(1.12%)▲4위 삼성전기 14만8000원(0.48%)▲5위 삼성생명 6만6300원(0.3%)▲6위 에스원 5만3900원(0.19%)▲7위 삼성카드 2만9850원(-0.33%)▲8위 삼성에스디에스 12만4400원(-0.48%)▲9위 삼성SDI 72만7000원(-0.55...
2023.06.17.,[삼성그룹] 시가총액 1조8940억원 증가...에스원 2.04% 상승 '주목',3%)▲9위 삼성물산 10만7600원(0.09%)▲10위 삼성SDI 72만7000원(0%)▲10위 삼성카드 2만9850원(0%)▲12위 삼성에스디에스 12만4300원(-0.08%)▲13위 삼성바이오로직스 77만5000원(-0.39%)▲14위 제일기획 1만8780원(-0.63%)▲15위 삼성화재 22만4000원(-0.67%)▲16위 삼성증권 3만6350원(-0.68%)
2023.06.19.,[삼성그룹 월간동향] 6월중 시총 2조3250억원 증가...삼성중공업 이달 12.58%...,1위 삼성중공업 6890원(12.58%)▲2위 제일기획 1만8780원(2.45%)▲3위 삼성전기 14만9600원(1.42%)▲4위 에스원 5만5000원(1.29%)▲5위 삼성SDI 72만7000원(1.25%)▲6위 삼성전자 7만1800원(0.56%)▲7위 삼성생명 6만6500원(0.3%)▲8위 삼성에스디에스 12만4300원(0%)▲9위 삼성화재 22만4000원(-0.67%)▲10위...
2023.06.19.,[삼성그룹 주간동향] 한주간 시총 4조9300억원 감소...삼성중공업 한주간 강세,1위 삼성중공업 6890원(6.49%)▲2위 삼성전기 14만9600원(1.63%)▲3위 에스원 5만5000원(1.48%)▲4위 제일기획 1만8780원(0.27%)▲5위 삼성전자 7만1800원(-0.28%)▲6위 삼성카드 2만9850원(-0.5%)▲7위 삼성SDI 72만7000원(-1.09%)▲8위 삼성에스디에스 12만4300원(-1.82%)▲9위 삼성증권 3만6350원(-2.02...
2023.06.19.,"데이터센터, ""나도 AI(인공지능) 관련주"" -하이證","라이센스뉴스 = 김형식 기자 | 하이투자증권에서 19일 데이터센터 관련주도 AI(인공지능) 테마에 포함된다며 삼성에스디에스, 롯데정보통신, 케이아이엔엑스 등을 수혜주로 추천했다. 이상헌 하이투자증권 애널리스트는 이날 보고서에서 ""모든 클라우드, AI 등은 데이터센터로통한다""며 ""클라우드, AI..."
2023.06.20.,"""삼성에스디에스, 물류는 하향 정상화 불가피…IT서비스 이익 개선이 관건""","한화투자증권은 20일 삼성에스디에스에 대해 여전히 글로벌 경기 회복이 실적 개선의 선결 조건이지만, 신사업 확대를 위한 투자 시기가 마무리되고, 대외고객 향 MSP 신규 수주가 늘어나고 있다는 점은 긍정적이라고 전했다. 김소혜 한화투자증권 연구원은 ""삼성에스디에스의 2분기 매출액은 3조4500억원..."
2023.06.20.,"삼성에스디에스 , IT서비스 수익성 개선 주가 견인","한화투자증권은 삼성에스디에스가 신사업 확대를 위한 투자 시기가 마무리되고 대외고객 향 MSP 신규 수주가 늘어나고 있다며 투자 의견 매수와 모표 주가 17만 원을 제시했다. 김소혜 한화투자증권 연구원은 20일 ""여전히 글로벌 경기 회복이 실적 개선의 선결 조건이지만, 신사업 확대를 위한 투자..."
2023.06.20.,"[특징주] 삼성SDS, 2분기 실적 기대치 부합 전망에도 닷새째 하락",삼성에스디에스(삼성SDS)는 올해 2분기 실적이 시장 컨센서스에 부합할 전망에도 주가는 닷새째 하락세를 보이고 있습니다. 삼성SDS의 주가는 20일 오전 10시 30분 현재 전일보다 200원(0.16%) 내린 12만3700원에 거래되고 있습니다. 한화투자증권은 삼성SDS의 주가가 글로벌 경기 회복이 동사 실적 개선의...
2023.06.20.,[삼성그룹] 시가총액 4조9960억원 감소...삼성엔지니어링 1.63% 상승 '미소',1위 삼성엔지니어링 2만8000원(1.63%)▲2위 삼성카드 3만원(0.5%)▲3위 삼성물산 10만7800원(0.19%)▲4위 삼성증권 3만6400원(0.14%)▲5위 멀티캠퍼스 3만3150원(0%)▲6위 삼성바이오로직스 77만4000원(-0.13%)▲7위 에스원 5만4900원(-0.18%)▲8위 호텔신라 7만3200원(-0.27%)▲9위 삼성에스디에스...
2023.06.20.,"울산시, 울산청년혁신지도자(리더) 연수회 개최",오후 강연은 장용석 삼성에스디에스(SDS) 부장이 '스마트하게 일하는 방법'을 주제로 업무처리자동화(RPA)에 대한 설명과 실제 활용사례에 대해 알아보는 시간을 갖는다. '울산 청년혁신지도자(리더)(주니어보드)'는 근무 경력 10년 내외의 울산시 소속 엠지(MZ)세대 하급 실무자(7~9급)들로 지난 2021년 8월 최초...
2023.06.20.,"[투자주체 매매동향] 개인투자자, 2차전지 종목 집중 매수...외국인은 반도체...","20위 삼성에스디에스 22억원(2만주) [외국인] 유가증권시장 순매도 상위종목 1위 포스코퓨처엠 -336억원(-9만주), 2위 삼성SDI -324억원(-5만주), 3위 SK이노베이션 -250억원(-14만주), 4위 삼성바이오로직스 -206억원(-3만주), 5위 삼부토건 -198억원(-505만주), 6위 하이브 -196억원(-7만주), 7위..."
2023.06.22.,"삼성SDS, 삼성전자와 5277억원 규모 ITO 서비스 계약 체결",삼성에스디에스는 삼성전자와 2023년 Information Technology Outsourcing 서비스 계약을 체결했다고 지난 21일 공시했다. 계약 금액은 5277억원이다. 이는 최근 매출액 대비 3.06%에 해당한다. 계약 기간은 2023년 12월31일까지다.
2023.06.22.,[삼성그룹] 시가총액 6조9410억원 감소...멀티캠퍼스 3.59% 상승 '주목',1위 멀티캠퍼스 3만4650원(3.59%)▲2위 삼성화재 22만1500원(1.84%)▲3위 삼성엔지니어링 2만8050원(1.63%)▲4위 삼성생명 6만5400원(1.24%)▲5위 삼성증권 3만6250원(0.42%)▲6위 삼성에스디에스 12만4600원(0.32%)▲7위 삼성카드 2만9850원(-0.17%)▲8위 삼성물산 10만6200원(-0.84%)▲9위 삼성중공업...
2023.08.15.,[삼성그룹] 시가총액 3조5920억원 감소...호텔신라 2.02% 상승 '주목',"호텔신라 뒤를 이어 삼성에스디에스, 에스원 종목도 각각 1.55%, 0.54%씩 상승해 상승률 상위권에 이름을 올렸다. 한편, 삼성중공업 종목은 -4.59%를 기록해 삼성그룹 계열사 중 가장 부진한 흐름을 나타냈다. 지난 14일 삼성그룹 전체 계열사의 주가 등락률은 다음과 같다...."
2023.08.16.,[삼성그룹 월간동향] 8월 중 시총 10조8140억 감소...호텔신라 이달 20% 급등,"호텔신라 뒤를 이어 에스원, 삼성에스디에스 종목도 각각 8.59%, 7.01%씩 상승해 상승률 상위권에 이름을 올렸다. 한편, 삼성SDI 종목은 -8.27%를 기록해 삼성그룹 계열사 중 가장 부진한 흐름을 나타냈다. 지난 14일 삼성그룹 전체 계열사의 8월 1일부터 14일까지 기준 주가 등락률은..."
2023.08.16.,[신영목의 히든밸류 - 해설자들] 빅테크의 러브콜 AI랠리는 이제 시작이다,"(출연) 신영목 메리츠증권 광화문금융센터 이사 “ 빅테크의 러브콜, 미리보는 AI 랠리“ 신영목의 히든밸류 '삼성에스디에스' - 목표가 200,000원 / 손절가 130,000원 ※ 이 방송은 매일 오전 9시 50분 ~ 10시 50분에 LIVE로 시청하실 수 있습니다. 방송 종료 후에는 유튜브 또는 인터넷 다시보기로..."
2023.08.16.,[코스피 공매도비중 TOP 30] KT&G 공매도 거래비중 30.94%로 1위,"54%, 19위 한진칼 19.29%, 20위 금호타이어 19.25%, 21위 한국가스공사 18.96%, 22위 고려아연 18.8%, 23위 삼성생명 18.28%, 24위 신세계 18.2%, 25위 태광산업 18.12%, 26위 CJ제일제당 18.04%, 27위 삼성에스디에스 17.83%, 28위 한국금융지주 17.04%, 29위 에스엘 16.75%, 30위 BNK금융지주 16.7%,"
2023.08.16.,[포스코그룹 약세] 포스코DX 연관테마 '하락세' 로봇·무선충전·스마트그리드...,"TPC, 스맥 주가가 상승 거래되고 있으며, 삼성에스디에스, 트윔, 에스엠코어, 코닉오토메이션, 포스코DX, 신성이엔지, 삼익THK, 하이비젼시스템, 휴림로봇, 엠투아이, 엠아이큐브솔루션, 현대무벡스, 링크제니시스, 알에스오토메이션, 넥스턴바이오, 이삭엔지니어링, 에스피시스템스, 유일로보틱스..."
2023.08.17.,"삼성에스디에스, 오는 28일 기업설명회 개최","= 삼성에스디에스는 경영실적, 사업전략 설명을 위해 오는 28일 해외 기관투자자를 대상으로 기업설명회를 개최한다고 17일 공시했다."
2023.08.17.,[삼성그룹] 시가총액 4조6640억원 감소...제일기획 0.79% 상승 '주목',72%)▲10위 삼성에스디에스 13만5600원(-1.24%)▲11위 삼성SDI 60만1000원(-1.48%)▲12위 삼성바이오로직스 78만1000원(-1.64%)▲13위 삼성전기 14만4700원(-2.16%)▲14위 삼성엔지니어링 3만6350원(-2.55%)▲15위 삼성생명 6만7500원(-2.6%)▲16위 삼성중공업 8510원(-2.63%)▲17위 멀티캠퍼스 3만1100원(-4....
2023.08.17.,"IT서비스 빅2, 클라우드 실적 톡톡…CSP 끌고 MSP 밀고",17일 업계에 따르면 삼성SDS(삼성에스디에스)는 챗GPT 같은 생성형 AI(인공지능)를 SCP(삼성 클라우드 플랫폼) 위에서 구현할 수 있도록 준비 중이다. MSP사업의 비중이 근소하게 높은 상황에서도 미래 경쟁력을 위해 자체 클라우드 기술 개발에 주력하는 모습이다. 삼성SDS가 SCP를 강화하는 이유는 시장...
2023.08.17.,올여름 뜨는 테마주는…외국인·기관 순매수 상위 종목 '주목',기관 순매수 상위 종목은 ▲NAVER ▲대한항공 ▲S-Oil ▲리노공업 ▲호텔신라 ▲에코프로비엠 ▲루트로닉 ▲두산밥캣 ▲삼성에스디에스 ▲유한양행 순이다. 이어 현대백화점과 아모레퍼시픽이 순위권을 바짝 뒤쫓았다. 기관이 가장 많이 매수한 NAVER는 연결 기준 올해 2분기 영업이익이 전년동기 대비 10.9...
2023.08.18.,"[2023 ESG보고서 분석] IT·반도체 업종, 공시율 80%…女등기임원 선임 기업 ...","네이버, 카카오, SK텔레콤, 삼성에스디에스, KT, 넷마블, 현대오토에버 등 7개사는 2023년 지속가능경영보고서에 중대성평가를 포함하고 4개 이상 국제기준을 활용한 기업들로 조사됐다. 이들 기업은 ESG위원회를 설치·운영하고 있었으며, 여성 등기임원도 선임했다. (왼쪽부터) 네이버, 카카오..."
2023.08.18.,"삼성 준법위 ""전경련 재가입, 정경유착 시 즉시 탈퇴"" 권고","것을 방지하기 위해 만일 관계사가 한경협 가입을 결정하더라도 정경유착 행위가 있는 경우 즉시 탈퇴할 것을 권고했다""고 전했다. 한편 준법위는 현재 삼성전자을 비롯해 삼성물산, 삼성SDI, 삼성전기, 삼성에스디에스, 삼성생명 등 7개 주요 계열사에 대한 준법감시활동을 펼치고 있다. [백두원 마켓뉴스 기자]"
2023.08.18.,"삼성, 한경협 복귀 가능성↑..준법위 정격유착 발생시 탈퇴 권고","삼성 준법감시회는 위원장을 포함한 6인의 외부위원과 1인의 내부위원으로 구성돼 있으며, 삼성의 7개 주요 계열사 (삼성전자, 삼성물산, 삼성SDI, 삼성전기, 삼성에스디에스, 삼성생명보험, 삼성화재해상보험)에 대한 준법감시활동을 하고..."
2023.08.18.,[삼성그룹] 시가총액 2조2870억원 감소...삼성SDI 1.16% 상승 '주목',1위 삼성SDI 60만8000원(1.16%)▲2위 제일기획 1만9280원(0.52%)▲3위 삼성증권 3만6350원(0.28%)▲4위 멀티캠퍼스 3만1150원(0.16%)▲5위 삼성엔지니어링 3만6400원(0.14%)▲6위 삼성에스디에스 13만5700원(0.07%)▲7위 삼성FN리츠 5000원(0%)▲7위 삼성화재 24만9000원(0%)▲9위 삼성카드 2만9300원(-0.17...
2023.08.18.,"코스피, 2500선 무너지며 하락 출발…美 국채금리 상승 여파","크래프톤(259960), 카카오(035720), 삼성중공업(010140), 삼성에스디에스(018260) 등은 1%대 하락 중이다. 이와 달리 HMM(011200), 셀트리온(068270) 등은 6% 넘게 오르고 있다. 아모레퍼시픽(090430), 포스코인터내셔널(047050) 등은 1%대 상승 중이다."
2023.08.18.,"[데이터로 보는 증시]이수페타시스·한미반도체, 기관·외국인 코스피 순매수...","기관은 이수페타시스(007660)(125억원)을 가장 많이 순매수한 가운데 대덕전자(353200)(48억원), SK텔레콤(017670)(48억원), GS리테일(007070)(41억원), 삼성에스디에스(018260)(39억원), KT(030200)(36억원), 신한지주(36억원), 메리츠금융지주(34억원), 삼양식품(28억원), KB금융(28억원)등을 사고..."
2023.08.18.,[18일 투자주체 동향] 외국인 한미반도체 집중매수...주가 18% 급등 '눈길',"5위 삼성에스디에스 39억원(3만주), 6위 KT 36억원(11만주), 7위 신한지주 36억원(10만주), 8위 메리츠금융지주 34억원(7만주), 9위 삼양식품 28억원(2만주), 10위 KB금융 28억원(5만주), 11위 빙그레 27억원(5만주), 12위 SK스퀘어 25억원(6만주), 13위 효성중공업 25억원(1만주), 14위 해성디에스..."
2023.08.18.,"코스피, 미국 금리상승 부담과 기관매도에 2,500선 턱걸이…외인 셀트리온헬스...","◆ 기관 매수/매도 종목 기관 순매수 상위 종목은 이수페타시스(125억원), ISC(100억원), 에코프로비엠(96억원), 휴젤(83억원), 원익QnC(70억원), HPSP(64억원), 인텍플러스(55억원), 대덕전자(48억원), SK텔레콤(48억원), GS리테일(41억원), 메디톡스(40억원), 에스티아이(40억원), 삼성에스디에스(39억원)..."
2023.08.18.,[외국인 매도 종목] '얼마나팔길래' 포스코DX·센코 로봇 관련주'下' 맥신 관...,"코닉오토메이션 종목이 맥신 관련주로 알려지며 상한가를 기록, 넥스턴바이오, 트윔, 삼익THK, 스맥, 링크제니시스, 삼성에스디에스, 이삭엔지니어링 주가가 상승해 거래를 마쳤다. 반면 에스엠코어, 휴림로봇, 현대무벡스, 엠투아이, 에스피시스템스, 뉴로메카, 에스피지, 알에스오토메이션..."
2023.08.18.,코닉오토메이션 투자현황은? '초전도체 밀어내고 급등' 맥신 관련주 '강세',"코닉오토메이션 상한가를 선두로, 넥스턴바이오, 트윔, TPC, 삼익THK, 삼성에스디에스, 익삭엔지니어링, 휴림로봇 주가가 상승 거래되고 있다. 반면 에스엠코어, 링크제니시스, 현대무벡스, 스맥, 엠투아이, 뉴로메카, 유일로보틱스, 에스피지, 알에스오토메이션, 신성이엔지, 하이비젼시스템..."
