날짜,제목,내용
2023.06.02.,"'옛주인' HMM, 현대LNG해운 인수전 뛰어들었다",'본입찰 마감일' 2일 오후 입찰제안서 제출 국내 최대 액화천연가스(LNG) 수송 선사인 현대LNG해운 인수전에 '옛주인' HMM이 뛰어들었다. 2일 IB업계에 따르면 HMM은 본입찰 마지막 날인 이날 오후 4시께 현대LNG해운 매각 절차를 진행 중인 사모투자펀드(PEF) 운용사 IMM프라이빗에쿼티PE와...
2023.06.02.,"HMM, 현대LNG해운 인수전 참여...선원노련 ""해외매각 반대""",국내 최대 액화천연가스(LNG) 수송 선사인 현대LNG해운의 매각 절차가 진행 중인 가운데 ‘옛주인’ HMM이 본입찰에 참여하기로 했다. 해운업계와 선원단체는 해외매각 반대 목소리를 높이고 있어 매각 결과에 관심이 쏠린다. 2일 업계에 따르면 HMM은 지난 1일 이사회를 열고 현대LNG해운 본입찰에...
2023.06.02.,HMM tasked with preventing sale of Hyundai LNG to foreign firm,"By Park Jae-hyuk HMM, Korea's leading shipping company that is under the control of the state-run Korea Development Bank (KDB), decided... Hyundai LNG Shipping was formerly a business division of HMM, but it was sold to IMM during HMM's liquidity crisis in 2014. Although HMM..."
2023.06.02.,"HMM, 유럽·미주 노선 탄소 배출 '최우수' 등극…유럽 탄소 저감 '1위'",HMM이 유럽과 미주 노선에서 탄소 배출 저감 노력을 인정받으며 친환경 선사로의 위상을 강화하고 있다. HMM은 지난 2일 유럽과 미주 노선에서 탄소 배출을 가장 적게 한 선사로 선정되는 영광을 안았다고 밝혔다. '2022 클린 카고 온실가스 배출 실적 보고서'에 따르면 HMM은 지난해 아시아·유럽...
2023.06.02.,'전세사기 특별법' 시행…하루 새 피해 사례 800건 접수,옛 주인인 HMM이 국내 최대 LNG 수송 선사인 현대LNG해운 되찾기에 나섰다고요? [기자] 업계에 따르면 HMM은 어제 이사회를 열고 현대LNG해운 인수 본입찰에 참여하기로 결정했습니다. HMM 측에선 현대LNG해운의 매수 희망가를 3천억원대 초반으로 산정하고 있는 것으로 알려졌습니다. 다만 입찰 마감이 오늘(2일)...
2023.06.02.,SCFI 지수 2주 연속 상승..6주만에 1000선 회복,"51% 하락했다. 지중해 노선은 TEU당 1636달러로 13달러, 0.79% 떨어졌다. SCFI는 중국 상하이 수출 컨테이너 운송시장 15개 항로의 스팟 운임을 반영해 SSE가 집계하는 글로벌 운임지수다. SCFI는 HMM 등 국내 해운사들의 업황과 주가에도 직접적인 영향을 미친다."
2023.06.02.,"코스피, 외국인·기관 '대량 매수'에 1년만에 2,600 돌파…외인 삼성전자·LG...","168억원↑), HMM(3,758억원, 102억원↓), 셀트리온(3,217억원, 52억원↓), 카카오(3,170억원, 47억원↓), 카카오뱅크(3,135억원, 109억원↑), 아모레퍼시픽(3,088억원, 152억원↓), 엘앤에프(2,790억원, 203억원↑), 삼성바이오로직스(2,058억원, 18억원↓), 현대차(2,023억원, 14억원↑), 두산에너빌리티(1..."
2023.06.02.,"[공매도 TOP 10 종목] 코스피, 삼성전자 공매도 1위…팬오션-포스코인터내셔널...","이어 팬오션(39만5901주), 포스코인터내셔널(29만824주), DB하이텍(23만4972주), SK하이닉스(23만4949주), HMM(20만9396주), 포스코퓨처엠(18만915주), 메리츠금융지주(17만8787주), LG디스플레이(16만2261주), 기업은행(14만9076주) 순으로 뒤를 이었다. DB하이텍, 포스코퓨처엠, 메리츠금융지주, LG디스플레이..."
2023.06.03.,현대LNG해운 인수전에 '옛 주인' HMM도 참여,국내 최대 액화천연가스(LNG) 수송 선사인 현대LNG해운 인수전에 '옛 주인' HMM이 뛰어들었다. 3일 투자은행(IB)업계를 인용한 연합뉴스에 따르면 HMM은 본입찰 마지막 날인 전일 오후 4시께 현대LNG해운 매각 절차를 진행 중인 사모투자펀드(PEF) 운용사 IMM프라이빗에쿼티PE와 IMM인베스트먼트에...
2023.06.03.,"HMM, 유럽·미주 노선 탄소 배출 가장 적은 선사",HMM이 유럽과 미주 노선에서 탄소 배출을 가장 적게 한 선사로 꼽혔다. ‘2022 클린 카고(Clean Cargo) 온실가스 배출 실적 보고서’에 따르면 HMM은 지난해 아시아~유럽 노선에서 탄소를 가장 적게 배출한 선사에 선정됐다. 글로벌 선사들은 20피트 길이 컨테이너(TEU) 1개를 옮길 때 km당 39.58g의 탄소를...
2023.06.03.,[주간사모펀드] 큐로CC 매각 나선 큐캐피탈…대광건영 행보는?,"◆ HMM, 현대LNG해운 본입찰 참여 HMM이 국내 최대 액화 천연가스(LNG) 수송 선사 현대LNG해운 인수 본입찰에 뛰어든다. 업계에 따르면 HMM은 지난 1일 이사회를 열고 현대LNG해운 본입찰에 참여하기로 결정했다. 매수 희망가는 3000억 원대 초반으로 산정했다는 전언이다. PEF 운용사 IMM PE와 IMM인베스트먼트..."
2023.06.03.,"미래에셋증권, 6월 첫째주 SK바이오팜 등 55종목 매수 추천","HMM(011200) 투자 포인트 ▲높은 현금 보유량과 낮아진 단위 원가 ▲SCFI 운임 지수 역사적 저점 수준으로, 2022년 기점으로 운임 하락 속도 둔화. 하반기 전망 ▲1분기 대비 실적 개선 모멘텀 제한적일 전망 ▲벌크선 실적 호조는 당분간 이어지더라도, 컨테이너 운임 정상화 과정에서 실적 감익은..."
2023.06.03.,[코스피 공매도 잔고비중 TOP5] 롯데관광개발·후성·두산퓨얼셀·OCI홀딩스·...,"이밖에 공매도 잔고비중이 높은 종목은 HMM 3.96%, SK네트웍스 3.60%, SKC 3.47%, 롯데에너지머티리얼즈 3.29% 등으로 나타났다. 공매도 잔고 비중이 높은 주식은 상장 주식수 대비 빌려서 파는 주식의 비율이 높은 종목을 이른다. 공매도 잔고 비중이 높다는 의미는 주가가 하락세로 갈 확률이 높다고 볼..."
2023.06.04.,한 몸이던 HMM와 현대LNG해운 다시 합칠까 [시그널],국내 최대 액화천연가스(LNG) 수송 선사인 현대LNG해운이 '옛주인' HMM(011200)의 품에 안길 지 결과가 주목되고 있다. HMM은 과거 합병 시도에 이어 이번에는 해외 매각 반대 여론에 힘입어 본입찰 인수전에 뛰어들었지만 낮은 가격이 막판 변수로 떠올랐다. 4일 투자은행(IB)업계에 따르면 HMM은 1일...
2023.06.04.,실적 변화한 HMM 매각…걸림돌은,국내 인수합병(M&A) 시장의 최대 관심사인 HMM의 매각 작업이 정체된 분위기다. 경기침체로 인한 경영불안과 높은 몸값 때문에 선 듯 나서는 기업들이 없기 때문이다. 다만 최근 운임정상화로 실적이 부진해진 HMM이지만 국내 신용평가사들이 재무 안정성을 긍정적으로 평가하면서 매각작업이 다시...
2023.06.04.,"‘옛 주인’ HMM, 현대LNG해운 다시 품나…인수전 참여 검토","국내 대표 해운선사인 HMM이 국내 최대 액화천연가스(LNG) 수송 선사인 현대LNG해운 인수전에 뛰어든다. 2일 업계에 따르면, HMM은 이날 예정된 현대LNG해운 본입찰에 참여하기로 결정했다. 입찰 마감은 이날로, HMM은 아직 본입찰 제안서를 제출하지 않은 것으로 전해졌다. 매수 희망가은 3000억대..."
2023.06.04.,"[굿모닝! ESG 리포트] HMM, 유럽·미주 노선서 탄소배출 '최우수' 평가","HMM 오슬로호가 시운전을 하고 있다. [사진=HMM] ◆ HMM, 유럽·미주서 친환경 선박 입증 받아 화물운송 분야의 탄소 감축을 목표로 조직된 해운 분야 협의체 '클린카고'의 온실가스 배출 실적 보고서에 따르면 HMM은 지난해 아시아-유럽 구간에서 탄소를 가장 적게 배출한 선사로 선정됐다. 글로벌 선사..."
2023.06.04.,스마트십 원격 관리…운항 최적화로 탄소 배출 감축,HMM 선박종합상황실에서 직원들이 선박의 상황을 모니터링하고 있다. 사진=HMM 제공 “현재 중국에서 화물 하역이 지연되고 있네요. 한 번 보세요.” 지난 4월 14일 방문한 부산 HMM 오션서비스 선박종합상황실. 여러 스크린 위에 지도와 숫자들이 보였다. 변상수 HMM 오션서비스 해사디지털팀장이 가리킨 대로...
2023.06.04.,"""경영권 침해 심해서"" 대기업 90%가 안지키는 지배구조 개선 항목은","독립 감사부서 설치 기업도 10곳으로 동일했지만 롯데지주가 요건을 충족한 대신에, HMM이 미충족한 변화가 있었다. 전문가들은 두 항목에 대해서는 개선이 필요하다는 입장이다. 이준서 동국대학교 경영학과 교수는 “우리나라 재벌 기업의 여러 특수성을 고려하면 이사회 의장과 대표이사가 분리되는 것은..."
2023.06.05.,현대LNG해운 인수 나선 HMM…3000억원대 인수 가능할까?,HMM이 해외 매각 반대 여론에 힘입어 현대LNG해운 인수전에 뛰어들었다. 최근 컨테이너 운임이 큰 폭 하락한 만큼 HMM이 현대LNG해운을 인수할 수 있다면 포트폴리오 다각화에 긍정적으로 작용할 전망이다. 남은 변수는 HMM이 제시할 인수금액 3000억원을 IMM 컨소시엄이 받아들이느냐 여부다. IMM...
2023.06.05.,"HMM 김경배, 아쉬움 남긴 자사주 매입 타이밍",신저가 근방서 매수…반등 기대감 VS 반강제(?) 매매 김경배 HMM사장(사진)이 지난 1일 자사주식을 1억원 어치(5720주)사들인 것에 대해 주주와 시장... 눈길을 끄는 점은 최근 HMM의 실적과 주가를 감안하면 김 대표의 자사주매입 배경이 실제 회사사정에 기인했을 가능성이 있단 것이다. HMM이 올 1분기에 기록한...
2023.06.05.,KOSPI 200 Closing Price List-3,"KOSPI 200 Closing Price List-3 LOTTE CHEMICAL Corp 173,400 UP 5,400 HMM 17,910 UP 350 HYUNDAI WIA 62,000 UP 1,000 KumhoPetrochem 132,000 UP 4,000 Mobis 227,500 UP 4,500 HANWHA AEROSPACE 109,200 DN 1,600 S-1 54,100 UP 500 ZINUS 30,050 UP 600 Hanchem 234,500 DN 3,000 DWS 40..."
2023.06.05.,"몸집 불리기 성공한 구본준호 LX, 성장 잠재력은 '글쎄'","재계에서는 인수 후보로 매그나칩과 HMM이 거론되는 중이다. LX그룹 관계자는 ""3년 차에도 성장을 위해 최적의 사업 전략을 펼치고 있다. 공격적인 투자가 필요하다면 앞으로도 계속 추진할 계획""이라며 ""거론되고 있는 M&A와 관련해서는 현재 구체적으로 정해진 게 없다. 다양하게 서칭하는 단계로 봐달라..."
2023.06.05.,"[마감시황] 2차전지, 인프라, 조선, AI 등 강세","코스피에서는 POSCO홀딩스(+2.92%), 포스코퓨처엠(+1.6%), 현대모비스(+2.02%), LG전자(+3.33%), KB금융(+2.32%), 카카오뱅크(+1.51%), HD현대중공업(+6.3%), 삼성화재(+1.54%), 두산에너빌리티(+3.1%), HMM(+1.99%), S-Oil(+1.78%), 롯데케미칼(+3.21%), HD한국조선해양(+5.06%), SK아이이테크놀로지(+2.15..."
2023.06.05.,"기관이 코스피 '견인'...삼성전자 '하락', 車 · 2차전지주 '상승'","해운주에선 HMM(1.99%), 대한해운(2.48%), 팬오션(4.24%) 등이 올랐다. POSCO홀딩스(2.92%), 현대제철(1.79%), 세아제강(2.80%), KG스틸(1.86%) 등 철강주들이 상승했다. 건설주에선 삼성엔지니어링(3.35%), 현대건설(2.49%), GS건설(2.16%), 대우건설(1.99%) 등이 상승했다. 항공주 가운데 대한항공(1.38%), 한진칼(3.81..."
2023.06.05.,삼부토건 공매도 '3일 연속 증가' 거래량 3256건... 주가 '어깨춤 들썩들썩',"한편 이날 코스피 공매도 종목 순위는 삼성전자 61만6164건, 팬오션 39만5901건, 포스코인터내셔널 29만875건, SK하이닉스 23만5071건, DB하이텍 23만5071건, HMM 20만9409건, 포스코퓨처엠 18만1262건, 메리츠금융지주 17만8791건, LG디스플레이 16만2274건, 기업은행 14만9076건, 신한지주 13만4267건..."
2023.06.05.,"코스피, 기관 매수에 0.5% 상승 마감…외인 두산에너빌리티·LG에너지솔루션·...","338억원↑), HMM(3,435억원, 322억원↓), 엘앤에프(3,026억원, 237억원↑), 카카오(3,010억원, 160억원↓), 아모레퍼시픽(2,618억원, 470억원↓), 두산에너빌리티(2,139억원, 257억원↑), 삼성바이오로직스(2,075억원, 17억원↑), 현대차(2,024억원, 1억원↑), 크래프톤(1,765억원, 38억원↓), HLB(1,748억원..."
2023.06.05.,"[공매도 TOP 10 종목] 코스피, 팬오션 공매도 1위…삼성전자-HD현대인프라코어...","이어 삼성전자(48만8382주), HD현대인프라코어(30만7220주), 삼성중공업(27만6174주), 한화생명(21만7985주), DB하이텍(16만7578주), 우리금융지주(14만2317주), 대우조선해양(13만7976주), HMM(12만6716주), 포스코퓨처엠(12만714주) 순으로 뒤를 이었다. HD현대인프라코어, 삼성중공업, 한화생명, 우리금융지주..."
2023.06.06.,"마린웍스, 제13회 국제해양방위산업전서 전자식 해도대 소개 나선다... ""터치...","해운사(HMM, H-line 해운, 폴라리스 해운 등)에 800대 이상 공급해 국내시장에서 20% 이상 점유율을 기록하고 있다. 또한 주요 선급의 사이버보안 인증을 획득했다. 이러한 기반 기술을 바탕으로 HMM에 스마트십 솔루션, 선대관리서비스, 사이버 보안이 적용된 종합 선박 상황실을 구축했다...."
2023.06.06.,"정부 시인한 '세수펑크' 주범 법인세…'중간예납'도 먹구름, 왜","한국전력공사·포스코·HMM·LG디스플레이·현대제철도 같은 기간 영업이익이 1조 원 이상 줄었다. ‘중간예납’도 변수로 떠올랐다. 중간예납은 매년 8~10월 상반기 실적에 기반해 추정한 세액의 절반을 납부하고, 나머지를 이듬해 3~5월에 납부하는 방식이다. 기업의 납세 부담을 분산하고 재정 수입을..."
2023.06.07.,"몸값 무거워질텐데…현대LNG해운 인수전 뛰어든 HMM, 우려는",업황 부진한 컨선 외 매출 기대…적정가 인수는 '과제' HMM이 현대LNG해운 인수전에 뛰어든 가운데 딜 완수를 놓고 기대와 불안이 엇갈리고 있다. 향후 HMM의 사업 다각화에는 긍정적으로 작용할 수 있는 반면 몸값이 커지게 되는 점은 매물로 나와있는 HMM에게 매각 면에서 불리한 조건이 될 수 있어서다....
2023.06.07.,HMM 수입운송 선적 스케줄 확인…'쉽다' 신규기능 공개[중기소식],▲셀러노트가 운영하는 디지털 수입물류 포워딩 서비스 '쉽다'가 HMM의 수입운송 선적 스케줄 정보를 자사 웹사이트에서 확인할 수 있는 신규 기능을 공개했다. 새롭게 추가된 선적 스케줄 기능을 통해 수입기업은 기존 연동된 해운사 스케줄 외 HMM의 선적 스케줄과 쉽다가 제공하는 특별 운임을 즉각적으로...
2023.06.07.,"1/3토막난 HMM 주가...소액주주 ""헐값 매각하려고 주가 낮추나""",HMM 소액주주연대가 오는 9일 집회를 열고 김경배 HMM 사장에 대한 규탄에 나선다. HMM 주가가 고점 대비 3분의 1 토막나자 소액주주들은 경영진이 일부러 주가를 하락시킨 것 아니냐는 의혹을 제기했다. 7일 금융투자업계에 따르면 HMM 소액주주연대는 오는 9일 오전 서울 여의도 파크원 HMM 본사...
2023.06.07.,"""HMM에게 12척의 친환경 컨테이너선이 있습니다""","뉴스토마토 = 임유진 기자 | 현대차그룹, 포스코그룹 등 인수설이 무성한 HMM이 기업 가치 제고를 위해 '친환경' 도약에 주력하고 있습니다.... HMM, 2만4000TEU급 12척 운영 친환경 선박…넷제로 노력 7일 업계에 따르면 HMM은 2만4000TEU급 컨테이너선 12척을 운영하고 있습니다. HMM이 보유한 2만4000TEU급..."
2023.06.07.,外人태도 · 해상운임 '촉각'...HMM · 팬오션 등 '해운주 장중 급등',"7일 증시에서 HMM, 팬오션, 대한해운 등 해운주들의 주가가 장중 강세를 보이고 있다. 투자자들이 외국인들의 태도와 해상운임에 촉각을 세운 가운데 이 같은 흐름이 나타나고 있다. HMM이 현대LNG해운 본입찰에 참여하기로 결정한 점도 주목받고 있다. 한국거래소에 따르면 오전 10시 17분 현재 HMM은..."
2023.06.07.,디지털 수입물류 포워딩 '쉽다' 통해 HMM 스케줄도 확인한다,"이중원)가 HMM의 수입운송 선적 스케줄 정보를 확인할 수 있는 신규기능을 공개했다. 현재 셀러노트는 남성해운, ZIM 등과 연동 개발을 완료, 쉽다를 통해 해당 선사들의 수입운송 스케줄 정보를 확인할 수 있도록 하고 있다. 여기에 국적선사인 HMM이 추가됨으로써 쉽다의 국내 해운업계에서의 입지는 더욱..."
2023.06.07.,"HMM·대한해운, 상승에 급등…특히 HMM 3거래일 연속 상승에 6% 급등",대한해운 주가흐름(그래픽=네이버금융 캡처) HMM과 대한해운이 상승에 급등 중이다. 대한해운은 7일 코스피 시장에서 오후 2시9분 현재 전 거래일보다 2.05%(39원) 상승한 1938원에 거래되고 있다. HMM은 코스피 시장에서 전 거래일보다 6.09%(1090원) 높은 1만9000원에 거래되고 있다. HMM은 2일부터...
2023.06.07.,"[공매도 TOP 10 종목] 코스피, 팬오션 공매도 1위…기아-HMM-포스코인터내셔널...","이어 기아(41만6067주), HMM(32만6918주), 포스코인터내셔널(28만2365주), HD현대인프라코어(24만3986주), SK하이닉스(20만5557주), 삼성중공업(18만8308주), LG디스플레이(17만7893주), 휠라홀딩스(12만6900주), DB하이텍(12만1804주) 순으로 뒤를 이었다. 기아, 포스코인터내셔널, SK하이닉스, LG디스플레이..."
2023.06.07.,기관 매수에 코스피 강보합 마감…외인 LG에너지솔루션·포스코퓨처엠·삼성S...,"(137억원), HMM(126억원), 삼성물산(122억원), 루닛(121억원), 아프리카TV(105억원), 씨에스윈드(100억원), JYP엔터(89억원), 이오플로우(83억원), SK... (93억원), HMM(93억원), 두산에너빌리티(92억원), LG이노텍(85억원), 에스엠(78억원), 하나금융지주(75억원), 아프리카TV(72억원) 등이다.또한 기관 순매도..."
2023.06.07.,KOSPI 200 Closing Price List-3,"KOSPI 200 Closing Price List-3 HMM 19,100 UP 1,190 HYUNDAI WIA 59,700 DN 2,300 KumhoPetrochem 133,700 UP 1,700 Mobis 219,500 DN 8,000 HANWHA AEROSPACE 107,800 DN 1,400 S-1 53,900 DN 200 ZINUS 29,800 DN 250 Hanchem 232,500 DN 2,000 DWS 40,900 UP 50 KEPCO 19,290 DN 270..."
2023.06.08.,"[동영상] HMM, 의무공개매수제도 수혜 받나?",HMM은 매각시 의무공개매수제도가 시행되면 수혜를 받을 것이라는 기대감에 주가가 나흘째 상승세를 보이고 있습니다. 최대주주인 한국산업은행은 HMM의 매각을 추진중에 있습니다. HMM의 6월 8일 주가는 전일보다 510원(2.67%) 오른 1만9610원에 장을 마쳤습니다. 이날 거래량은 439만여주로 전일보다 2...
2023.06.08.,"HMM 미국 항만노조 태업에 운임 반등 반가워, 김경배 수익성 방어 한숨 돌려",김경배 HMM 대표이사 사장이 해운 운임 반등에 수익성 하락을 방어하는 데 한숨 돌릴 수 있을 것으로 보인다. 미국 서부지역 항만 일부가 마비돼 이 지역을 오가는 컨테이너선 운임이 급등하고 있다. 해당 노선을 주력으로 삼고 있는 HMM실적에도 단기적으로 도움이 될 것으로 예상된다. 미국 서부지역...
2023.06.08.,"HMM, 공매도 거래량 '20만건 가량 증가' ... 주가 '꽃길만 걸어요'",HMM 공매도 거래량이 전거래일 보다 20만202건 증가했다. HMM 공매도 거래량이 전거래일 보다 20만202건 증가했다. 지난 7일 한국거래소에 따르면 HMM 공매도 거래량은 32만6918건으로 나타났다. 이날 HMM 주가는 전거래일 대비 6.64% 오른 1만9100원에 장을 마감했다. HMM 공매도는 지난 2일...
2023.06.08.,"해진공, HMM에 지원금 펑펑...업계 ""누굴 위한 공적자금인가?""",7일 공공기관 경영정보 공개시스템 알리오에 따르면 2017년부터 현재까지 해진공이 HMM과 거래한 금액은 7223억8700만원에 달한다. 이는 전체 거래 금액 중 33.4%에 달하는 수치다. HMM에 출자한 자금의 원금 상환 금액이 5000억원을 넘어서며 현금 배당금만 586억원이다. 이 밖에 유가증권 이자수익 등을 통해...
2023.06.08.,"HMM, 소액주주연대 내일 집회서 헐값 매각 인위적 주가 조작 규탄 예정에 주가...",HMM 주가가 상승했다. 소액주주연대가 9일 집회를 열고 김경배 사장에 대한 규탄에 나선다. HMM 주가가 고점 대비 3분의 1 토막나자 소액주주들은 경영진이 일부러 주가를 하락시킨 것 아니냐는 의혹을 제기했다. 이들은 HMM 시가총액이 8조원대로 보유현금(14조원)에도 못 미친다며 경영진이 헐값에...
2023.06.08.,"HMM·대한해운, 엇갈리는 주가…특히 HMM 4거래일 연속 상승 행진",대한해운 주가흐름(그래픽=네이버금융 캡처) HMM과 대한해운의 희비가 엇갈리고 있다. 대한해운은 8일 코스피 시장에서 오후 1시51분 현재 전 거래일보다 1.28%(25원) 하락한 1926원에 거래되고 있다. HMM은 코스피 시장에서 전 거래일보다 2.36%(450원) 높은 1만9550원에 거래되고 있다. HMM은 2일부터...
2023.06.08.,"[더벨][현대LNG해운 인수전]HMM이 제시한 3000억, 인수금융도 손실 난다","HMM이 예상보다 낮은 인수가를 제시하면서 현대LNG해운 매각 측의 고심도 깊어지고 있다. 제시된 인수가로는 최대주주인 IMM컨소시엄이 에퀴티... 7일 투자업계에 따르면 현대LNG해운 본입찰에는 HMM과 해외 원매자 3곳을 포함, 총 4곳이 참여한 상태다. 이중 유일한 국내 원매자인 HMM은 3000억원 초반대..."
2023.06.08.,M&A 때 같은 가격에 사줘야 하는 ‘의무공개매수’ 도입 초읽기... 대상 기업...,"(KAI), HMM 등 4개사다. 양근모 오르비스 투자자문 대표는 “의무공개매수 제도가 시행되기 전에 M&A(매각)를 서두르려는 움직임이 예상된다”라며 “혹은... 한국수출입은행이 최대주주(지분율 26.41%)로 있는 한국항공우주(KAI), 한국산업은행이 최대주주(지분율 20.69%)인 HMM 등이다. 다만 KAI나 HMM 등 국책은행이..."
2023.06.08.,"해운업계, 운임 하락 '2분기 실적' 먹구름","8일 금융정보 제공업체 에프앤가이드에 따르면 HMM의 2분기 매출액은 전년 동기 대비 57.1% 감소한 2조1576억원, 영업이익은 91.3% 급감한 2566억원을... 특히, HMM은 매출 1위인 미주 노선 장기계약 운임이 올해 대폭 낮아졌을 가능성이 높다. HMM의 미주 노선은 지난해 컨테이너 매출의 43.4%를 차지하는 1등..."
2023.06.08.,"[공매도 TOP 10 종목] 코스피, 팬오션 공매도 1위…삼성중공업-포스코인터내셔...","이어 삼성중공업(81만6560주), 포스코인터내셔널(70만89주), HMM(67만4259주), SK하이닉스(46만6334주), 메리츠금융지주(41만9011주), 삼성전자(37만3335주), HD현대인프라코어(31만5446주), 카카오뱅크(25만5736주), 카카오(22만323주) 순으로 뒤를 이었다. 메리츠금융지주, 삼성전자, HD현대인프라코어, 카카오뱅크..."
2023.06.09.,"HMM 소액주주 ""김경배 사장, 2.7조 영구채 갚아라""",HMM 소액주주연대가 9일 집회를 열고 김경배 HMM 사장에 대한 퇴진을 촉구했다. 영구채를 전량 상환해 주가 불확실성을 해소하라는 요구도 이어졌다. HMM 소액주주연대는 이날 오전 서울 여의도 파크원 HMM 본사 앞에서 정의정 한국주식투자자연합회 대표를 주축으로 집회를 개최했다. 참석자들은...
2023.06.09.,바닥 기던 해운주…해상 운임 반등하자 '꿈틀',HMM도 11.67% 상승하며 2만원대를 바라보고 있다. 기관 투자자가 이 종목들의 주식을 집중적으로 사들였다. 이번 주 3거래일간 기관은 팬오션을 250억원 순매수했다. HMM은 193억원의 매수우위를 나타냈다. 특히 HMM은 외국인도 151억원 매수하며 상승세에 힘을 보탰다. 이들이 해운주를 사들이는 배경엔...
