날짜,제목,내용
2023.06.02.,‘건조기 과장광고’ 1심 일부 패소...LG전자 “재심 받아볼것”,"‘콘덴서 자동세척 기능’ 과장광고 구매자 324명 손해배상소송 나서 법원, 원고 324명 중 193명 인용 “제품 1대당 20만원씩 배상” 판결 LG “제품결함 아닌 광고 문제” 주장 LG전자가 자사 의류건조기 구매자 324명이 회사를 상대로 제기한 손해배상소송에서 건조기 1대당 각 20만원의 배상금을 지급하란..."
2023.06.02.,"LG전자, 역대 최대 실적 전망…목표가 16.5만원-하이","하이투자증권은 2일 LG전자(066570)에 대해 올해 역대 최대 실적을 낼 것으로 전망하며 투자의견 ‘매수’와 함께 목표가 16만 5000원을 제시했다. 전일 종가는 12만 3000원이다. 고의영 하이투자증권 연구원은 2일 보고서를 통해 “현 주가는 12개월 선행 주가순자산비율은 1.0배로, 역사적 저점..."
2023.06.02.,"'AA급' LG전자, 2년 만에 15년물 발행…초장기물 재개한 까닭은","LG전자가 2년 만에 15년물 채권 조달을 재개했다. 기준금리 상승으로 예년보다 이자 부담이 커졌지만, 채권 시장 안정으로 수요가 회복되면서 장기채 발행에 나선 것이다. 1일 투자은행(IB) 업계에 따르면 LG전자는 지난달 31일 15년물 사모채 1300억원을 발행했다. LG전자가 15년물 이상 장기채를 발행한..."
2023.06.02.,"LG전자, '전장' 날개 달고 체질개선 성공...시총 20兆 돌파","LG전자가 가전 중심의 B2C(기업·소비자간 거래) 기업에서 전장사업 확대에 힘입어 B2B(기업간 거래) 기업으로 변모해 가고 있다. 업계에서는 LG전자가 체질 개선에 성공했다는 평가가 나온다. LG전자는 전장사업의 호조로 인해 주가가 지난달 30일부터 12만원을 훌쩍 넘어섰고, 시가총액은 지난해 4월 이후..."
2023.06.02.,"LG전자, 동급 최고 제습 성능 갖춘 2023년형 휘센 듀얼 인버터 제습기 출시 外","LG전자가 동급 최강의 제습 성능은 물론 오브제컬렉션 컬러로 디자인 감각을 더한 2023년형 '휘센 듀얼 인버터 제습기'를 1일 출시한다. 신제품은 차별화된 핵심부품 '듀얼 인버터 컴프레서'를 탑재해 강력한 제습 성능을 갖췄다. (사진 = LG전자) LG전자, 동급 최고 제습 성능 갖춘 2023년형 휘센 듀얼..."
2023.06.02.,"LG전자, 아웃도어 이동식 스크린 'LG 스탠바이미 Go' 출시","LG전자(대표이사 조주완·배두용)은 이동식 스크린 'LG 스탠바이미(StanbyME) Go'(모델명 27LX5)를 7일 출시한다. LG전자 '스탠바이미 Go' (자료=LG전자) 27형 터치 스크린을 가진 LG 스탠바이미 Go는 기존에 출시된 실내용 제품 'LG 스탠바이미'와 달리 야외에서 사용할 수 있는 것이 특징으로, 미국..."
2023.06.02.,"LG전자 전장용 첨단반도체 개발 속도, 삼성전자 TSMC 어디에 생산 맡길까",LG전자가 전장용 첨단반도체 설계 기술의 내재화에 속도를 내면서 파운드리(시스템반도체 위탁생산) 업체로 삼성전자와 TSMC 가운데 어디와 협력을 할지 관심이 모인다. LG전자가 전장(자동차 전자장비)사업 확장에 맞춰 전장용 첨단반도체 설계 기술의 내재화에도 속도를 내고 있다. LG전자는 과거...
2023.06.02.,"LG전자, 안정적인 실적 기조 속 신사업 추진 '박차'",LG전자 연구원이 하이비차저 충전기로 전기차를 충전하는 모습을 시연하고 있다. 컨슈머타임스=김윤호 기자 | LG전자(대표이사 조주완·배두용)가 최근 전기차 충전 솔루션 사업을 본격적으로 전개하는 한편 뷰티 사업을 확장하며 활동 무대를 빠르게 넓혀가고 있다. 주력 사업인 '가전·전장(자동차 전기...
2023.06.03.,이번엔 집 짓는 LG전자…'스마트 코티지' 뭐길래,"이투데이=이다솜 기자 | 주거 변화 맞춰 소형 모듈러 주택 사업화 속도 LG전자 기술ㆍ제품 한 데 묶은 집으로 제작 국내서도 커지는 시장…5년 뒤 3조 원 규모 신사업을 개척 중인 LG전자가 이번엔 집을 짓는다. LG전자의 가전과 에너지ㆍ공조 기술, 스마트홈 플랫폼 등 혁신 기술을 한데 모은 '스마트 코티지'가..."
2023.06.03.,"영광전자, LG전자 데스크탑 13세대 신제품 출시기념 이벤트","LG전자 인증점 영광전자가 13세대 LG 데스크탑 출시를 기념해 6월 한 달 동안 사은품 5종과 RAM 무상 업그레이드 이벤트를 진행한다. 영광전자는 LG전자 13세대 데스크탑(B81KV-AX3509) 구매고객에게 RAM을 8GB에서 16GB로 무상 업그레이드하고, 사은품 5종 ▲우든 모니터 받침대 ▲위글위글 마우스패드..."
2023.06.03.,"중동 공략 가속' LG전자, 오만 블루레이크와 공조 솔루션 협력","오만 HAVC 시장 진출…유통 파트너십 체결 시스템 에어컨 '멀티브이' 시리즈 판매 가속화 LG전자가 오만 HVAC(난방·환기·공조) 솔루션 전문 유통사와 손을 잡는다. 맞춤형 프리미엄 공조시스템을 제공, 중동 시장 공략을 가속화한다. 3일 LG전자에 따르면 걸프법인은 최근 블루레이크 테크놀로지(Blue Lake..."
2023.06.03.,주간 코스피 기관 순매수도 상위 10종목...SK이노베이션-LG전자-포스코퓨처엠,"▲지난 한 주(2023-05-29~2023-06-0) 코스피 시장에서 기관은 SK이노베이션, LG전자, 포스코퓨처엠을 집중 매수했다. © 연합뉴스. 지난 한 주(2023-05-29~2023-06-0) 코스피 시장에서 기관은 SK이노베이션, LG전자, 포스코퓨처엠을 집중 매수했다. 반면, SK하이닉스, 삼성전자, 현대차를 집중 매도했다."
2023.06.03.,"UNIST-LG전자, 산학협력센터 설립한다","울산과학기술원(UNIST)은 LG전자와 협약을 맺고 산학협력센터를 설립하기로 했다고 2일 밝혔다. 양측은 이날 UNIST에서 산학협력 증진 업무 협약을 체결했다. 협약에서 양측은 산학협력센터 설립에 합의했다. 센터는 현재 UNIST와 LG전자가 공동 운영 중인 연구 개발, 인재 양성 프로그램 등을 총괄하는..."
2023.06.03.,"LG전자, 동급 최고 제습 성능 갖춘 2023년형 휘센 듀얼 인버터 제습기 출시",LG전자가 동급 최강의 제습 성능은 물론 오브제컬렉션 컬러로 디자인 감각을 더한 2023년형 '휘센 듀얼 인버터 제습기'를 1일 출시했다. 신제품은 휘센 제습기만의 차별화된 핵심부품 '듀얼 인버터 컴프레서'를 탑재해 강력한 제습 성능을 갖췄다. 듀얼 인버터 컴프레서는 냉매를 압축하는 실린더가 2개여서...
2023.06.03.,"현대차 노조, ""40년 근속자에 금메달 달라"" 外[금주의 산업계 이슈]","전 세계적인 TV 불황기를 맞아 중저가 제품을 내세워 프리미엄 제품이 주력인 삼성전자, LG전자 등 한국 업체들을 빠르게 추격하는 모습이다. 시장조사업체 옴디아에 따르면 올 1분기 중국 TV 3사의 출하 점유율은 29.6%를 기록했다. 같은 분기 기준 역대 최고치로, 전년 25.7% 대비 3.9%p 증가한 것이다. 같은..."
2023.06.03.,"[초점] ""1위 자랑할 때 아냐""…中 공세에 위협 받는 韓 TV","삼성전자, LG전자 등 국내 TV 업체들이 글로벌 시장에서 우위를 차지하고 있지만 마냥 웃을 수 없는 처지가 됐다. TCL, 하이센스 등 중국 업체들이 저가 공세를 펼치며 최근 빠른 속도로 점유율을 빼앗아 가고 있어서다. 3일 글로벌 시장조사기관 옴디아가 발표한 올해 1분기 글로벌 TV 시장 데이터에..."
2023.06.03.,"""韓드라마 볼래"" 도둑시청 되는 TV 찾더니…중국서 뜻밖의 효과[중대한說]","현지점유율 1%지만…'1억원 이상' 프리미엄 TV로 시장 공략 나서는 삼성·LG 시장 규모가 지속 확대되면 삼성전자·LG전자 등 국내 스마트 TV에도 새 기회가 될 전망이다. 국내 양대 제조사의 중국 TV 시장 점유율은 1% 안팎에 불과하다. 하이엔스와 TCL, 촹웨이(스카이워스), 샤오미 등 주요 브랜드가 90..."
2023.06.03.,부산 엑스포 유치 위해 ‘K-오페라’ 월드투어 나선 솔오페라단,이날 공연장 입구에서는 공연 메인후원사인 (주)LG와 LG전자가 마련한 대형 LED TV로 부산 엑스포 유치 홍보영상이 상영돼 관객들의 눈길을 끌었다. 이날 공연은 서곡과 정민근 무용단의 화려한 춤사위로 문을 열었다. 한국 무용을 처음 접한 관객들은 연신 탄성을 자아냈다. 1부에선 춘향전으로 동양의 미를...
2023.06.04.,"LG전자, 네덜란드 프리미엄 가구 브랜드서 오브제컬렉션 판매","LG전자가 네덜란드 프리미엄 가구 브랜드인 모오이 매장에 LG 올레드 오브제컬렉션을 판매한다고 4일 밝혔다. LG전자는 미국, 영국, 네덜란드, 스웨덴 등에 위치한 프리미엄 가구 브랜드 모오이(Moooi) 매장에서 LG 올레드 오브제컬렉션 포제(Posé)의 진열을 확대하고 있다. 고객들은 설치 고정관념을 깨는..."
2023.06.04.,LG전자가 만드는 집…'스마트코티지' 진짜 뜰까?,"""50대 이후라면 누구나 꿈꾸는 것이 세컨드하우스인데, 서울에서 그런 공간을 찾기가 쉽지 않고 구입 비용도 만만치 않아 LG 스마트코티지가 좋은 대안인 것 같아요.""(LG전자 고객 A씨) ""새로운 공간에서 일하면 아이디어도 많이 떠오르고 생각도 정리하기 좋아요. 스마트코티지가 더 많이 생겼으면..."
2023.06.04.,"""이 철강 쓰시면 탄소저감 인정""…포스코 신제품 첫 손님은 LG전자",그리닛의 첫 고객사는 LG전자(066570)다. LG전자는 건조기 부품 소재로 사용되는 철강 제품 200톤을 주문했으며 향후 생활가전에 탄소 저감 철강재를 확대 적용하는 방안을 검토 중이다. 삼성전자(005930)도 프리미엄 오븐 제품에 그리닛 제품을 우선 적용하는 것을 검토하고 있다. 포스코는 기존 고로...
2023.06.04.,"LG전자, 유럽 가구매장 '모오이'서 프리미엄 TV 판매",LG전자는 네덜란드 프리미엄 가구 브랜드 ‘모오이’ 매장에 LG 올레드 오브제컬렉션 포제의 진열을 확대했다고 4일 밝혔다. 가전 매장뿐만 아니라 가구 매장에서도 LG 올레드 오브제컬렉션을 선보여 고객들에 라이프스타일 경험을 제공하겠다는 것이다. LG전자가 프리미엄 가구 브랜드 모오이 매장에 ‘LG...
2023.06.04.,"LG전자, 美 컨슈머리포트 선정 '에너지효율 가장 높은 냉장고'",LG전자가 미국 유력 소비자매체 컨슈머리포트가 꼽은 '에너지 효율이 가장 높은 냉장고'에 이름을 올렸다. 4일 업계에 따르면 컨슈머리포트가 최근 발표한 '최고의 에너지 고효율 냉장고' 평가에서 LG전자 상냉장·하냉동 냉장고가 1위를 차지했다. 컨슈머리포트는 이번 평가에서 냉장고의 에너지 효율과 함께...
2023.06.04.,"‘전장’사업만 10조 가치?...LG전자, 시총 20조 돌파",자동차 전장 사업 가치가 주목받으며 LG전자 시가총액이 20조원을 돌파했다. 미국 등 전기차 시장이 급성장하면서 LG전자의 전장사업부 가치만 10조원에 달할 것이라는 전망이 나온다. 한국거래소에 따르면 LG전자 주가는 지난 5월 30일 하루에만 11%가량 오르는 등 최근 시총은 20조원을 웃돈다. 올 들어...
2023.06.04.,"포스코, ‘탄소 저감 브랜드 제품’ 출시···LG전자 첫 구매","새 탄소 저감 브랜드 제품의 첫 고객은 LG전자다. LG전자는 건조기 부품 소재로 쓰이는 철강 제품 200t을 주문했으며, 향후 생활가전 제품에 탄소 저감 철강재 적용 확대를 적극 검토할 예정이다. 삼성전자도 프리미엄 오븐 제품에 이 제품을 우선 적용하는 것을 검토 중이다. 포스코는 최근 삼성전자와 업계..."
2023.06.04.,"삼성전자 노트북·LG 냉장고, 美 컨슈머리포트서 호평",삼성전자의 노트북 ‘갤럭시 북 시리즈’와 LG전자의 냉장고가 미국 소비자매체 컨슈머리포트에서 호평을 받았다. ‘갤럭시 북3 시리즈’ 제품 사진. 삼성전자 제공 4일 정보통신기술(ICT) 업계에 따르면 삼성전자 프리미엄 랩톱 갤럭시 북 시리즈가 미국 컨슈머리포트가 꼽은 ‘올해 최고의 랩톱’ 4개...
2023.06.04.,"UNIST · LG전자, 산학협력센터 설립 '맞손'","UNIST와 LG전자가 산학협력센터 설립을 합의, 다시 한번 손을 잡았다. UNIST는 LG전자와 산학협력에 관한 협약을 체결했다고 4일 밝혔다. 이번 협약으로 양 기관은 공동연구, 인적 자원 육성 분야 등에서 협력을 한 층 더 강화하게 됐다. UNIST는 앞선 2020년 LG전자와 산학협력 협약을 체결해 연구개발, 인재..."
2023.06.04.,"""위메프 LG전자"" 등 캐시워크 돈버는 퀴즈 정답은?","코너에서는 LG전자 OOO 20L블루 상품을 기존 520,000 원을 ->419,900원에 할인된 가격으로 만나볼 수 있습니다. 과연 OOO에 들어갈 말은 무엇일까요?""다. 정답은 '제습기'다. ""소휘 스테디자임 효소""관련 문제는 ""아내가 또 사달라고 하더라구요! 39초에 1개씩 팔리는 소휘 효소 지금 만나보세요. 지금 몸에서 효소가..."
2023.06.05.,"LG전자, RE100 가입…재생에너지 전환·탄소중립 '잰걸음'",LG전자가 2050년까지 국내·외 전 사업장의 사용 전력 100%를 재생에너지로 충당하는 계획을 확정해 RE100(Renewable Energy 100) 이니셔티브 가입을 완료했다고 5일 밝혔다. 이로써 LG전자는 기업 시민으로서 지구촌 이슈인 기후위기 극복에 책임을 다하고 사업의 지속가능한 경쟁력도 한층 강화한다....
2023.06.05.,"LG전자, RE100 가입…""2050년까지 재생에너지 100% 전환""",2025년 완공 목표로 창원 LG스마트파크에 태양광 발전소 구축 美타임스스퀘어 등서 플라스틱 절감 캠페인 영상…중소형 폐가전 수거 캠페인도 LG전자가 2050년까지 국내외 사업장의 사용 전력 100%를 재생에너지로 충당하는 RE100(Renewable Energy 100) 이니셔티브에 가입했다고 5일 밝혔다. 이를 계기로...
2023.06.05.,"LG전자, RE100 가입 완료",LG전자는 2050년까지 국내·외 전 사업장의 사용 전력 100%를 재생에너지로 충당하는 계획을 확정해 ‘RE100(재생에너지 전기 100%)’ 이니셔티브 가입을 완료했다고 5일 밝혔다. 이로써 LG전자는 기업 시민으로서 지구촌 이슈인 기후위기 극복에 책임을 다하고 사업의 지속가능한 경쟁력도 한층 강화한다....
2023.06.05.,"‘애플의 시간’ 오나…LG전자, 52주 신고가 [투자360]",LG전자의 펀더멘털(기초여건)에 대한 증권가의 호평이 제기되는 가운데 5일 주가가 장중 52주 신고가를 기록했다. 전장 사업이 재평가 받고 있는 LG전자는 향후 애플과의 협업 가능성이 고조되고 있는 것도 주가에 영향을 받고 있는 분석이다. 이날 유가증권시장에서 LG전자는 전 거래일보다 3.33% 오른...
2023.06.05.,LG전자 ‘RE100’ 가입…“자체 태양광발전소 구축”,"2030년 60%, 2040년 90%, 2050년 100% 창원 사업장 태양광 구축 “축구장 3개 면적” 탄소중립도 박차…스코프2 절감 효과 기대 ‘세계 환경의 날’ 세계 곳곳 캠페인 개최도 LG전자가 2050년까지 국내외 전 사업장의 사용 전력 100%를 재생에너지로 충당하는 계획을 확정하며 자발적 캠페인인 RE100(재생에너지..."
2023.06.05.,"LG전자 노사, 창원 주남저수지서 '환경 정화 활동'","핵심요약 6월 5일 세계 환경의 날 맞아 '플로깅', 'EM흙공 던지기' 활동 실시 LG전자가 세계 환경의 날을 맞아 창원지역 대표습지인 주남저수지에서 환경 정화 활동을 실시했다. 창원LG스마트파크 임직원으로 구성된 프렌즈봉사단과 LG전자 노동조합 창원 1,2지부 70여 명은 5일 경남 창원시..."
2023.06.05.,"""15만원 가자"" 미운오리 LG전자, 5개월만에 49% 상승 '축포'","LG전자 주가가 52주 신고가를 경신하며 질주하고 있다. 전장사업부(자동차의 전장부품)의 가치가 재평가받으며 증권가에서는 ""10년 저평가에서 벗어날 때""라는 분석이 나온다. 5일 오전 11시23분 현재 코스피 시장에서 LG전자는 전일대비 5000원(4.06%) 오른 12만8200원에 거래 중이다. 장중 12만8900원의 52주..."
2023.06.05.,"LG전자, ‘프리즈서울’ 공식 헤드라인 파트너됐다… 전자업계 최초",LG전자가 오는 9월 열리는 아트페어 ‘프리즈 서울’에 공식 헤드라인 파트너로 참가한다. 전자업체가 프리즈 아트페어에서 공식적인 헤드라인 파트너가 된 것은 LG전자가 처음이다. 5일 업계에 따르면 LG전자는 2021년부터 프리즈 아트페어의 글로벌 파트너로 활동해 왔다. 지난해 프리즈 서울에서는...
2023.06.05.,"LG전자, RE100 가입완료","LG전자는 2050년까지 국내·외 전 사업장의 사용 전력 100%를 재생에너지로 충당하는 계획을 확정해 RE100(Renewable Energy 100) 이니셔티브 가입을 완료했다고 5일 밝혔다. RE100은 기업활동에 필요한 모든 전력을 태양광, 풍력 등의 재생에너지로 전환하는 목표를 내세운 자발적 캠페인으로..."
2023.06.05.,"LG전자 ‘RE100’ 가입···""2050년 재생에너지만 사용""","LG전자가 RE100(Renewable Energy 100) 이니셔티브에 가입했다. 5일 LG전자에 따르면 RE100은 기업활동에 필요한 모든 전력을 태양광, 풍력 등의 재생에너지로 전환하는 목표를 내세운 자발적 캠페인이다. 회사는 2050년까지 국내·외 전 사업장의 사용 전력 100%를 재생에너지로 충당하는 계획을 확정했다...."
2023.06.06.,"LG전자, 성수동서 '가전 결합' 체험존 운영",LG전자는 오는 9일부터 11일까지 서울 성수동에 있는 카페 할아버지공장에서 'LG 리빙 페어링 하우스'를 운영한다고 6일 밝혔다. 두 개 이상의 가전제품을 결합하거나 연동해 색다른 경험을 제공하는 체험공간이다. 공간은 제품군별로 나눠진다. '청소기 체험존' 에서는 코드제로 A9S나 R9의 먼지 흡입 청소가...
2023.06.06.,"'연동으로 더 편리한 가전생활'…LG전자, 페어링 체험공간 운영",9∼11일 성수동에 'LG 리빙 페어링 하우스' 개설 LG전자가 두 개 이상의 제품 결합이나 연동으로 업그레이드된 프리미엄 가전을 경험할 수 있는 공간을 선보인다. LG전자는 오는 9∼11일 성수동 '카페 할아버지공장'에서 LG 리빙 페어링 하우스(LG Living Pairing House)를 운영한다고 6일 밝혔다. 이 공간에는...
2023.06.06.,LG전자도 'RE100' 가입…전자업계 '탄소제로' 속도,"특히삼성전자, LG전자 등 에너지 다소비업종인 전자업계의가입이 두드러지는 가운데 이들 기업은 탄소중립을 위한 기술 개발과투자에도 보폭을 확대하고 있다. 6일 업계에 따르면 최근 LG전자는 오는 2050년까지 국내외 사업장의 사용 전력 100%를 재생에너지로 충당하는 RE100 이니셔티브에 가입했다...."
2023.06.06.,"LG전자, 환경의 날 맞아 창원 주남저수지 정화 활동","LG전자가 세계 환경의 날을 맞아 창원지역 대표습지인 주남저수지에서 환경 정화 활동을 진행했다. 5일 창원 주남저수지 일원에서 LG전자 직원들이 환경 정화 활동을 하고 있다./LG전자/ 창원LG스마트파크(LG전자 창원사업장) 임직원으로 구성된 프렌즈봉사단과 LG전자 노동조합 창원1,2지부 70여명은..."
2023.06.06.,"아주대학교 전자공학과 전력전자연구실-LG전자, 우수 협력 연구실 현판식","아주대학교(총장 최기주)는 전자공학과 전력전자연구실과 LG전자의 우수 협력 연구실 현판식이 지난 31일 열렸다고 밝혔다. 율곡관에서 열린 이 날 현판식에는 아주대와 LG전자 관계자들이 함께 자리했다. LG전자에서 오재윤 전력전자/제어연구소장, 김상영 전문연구위원, 손준 책임연구원이 아주대에서는..."
2023.06.06.,"‘디지털 문턱' 없앤다, 삼성전자 LG전자 장애인 위한 기술 경쟁","LG전자 직원이 장애인을 돕기 위해 수어 상담서비스를 하고 있는 모습(왼쪽)과 삼성전자가 개발한 저시력 장애인 시각보조 솔루션 릴루미노를 송승환 배우 겸 감독이 체험하고 있는 모습(오른쪽). ""어렴풋이 형체만 보이던 사람과 사물을 제대로 볼 수 있어서 만족스럽다."" 넌버벌 퍼포먼스 '난타'를 기획한..."
2023.06.06.,LG전자 그리스 전자칠판 보급사업 참여,그리스 국가재건계획 일환…미래형 교실 조성 LG전자가 그리스 국책 사업을 수주했다. 학교에 대규모 전자칠판을 공급하며 글로벌 디스플레이 경쟁력을 입증했다. 6일 LG전자에 따르면 그리스법인은 정부의 '대화형 학습 시스템 공급·설치' 프로젝트 일환으로 그리스 전역 3만6000개의 학교에...
2023.06.06.,[LG그룹] LG전자 3.33% 상승해 계열사 중 상승률 1위,"LG그룹 계열사 중 LG전자 종목은 전거래일 대비 3.33% 상승해 계열사 중 주가상승률 1위를 기록했다. LG전자 뒤를 이어 LG디스플레이, LG에너지솔루션 종목도 각각 2.76%, 1.02%씩 상승해 상승률 상위권에 이름을 올렸다. 한편, LG헬로비전 종목은 -1.36%를 기록해 LG그룹 계열사 중..."
2023.06.06.,"삼성전자 '자가수리' 국내 첫 도입했는데...LG전자 '신중 모드', 애플 '공식 ...","삼성전자가 최근 국내에서 처음으로 '자가 수리 프로그램'을 도입한 가운데 LG전자와 애플의 자가 수리 서비스 도입 여부에 관심이 쏠리고 있다. LG전자 측은 ""다양한 내용으로 검토중""이라며 매우 신중한 입장을 밝혔고, 애플 측은 아직까지 공식 입장을 내놓지 않았다. 제조사들은 자가 수리 시 발생할 수 있는..."
2023.06.07.,"""글로벌 성장기회 확보""…'지구 세바퀴 반' 누빈 조주완 LG전자 사장","조주완 LG전자 사장이 최근 사우디아라비아, 인도 등을 방문해 현지법인 임직원들에게 “고객경험 혁신 기반의 신규 사업기회를 발굴하고 프리미엄 가전 및 맞춤형 서비스 전략을 고도화해 현지 시장에서 브랜드 위상을 더욱 높여나가자”고 강조했다. 7일 LG전자에 따르면 조 사장은 이달 1일..."
2023.06.07.,"사우디·인도 찾은 LG전자 조주완 ""성장 기회 확대해야""","사우디 네옴 프로젝트서 가전·TV·로봇 등 사업기회 확보 주문 인도 판매법인 등 찾아 '시장 1위' 확대전략 점검도 조주완 LG전자 사장이 최근 사우디아라비아와 인도를 잇달아 찾아 ""고객경험 혁신 기반의 신규 사업 기회를 발굴하고 프리미엄 가전 및 맞춤형 서비스 전략을 고도화해 현지 시장에서 브랜드..."
2023.06.07.,LG전자 조주완 사장 1일 사우디 방문,"LG전자는 조주완 사장이 최근 사우디아라비아, 인도 등을 방문해 현지법인 임직원들에게 “고객경험 혁신 기반의 신규 사업기회를 발굴하고 프리미엄 가전·맞춤형 서비스 전략을 고도화해 현지 시장에서 브랜드 위상을 더욱 높여나가자”고 주문했다고 7일 밝혔다. 먼저 조 사장은 지난 1일 사우디아라비아..."
2023.06.07.,"NH證 ""LG전자, 전장사업부 성장성 부각될 것…목표주가 상향""","NH투자증권이 LG전자(066570)에 대해 중장기 인포테인먼트 시장 확대 혜택을 받을 것이라며 목표주가를 기존 15만원에서 17만원으로 13.3% 상향했다. 이규하 NH투자증권 연구원은 ""LG전자는 가전사업부의 견조한 이익 성장세 및 중장기 전장사업부 실적 추정을 높이고 이를 반영해 목표주가를 상향한다""며 ""본업의..."
2023.06.07.,"LG전자, ‘가전 페어링’ 체험 공간 오픈","LG전자는 9일부터 11일까지 서울 성수동 ‘카페 할아버지공장’에서 ‘LG 리빙 페어링 하우스’를 운영한다. ‘코드제로 오브제컬렉션 A9S’ 신제품과 ‘코드제로 R9’, ‘코드제로 M9’ 등 코드제로 청소기 3총사와 함께 ‘트롬 워시타워’, ‘LG 스타일러 슈케이스·슈케어’ 등 두 가지 이상의 제품을..."
2023.06.07.,"LG전자 조주완 사장, ""사우디와 인도 시장서 성장기회 확대해야""","LG전자 조주완 사장(오른쪽 두 번째)이 지난 1일 사우디아라비아 리야드에서 초대형 미래 신도시 건설 사업 '네옴시티'의 전시관을 방문해 '더 라인', '옥사곤', '트로제나' 등 3가지 프로젝트에 대한 사업기회를 소개받고 이에 대해 심도있게 논의했다.[사진=LG전자 제공] 라이센스뉴스 = 박창배 기자 | LG전자..."
