날짜,제목,내용
2023.06.07.,"김재영 하나손보 대표, IFRS17 하 수익성 확대 기대…디지털화·하나금융 시너...","신한금융지주, KB금융지주 모두 각각 오렌지라이프, 푸르덴셜생명으로 기존 생보 자회사와 합쳤다. KB금융은 구 LIG손보까지 인수했다. 금융지주계 보험사 M&A로 지주에 얼마나 기여했는지와 향후 성장 전망을 살펴본다. 〈편집자 주〉 더케이손해보험이 하나금융지주에 편입, 하나손해보험으로 탈바꿈한 지..."
2023.06.07.,[업앤다운]은행주 하락…기업은행↑·제주은행↓,31%(150원) 내려 4만8400원으로 장을 마감했고 카카오뱅크는 전거래일 대비 0.19%(50원) 하락해 2만6900원으로 장을 마쳤다. 신한지주는 전거래일 대비 0.14%(50원) 하락해 3만5200원으로 장을 마감했고 하나금융지주는 전거래일 대비 0.12%(50원) 내려 4만1900원으로 장을 마쳤다. NSP통신
2023.06.08.,"""삼성전자 말고 신한금융도 있어요""...해외IR 가는 금융지주 회장들","이러한 이유로 조용병 전 신한지주 회장도 재임 기간 유럽을 자주 방문했다. 윤종규 KB금융 회장과 함영주 하나금융 회장은 지난달 이복현 금융감독원장 등과 함께 인도네시아, 싱가포르를 방문해 기업설명회를 진행했다. 이 중 윤종규 KB금융 회장은 이번주에만 싱가포르, 일본을 방문하며 숨가쁜 해외..."
2023.06.08.,"신한금융, 지역아동센터 110곳 냉난방기기 지원","진옥동 신한금융지주 회장은 ""고효율 냉난방기기 지원으로 한여름 폭염 속에서도 지역아동센터의 아이들이 안전하고 건강하게 보내길 바란다""며 ""더 나은 돌봄 환경 개선으로 아이들의 밝은 미래를 위해 더욱 세심하게 주변을 살피겠다""고 말했다."
2023.06.08.,"신한금융, 지역아동센터 고효율 냉난방기기 지원",사진=신한지주 신한금융그룹은 지난해 사회복지공동모금회와 전국지역아동센터협의회와 함께 '지역아동센터 냉난방기기 지원을 위한 업무협약'을 체결한 이후 올해 2차년도 사업을 위한 3억원을 후원했다고 8일 밝혔다. 올해는 고물가와 전기료 인상에 따른 전국 지역아동센터의 부담을 덜어주고자 올해...
2023.06.08.,"[은행가소식] 하나금융, 생물다양성 이니셔티브 참여 확대","□ 신한금융, 지역아동센터 고효율 냉난방기기 지원 신한금융지주는 지난해 사회복지공동모금회와 전국지역아동센터협의회와 함께 '지역아동센터 냉난방기기 지원을 위한 업무협약'을 체결한 이후 올해 2차년도 사업을 위한 3억원을 후원했다고 밝혔다. 올해는 고물가와 전기료 인상에 따른 전국..."
2023.06.08.,[Who Is ?] 이복현 금융감독원 원장,"이복현은 2022년 12월21일 기자들과 만난 자리에서 당시 자리에서 물러나기로 결정한 조용병 신한금융지주 회장을 두고 ""역대 최대 성과를 거둔 신한지주의 성과에 대한 공과 외적 팽창 과정에서 초래된 라임사태 등 소비자보호 실패에 대한 종합적 자평을 하면서 후배들에게 양보했다""고 치켜세우기도 했다...."
2023.06.08.,8일 장 마감 후 주요 종목 뉴스,△신한지주(055550)=13일 기관투자자를 대상으로 기업설명회를 개최한다고 공시. △인바이오젠(101140)=한국거래소 유가증권시장본부는 인바이오젠에 대해 공시 번복을 이유로 불성실공시법인 지정했다고 공시. ◇코스닥 △산돌(419120)=주가안정과 주주가치 제고를 위해 10억원의 자사주 취득을...
2023.06.08.,"6월 여름 보너스…중간 배당주, 챙겨볼까","S-Oil, SK케미칼, 신한지주, 쌍용C&E, CJ제일제당, 한온시스템 등이 중간 배당을 실시할 예정이다. 일반적으로 중간 배당을 진행하는 12월 결산법인은 이달 말을 지급 기준일로 삼고, 배당금은 7~8월에 지급한다. 투자자들에게 '여름 보너스'로 불리는 이유다. 6월 말 중간 배당을 받으려면 이틀 전인 이달 28일까지..."
2023.06.08.,[부딪혀 길을 열어라] <하>미래 먹거리 발굴 시작,"/각 사 ◆ 빅블러 시대 열다 신한금융지주와 하나금융지주, NH농협지주도 기존의 금융업무 외에도 실생활에서 자주 쓰는 플랫폼을 출시하면서 금융 빅블러 시대를 열고 있다. 신한은행이 비금융 신사업으로 주력하고 있는 배달앱 서비스 '땡겨요'가 큰 인기를 끌고 있다. 신한은행의 '땡겨요'는 지난 2020년 말..."
2023.06.08.,[창간기획②] 국민연금과 ESG..'의결권'에 대한 엇갈린 시각,"국민연금이 최대주주인 대형 상장사를 꼽으면 KT(10.63%), DGB금융지주(9.57%), 하나금융지주(8.91%), 신한지주(8.76%), 포스코(8.99%), 네이버(8.29%), KT&G(8.03%), KB금융(7.94%) 등이 있다. 국민연금은 배임·횡령 등 주주가치 훼손, 배당정책 수립 등 투자 기업에 문제가 발생하면 주주권을 행사한다. 대규모 자금을..."
2023.06.09.,"[이호 기자의 마켓ON]신한금융지주, 5개월 만에 최대 5000억 원 신종자본증권...",신한금융지주가 5개월 만에 최대 5000억 원의 신종자본증권(영구채) 발행에 나선다. 9일 투자은행(IB) 업계에 따르면 AA마이너스(―)의 신용등급으로 신한금융지주는 30년 만기 5·7년 콜옵션(조기상환권)의 3350억 원 규모의 영구채 발행을 계획하고 있다. 수요예측 결과에 따라 최대 5000억 원의 증액발행...
2023.06.09.,'MB 당선축하금 3억' 신한금융 실무자 위증 2심도 벌금,17대 대선 직후인 2008년 초 이백순 전 신한은행장이 라응찬 전 신한금융지주 회장의 지시로 불법 비자금을 조성한 뒤 2008년 2월 남산자유센터 주차장에서 이명박 전 대통령의 형인 이상득 전 의원에게 당선축하금 3억원을 건넸다는 의혹이다. 3억원이 이곳에서 전달됐다는 사실 자체는 밝혀졌으나 수령자가...
2023.06.09.,"[데이터로 보는 증시]삼성전자, 기관·외국인 코스피 순매수 1위(6월 9일-최종...","기관은 삼성전자(005930)(10298억원)를 비롯해 SK하이닉스(000660)(584억원), 두산에너빌리티(034020)(463억원), LG에너지솔루션(373220)(406억원), POSCO홀딩스(005490)(360억원), 삼성SDI(006400)(343억원), LG화학(051910)(226억원), LG이노텍(011070)(195억원), 하이브(352820)(173억원), 신한지주(055550)..."
2023.06.09.,배달앱 '땡겨요'로 '상생금융' 펼치는 신한…과제는?,"진옥동 신한금융지주 회장(당시 신한은행장)의 야심작으로 기획부터 출시까지 직접 챙기며 공을 들인 혁신 사업이기도 하다. 기존의 배달 앱들과 달리 '너도 살고 나도 사는 우리동네 배달앱'을 슬로건으로 내세워 이용자인 고객과 가맹점인 소상공인, 배달라이더 등 참여자 모두에게 혜택을 제공하는 '상생..."
2023.06.09.,'시어머니' 국민연금 빠지니 은행주 출렁,지난 3월엔 신한금융지주의 진옥동 회장 선임과 관련해 진 회장의 은행장 시절 징계 이력을 문제 삼고 반대에 나서 관치 논란을 불러일으키기도 했다. 그러나 정작 국민연금이 지분 보유 비율을 줄이자 난감한 기색이다. 각종 글로벌 악재로 주가가 지지부진한 흐름을 면치 못하는 상황에서 국민연금이...
2023.06.09.,"[N2 모닝 경제 브리핑-6월 9일] 美 증시, 기술주 강세에 상승…AMD·넷플릭스...",수주 - 신한지주(055550) : 13일 기관투자자 대상 IR 개최 - 인바이오젠(101140) : 공시 번복 이유로 불성실공시법인 지정 - 오에스피(368970) : 中 펫푸드사업 진출위해 북경정호과기유한공사 지분 4억8313만원 취득 - 서희건설(035890) : 100억원 규모 자사주 신탁계약 삼성증권(016360)과 체결 - 우리넷...
2023.06.09.,"[더벨]'뜨거운' 회사채 주관경쟁...'만년 2위' NH, KB 제쳤다","연초 신한금융지주의 상각형 조건부자본증권(4000억원)을 시작으로 GS건설(1500억원), 동아쏘시오홀딩스(500억원), 하나증권(2000억원), 코리안리(2500억원), 신세계건설(800억원), SK텔레콤(3500억원), 한온시스템(3000억원), 동아에스티(500억원), 교보생명 등을 단독 주관했다. 특히 지난달에 발행한..."
2023.06.09.,"[공매도 TOP 10 종목] 코스피, SK하이닉스 공매도 1위…금양-삼성전자-코스모...","이어 금양(68만2851주), 삼성전자(51만4207주), 코스모화학(36만3236주), 메리츠금융지주(30만1348주), 미래에셋증권(29만5196주), 신한지주(22만5242주), 포스코인터내셔널(22만3895주), 팬오션(21만6208주), 우리금융지주(18만6003주) 순으로 뒤를 이었다. 금양, 코스모화학, 미래에셋증권, 신한지주..."
2023.06.09.,[업앤다운]은행주 상승…JB금융↑·제주은행↓,우리금융지주는 전거래일 대비 1.42%(170원) 올라 1만2180원으로 장을 마감했고 신한지주는 전거래일 대비 1.13%(400원) 상승해 3만5700원으로 장을 마쳤다. BNK금융지주는 전거래일 대비 1.01%(70원) 올라 7010원으로 장을 마감했고 기업은행은 전거래일 대비 0.39%(40원) 상승해 1만360원으로 장을...
2023.06.10.,"'MB 남산 3억원 위증'…신한금융 실무진들, 2심도 벌금형",이명박 전 대통령 취임식 직전인 2008년 2월 라응찬 전 신한금융지주 회장이 이백순 전 신한은행장을 시켜 서울 남산자유센터 주차장에서 이 전 대통령의 친형인 이상득 전 한나라당 의원 측에 현금 3억원을 당선축하금으로 전달했다는 의혹이다. 3억원이 이곳에서 전달됐다는 사실 자체는 밝혀졌으나 수령자가...
