날짜,제목,내용
2023.06.02.,[차영주의 금요시장] 중요한건 꺾이지 않는 반도체…6월 시장 운명은?,"- “반도체 업황 개선···소부장株 주가 탄력성 커” - “대형주 반등 흐름 중소형주가 이을 것” - 삼전·SK하닉 이어 끓어오르는 중소 반도체 섹터 - 업황 개선 기대에 단단해지는 주가 하단 - ""핵심 기술 보유 ‘1티어’ 업체부터 관심 가져야"" - 한미반도체, 1분기가 저점···‘상저하고’ 전망..."
2023.06.02.,"[데이터로 보는 증시]카카오·삼성전자, 기관·외국인 코스피 순매수 1위(6월...","순매도 상위종목은 아모레퍼시픽(121억원)와 한미반도체(115억원), LG생활건강(75억원), 하나투어(55억원), 덴티움(51억원), 크래프톤(46억원), 대한항공(42억원), SK하이닉스(36억원) 등이다 외국인은 삼성전자(005930)(1763억원)와 LG화학(700억원), 메리츠금융지주(138040)(242억원)..."
2023.06.02.,"하나증권 ""미국증시 IT 업종 강세, 삼성전자 SK하이닉스 DB하이텍 주목""","하나증권은 ""5월 반도체 수출액은 1년 전보다 36.2% 감소하며 10개월 연속 감소세를 이어갔다""며 ""향후 실적 반등 여부를 주목할 필요가 있다""고 설명했다. 반도체 관련주로는 삼성전자, SK하이닉스, DB하이텍, 한미반도체, 리노공업, 에스앤에스텍, SFA반도체, 하나마이크론, 피에스케이, 두산테스나 등이 제시됐다."
2023.06.02.,[개장시황] 2차전지·반도체·금융·바이오헬스케어 상승,"11%), 한미반도체(+1.14%), CJ(+1.39%), 현대차우(+1.35%) 등이 상승 중이다. 코스닥은 2.08포인트(0.24%) 오른 865.86이며 HPSP(+3.63%), 케어젠(+3.13%), 레인보우로보틱스(+1.92%), 메디톡스(+1.53%), 클래시스(+4.78%), 더블유씨피(+1.69%), 나노신소재(+5.97%), 대주전자재료(+3.64%), 윤성에프앤씨(+2.52..."
2023.06.02.,"코스피, 외국인·기관 '대량 매수'에 1년만에 2,600 돌파…외인 삼성전자·LG...","또한 기관 순매도 상위 종목은 나라셀라(133억원), 아모레퍼시픽(121억원), 한미반도체(115억원), LG생활건강(75억원), 디어유(74억원), 하나투어(55억원), 덴티움(51억원), 크래프톤(46억원), SK하이닉스(43억원), 대한항공(40억원), HPSP(38억원), OCI(36억원), 아모레G(34억원), 엔씨소프트(34억원), 기아..."
2023.06.02.,덴티움 계단식 상승 눈에 쏙~...ROE 높은 2분기 실적 개선주,"한미반도체 아프리카TV 레이크머티리얼즈 F&F 한솔케미칼 파크시스템스 OCI 등이다. 덴티움은 의료용구 제조 및 판매업, 의료장비 제조 및 판매업이다. 설립부터 현재에 이르기까지 다년간의 임상데이터 축적과 연구개발을 통해 국내 시장점유율 2위, 글로벌 시장점유율 6위를 기록하고 있다."
2023.06.03.,"코스피, 기관 순매수도 상위 10종목(2일)...카카오-한화솔루션-POSCO홀딩스","▲ 2일 코스피 시장에서 기관은 카카오, 한화솔루션, POSCO홀딩스, SK이노베이션을 집중 매수했다.© 연합뉴스. 2일 코스피 시장에서 기관은 카카오, 한화솔루션, POSCO홀딩스, SK이노베이션을 집중 매수했다. 반면, 아모레퍼시픽, 한미반도체, LG생활건강을 집중 매도했다."
2023.06.04.,"[주간 투자자 동향] 외국인, 반도체 투톱 1조3000억 싹쓸이","10위 한미반도체 -245억원(-93만주), 11위 LG생활건강 -240억원(-4만주), 12위 S-Oil -181억원(-25만주), 13위 고려아연 -163억원(-3만주), 14위 삼성엔지니어링 -158억원(-56만주), 15위 셀트리온 -148억원(-9만주), 16위 현대해상 -146억원(-44만주), 17위 호텔신라 -145억원(-19만주), 18위 현대건설..."
2023.06.04.,"[데이터로 보는 증시]SK이노베이션·삼성전자, 기관·외국인 주간 코스피 순매...","SK하이닉스(3385억원)를 비롯해 삼성전자(005930)(2192억원), 현대차(504억원), 아모레퍼시픽(449억원), 기아(400억원), 엔씨소프트(341억원), OCI(326억원), KT(293억원), NAVER(282억원), 한미반도체(245억원)등을 팔았다. 외국인 주간 순매수 상위종목은 삼성전자(8566억원)와 SK하이닉스..."
2023.06.05.,"키움證 “키움영웅전, 5월 주도주는 이차전지 대신 이것”…국내보다 해외 수...",국내 상위랭커에게 높은 수익을 안겨준 종목은 △유니온머티리얼 △지에스이 △아진산업 △미래생명자원 △현대무벡스 △지엔씨에너지 △라온텍 △애경케미칼 △한미반도체 △실리콘투 등이다. 아울러 많은 수의 상위랭커에게 이익을 안겨준 국내주식 상위 10종목 중 이차전지 종목이 3월과 4월보다...
2023.06.05.,"한미, 첨단기술 동반자로… 7.8조 투자 유치",양국은 민관 공동 참여체인 ‘한미 반도체 포럼’을 신설해 경제안보의 핵심으로 떠오른 반도체 부문의 협력을 강화하기로 했다. 여기에는 글로벌 공급망 재편 속에서 ‘가치 동맹’으로서 신뢰할 수 있는 미국과 한국이 한층 긴밀한 네트워크를 구축하는 것이 필수라는 인식이 깔려 있다. 대통령실은...
2023.06.05.,"신한운용, 소부장 ETF 시리즈 대박에 '웃음꽃'","SOL 반도체 소부장 ETF는 한미반도체, 대덕전자, 리노공업, 주성엔지니어링 등의 반도체 소부장 기업을 담고 있고, SOL 2차전지 소부장 ETF는 에코프로, 포스코홀딩스, 코스모신소재 등 2차전지 소재 관련 기업으로 구성돼 있다. 수익률은 반도체 소부장은 상장 첫날 대비 10% 가량 올랐지만 2차전지..."
2023.06.05.,"[데이터로 보는 증시]삼성전자·두산에너빌리티, 기관·외국인 코스피 순매수...","순매도 상위 종목은 SK하이닉스(000660)(247억원)와 하이브(98억원), 포스코퓨처엠(76억원), 한미반도체(71억원), 셀트리온(47억원), 엔씨소프트(26억원), 덴티움(22억원), 콘텐트리중앙(19억원), OCI홀딩스(19억원), 제주항공(17억원), F&F(16억원), 엠씨넥스(15억원) 등을 매도했다...."
2023.06.05.,멀고먼 ‘8만전자’·‘12만닉스’…반도체株 ‘숨고르기’ 언제까지? [투자3...,"이밖에도 DB하이텍(-2.21%), 한미반도체(-2.14%), LX세미콘(-1.03%) 등 코스피 내 주요 반도체 관련주의 하락세가 두드러졌고, 코스닥 시장에서도 HPSP(-0.36%), 원익IPS(-1.69%), 이오테크닉스(-1.52%) 등의 주가가 떨어졌다. 리노공업(0.15%)과 에스앤에스텍(0.74%)의 주가는 소폭 올랐다. 한지영 키움증권 연구원은..."
2023.06.05.,"코스피, 기관 매수에 0.5% 상승 마감…외인 두산에너빌리티·LG에너지솔루션·...","또한 기관 순매도 상위 종목은 SK하이닉스(247억원), 하이브(97억원), 에스바이오메딕스(97억원), 포스코퓨처엠(76억원), 한미반도체(72억원), 에스엠(62억원), 와이지엔터테인먼트(52억원), 나노팀(48억원), 셀트리온(47억원), 루트로닉(36억원), 스튜디오드래곤(30억원), 넥스틴(27억원), 제우스..."
2023.06.06.,수익률 치솟자 뭉칫돈 몰리는 반도체 ETF,"소재·부품·장비(소부장) 중에서는 리노공업, 동진쎄미켐, 한미반도체, 원익IPS, 솔브레인, 티씨케이에 투자하고 있다. KBSTAR 비메모리반도체액티브는 비메모리 반도체 관련주에 특화한 펀드다. 올해 수익률은 38%다. 삼성전자가 비메모리 반도체 투자를 확대하면서 투자 매력이 커지고..."
2023.06.07.,한미 차세대 반도체 연대 강화...IRA 해법 될까,"반도체를 포함한 한미 간 기초과학 분야 연구 협력이 공급망 관련 협의까지 이어질지 관심이 쏠린다. 한미는 지난 4월 미국 반도체과학법과 중국 반도체 수출통제 이행 과정에서 삼성전자와 SK하이닉스 등 국내 기업에 가중되는 불확실성과 경영 부담을 최소화하기로 합의했지만, 아직 구체적인 해결 방안을..."
2023.06.07.,"[더벨][한미반도체는 지금]10년간 순현금 유지, '기술 투자' 곳간도 넉넉",한미반도체의 기업가치를 평가할 때 빼놓을 수 없는 요소다. 지난해 하반기부터 전 세계적인 반도체 불황으로 한미반도체의 실적도 크게 줄었으나 현금 곳간은 그 어느 때보다 두둑해졌고 재무건전성이 크게 좋아졌다. 현금흐름이 적절하게 잘 관리된 덕이다. 목표한 캐파(CAPA·생산능력) 확장도...
2023.06.07.,"[더벨][한미반도체는 지금]자르고 세척하고 전자파 차단까지, 장비 라인업 보...",한미반도체가 지금까지 이룬 후공정 장비 국산화 신화에는 마이크로쏘 앤 비전플레이스먼트(MSVP·micro SAW & VISION PLACEMENT)의 역할이 컸다. 내재화된 비전플레이스먼트(VP) 기술 위에 다져진 MSVP 장비 경쟁력은 시장에서 독보적인 입지를 자랑하며 한미반도체 실적을 뒷받침해 TC본더 등 미래 핵심 장비...
2023.06.07.,"삼성전자, 반도체 상장기업 브랜드평판 5월 1위…""SK하이닉스·한미반도체 뒤...","최근 한달간 반도체 상장기업 브랜드평판을 빅데이터로 분석한 결과, 1위 삼성전자 2위 SK하이닉스 3위 한미반도체 순으로 나타났다. 7일 한국기업평판연구소(소장 구창환)는 국내 반도체 상장기업에 대한 브랜드 빅데이터 평판분석을 했다고 밝혔다. 지난 5월 7일부터 6월 7일까지의 반도체..."
2023.06.07.,170% 오른 엔비디아 같은 주식 있을거야…‘진주’ 찾아 나선 개미들,"7일 한국거래소에 따르면 외국인 투자자들은 최근 한 달간(5월 8일~6월 5일) 동진쎄미켐(691억원), 이수페타시스(560억원), HPSP(560억원), 한미반도체(548억원) 등을 대거 사들였다. 개인은 DB하이텍(808억원), 리노공업(469억원) 등을 순매수했다. 국내 반도체 소부장주를 골고루 담은 상장지수펀드(ETF)인 ‘SOL..."
2023.06.07.,"[브랜드평판] 삼성전자, 반도체 상장기업 6월...1위","한국기업평판연구소 빅데이터 분석결과...2위 SK하이닉스, 3위 한미반도체 순 2023년 5월 반도체 상장기업 브랜드평판 빅데이터 분석결과 1위 삼성전자, 2위 SK하이닉스, 3위 한미반도체 순으로 분석됐다. 한국기업평판연구소는 국내 반도체 상장기업에 대한 브랜드 빅데이터 평판분석을..."
2023.06.07.,반도체 상장기업 기업평판 우수기업 2023년 6월 발표,"반도체 상장기업 2023년 6월 기업평판 우수기업으로 삼성전자, SK하이닉스, 한미반도체, SK스퀘어, DB하이텍, 동진쎄미켐, 신성이엔지, 주성엔지니어링, 하나마이크론, 에스앤에스텍, 원익IPS, 리노공업, ISC, 엔투텍, SFA반도체, 솔브레인, 제주반도체, 하나머티리얼즈, 텔레칩스, KEC, 해성디에스를 선정했다...."
2023.06.07.,"[내 종목을 부탁해] 복잡한 계좌 해결 방법은? <포스코스틸리온, 후성, 덴티스...",▶ 출연 - 최원범 MTNW 어드바이저#실시간 유튜브·문자상담라온텍(418420)헥토파이낸셜(234340)AP위성(211270)HLB바이오스텝(278650)에스코넥(096630)한미반도체(042700)현대무벡스(319400)딥노이드(315640)KTcs(058850)심텍(222800)동국S&C(100130)티로보틱스(117730)SAMG엔터(419530)#실시간...
2023.06.07.,미국 경제 견조? 다우ㆍ나스닥 상승랠리...테슬라 오르고 엔비디아 하락,아진엑스텍 에이디칩스 시그네틱스 아이텍 앤씨앤 지니틱스 어보브반도체 네패스 다믈멀티미디어 아나패스 오디텍 디아이 DB하이텍 테스나 네패스아크 실리콘웍스 알파홀딩스 라닉스 SFA반도체 SK하이닉스 삼성전자 테크윙 아이에이 하나마이크론 아이앤씨 텔레칩스 코아시아 리노공업 한미반도체...
2023.06.08.,"한미반도체, 6거래일만에 3% 상승…2만5000원선 회복",한미반도체가 상승세다. 한미반도체는 8일 코스피 시장에서 오후 3시12분 현재 전 거래일보다 2.8%(700원) 상승한 2만5700원에 거래되고 있다. 이 회사는 31일부터 7일까지 5거래일 연속 하락세다.
2023.06.08.,"[더벨][한미반도체는 지금]외형확장 핵심거점 베트남법인, 동남아 공략 본격화","한미반도체는 최근 베트남 현지법인을 개소했다. 대만에 이어 한미반도체의 두 번째 해외법인이다. 베트남은 지리적으로 중국과 인도, 동남아시아 지역 정중앙에 위치했고 글로벌 반도체 기업의 진출 의지도 높은 지역이다. 한미반도체는 현지법인으로 최근 중국에서 베트남으로 이전을 타진하거나 신규..."
2023.06.08.,"반도체 장비 관련주, '어깨춤 절로' 기가레인·신성이엔지·프로텍·제이스텍...","반면 프로이천, HB테크놀러지, 에스엔유, 한미반도체, 엔투텍은 하락했다. 프로이천의 주가는 전 거래일 대비 85원 내린 3130원에 거래를 마쳤다. 프로이천의 주가 하락률은 2.64% 다. HB테크놀러지와 에스엔유는 전 거래일 대비 각각 65원, 365원 오른 2775원과 4070원에 장을 마감했다. HB테크놀러지와..."
2023.06.08.,반도체 초격차 기술 확보 위해 1조5000억원 투입…투자세액 공제 2배 상향,"특히 지난 4월 방미를 계기로 양국이 설립을 추진하고 있는 한미 반도체 기술센터(美NSTC-韓ASTC) 협력을 구체화해 나갈 계획이다. 기업과 정부가 공동으로 10년간 투자(2023~2032년, 총 2228억원 규모)하는 현장 수요 맞춤형 인력양성사업을 올해부터 본격 추진 중이다. 반도체 우수 인력 확보를 위해 반도체..."
2023.06.08.,"행동주의펀드 등판 두달째…DB하이텍, 박스권 주가에 주주들 울상",DB하이텍과 시총 규모가 비슷한 한미반도체(26.67%)와 서울반도체(16.60%)와 비교해도 수익률이 확연히 낮다. DB하이텍 주가는 외국인의 이탈과 함께 약세를 이어가고 있다. 외국인 투자자는 지난달 17일부터 이날까지 DB하이텍 주식 960억원 어치를 순매도했다. 같은 기간 삼성전자(2조2213억원)...
2023.06.08.,공항·항만 갖춘 인천이 반도체 특화단지 조성 최적,인천은 후공정에 특화해 후공정에 기반한 시스템반도체 수출 주도도 가능하다. 게다가 세계 2∼3위 수준 패키징 앵커기업인 앰코테크놀로지코리아와 스태츠칩팩코리아 그리고 한미반도체와 같은 글로벌 반도체 장비기업을 보유해 반도체 생태계를 안정감 있게 구축했다는 평가다.
2023.06.08.,“반도체 초격차 유지”…지능형·전력 반도체 등 연구개발에 1.4조 투입,특히 지난 4월 방미를 계기로 양국이 설립을 추진하고 있는 한미 반도체 기술센터 협력을 구체화해 나갈 계획이다. 산업부는 기업과 공동으로 10년간 2228억 규모를 투자하는 현장 수요 맞춤형 인력양성사업을 올해부터 본격 추진 중이다. 향후 반도체 우수 인력 확보를 위해 반도체 특성화 대학(원)을...
2023.06.08.,"[공직칼럼] ""인천지역 새로운 성장동력이 될 반도체 특화단지 영종 유치""","또 현재 인천에는 1300여 개의 반도체 관련 기업이 상주해 있으며, 패키징과 테스트 등 반도체 후공정 분야 세계 2, 3위 기업인 앰코테크놀로지코리아와 스태츠칩팩코리아를 비롯 글로벌 반도체 장비 기업인 한미반도체 등 굴지의 기업들이 포진해 있다. 인천시는 영종국제도시에 차세대 반도체 패키징 관련..."
2023.06.08.,[시스템반도체 관련주] 하나마이크론·SFA반도체·아이텍 '활짝'... 오픈엣지...,"이외에 한미반도체, 코아시아, 피에스케이, 두산테스나, 시그네틱스, 케이알엠, 가온칩스, 에스앤에스텍, 에이디테크놀로지, 넥스트칩, SK하이닉스, LX세미콘, 지니틱스, 어보브반도체 등이 상승하고 있다. 반면 오픈엣지테크놀로지, 아나패스, 에이디칩스, 자람테크놀로지, 매커스, 큐알티, 윈팩, 라닉스..."
2023.06.09.,"한미반도체, 전날 상승 이어 5% 급등…2만6000원선 재돌파",한미반도체가 급등 중이다. 한미반도체는 9일 코스피 시장에서 오전 11시36분 현재 전 거래일보다 4.87%(1250원) 상승한 2만6900원에 거래되고 있다. 이 회사는 31일부터 7일까지 3% 미만의 낙폭을 보이다 8일 2.6%의 상승폭을 기록했다.
2023.06.09.,[여의도 승부사] '셀바스AI vs 한미반도체 vs 원바이오젠' 여의도를 달굴 종목...,"어드바이저 한미반도체(042700) - AI 반도체 위한 첨단 패키징 수요 증가 - '엔비디아', 새로운 반도체 시장 개척 - 반도체 후공정 장비 사업 영위 ▶ 야신 김동우 어드바이저 원바이오젠(307280) - 작년 흑자전환… 올해 매출액ㆍ영업이익 증가 예상 - 성장성 고려 시, 현재 밸류에이션 저평가 분석..."
2023.06.09.,윤 대통령 내세운 반도체 총력전…미·중 물량전 돌파구는?,"구축, 한미 반도체 기술센터 협력 구체화, 현장 수요 맞춤형 인력 양성, 반도체 특성화 대학원 확대 등이 꼽힌다. 문제는 앞으로다. 미국과 중국의 물량전에 윤석열 정부가 내세운 한국 반도체 전략이 먹힐지 미지수다. 한국이 반도체 산업에서 선도국가이긴 하지만, 세계 슈퍼파워이자 반도체 시장에서 가장 큰..."
2023.06.09.,[마감시황] 외인·기관 쌍끌이 매수에 상승,"52%), 한미반도체(+3.7%) 등이 상승했다. 코스닥에서는 에코프로(+1.82%), 엘앤에프(+1.68%), JYP Ent.(+2.26%), HPSP(+6.47%), 리노공업(+3.34%), 더블유씨피(+1.65%), 성일하이텍(+2.1%), 대주전자재료(+9.41%), 와이지엔터테인먼트(+2.2%), 삼천당제약(+2.25%), 바이오니아(+3.94%), 루닛(+3.89%), 파마리서치..."
2023.06.09.,"[오늘의 주목주] ‘창원시 협약’ 두산에너빌리티 상승, 대주전자재료 9%대 뛰...","이날 대주전자재료 외에도 SK하이닉스(5.20%), 미래반도체(5.20%), 한미반도체(3.70%), 하나마이크론(3.63%), DB하이텍(2.58%), LB세미콘(2.19%), 삼성전자(1.55%) 등 주가가 상승 마감했다. 이날 코스닥시장 시가총액 상위 30개 종목 주가는 평균적으로 0.66% 올랐다. 15개 종목 주가가 상승했고 14개 종목 주가는..."
2023.06.09.,"머니로, AI 추천 종목 공개…최다 관심종목은 SK하이닉스·네이버","진단이 많은 종목으로는 한미반도체, 카카오 등이 꼽혔다.인공지능(AI) 시스템 '차트메이커'가 추천한 종목은 레이크머티리얼즈이다.머니로에선 AI 시스템을 통한 진단내용을 무료로 확인할 수 있다. AI추천 종목 외에도 3대급등주클럽 어드바이저, 브랫핏 어드바이저 등 다양한 어드바이저 추천 서비스도..."
2023.06.10.,"""3분기부터 공급부족, 반도체·소부장 살아난다""...SBS Biz 하반기 대전망","특히 ""반도체 업황의 턴어라운드 시점에서 대형주 보다는 소부장의 탄력성이 더 크므로 이에 주목해야 한다""며 ""한미반도체, 주성엔지니어링, 케인엔제이 등 소부장 업체를 주목할 필요가 있다""고 말했습니다. 2023 SBS Biz 하반기 증시 대전망은 10일 서울 코엑스 컨퍼런스룸 4층에서 열리고 있습니다. . 또..."
2023.06.11.,[컨센서스] 코스모신소재·SK바이오사이언스·루트로닉 목표주가 괴리율 낮아...,코스모신소재·SK바이오사이언스·루트로닉·한미반도체·포스코인터내셔널 목표주가 괴리율이 가장 낮은 다섯 종목으로 파악된다. 11일 에프앤가이드에 따르면 코스모신소재의 증권가 목표주가는 18만3750원으로 전일 종가인 21만8000원에 비해 -15.71%의 괴리율을 보였다. 코스모신소재의...
2023.06.11.,‘차기 주도 섹터를 찾아라’ 반도체 소부장 기업에 몰리는 개미들,소부장 대장 한미반도체 주가 117%↑… 소부장 ETF 하루 8% 오르기도 “에코프로 팔고 샀습니다. 떡상(급상승) 가즈아!” 반도체 기업 한미반도체 네이버 종목토론방에 한 개인투자자가 6월 7일 남긴 글이다. 에코프로를 필두로 한 2차전지 기업들의 주가가 횡보하면서 시장에서는 차세대 주도 섹터를...
2023.06.11.,"[주간 투자주체 매매동향] 기관, 삼성전자·SK하이닉스 집중 매수","9위 한미반도체 -93억원(-37만주), 10위 한화에어로스페이스 -90억원(-8만주), 11위 한온시스템 -90억원(-96만주), 12위 카카오 -82억원(-15만주), 13위 CJ -82억원(-10만주), 14위 두산퓨얼셀 -81억원(-27만주), 15위 셀트리온 -75억원(-4만주), 16위 농심 -73억원(-2만주), 17위 GKL -64억원(-35만주)..."
2023.06.11.,FOMC 촉각 속 서머랠리 기대감↑…'키 맞추기' 장세?[김호성의 마켓워치],"에코프로를 위주로 한 2차전지주, 삼성전자·SK하이닉스·한미반도체 등 반도체주, 지난주 개인들의 코스닥 주간 순매수 1위에 오른 셀트리온을 비롯한 제약바이오주 등 증시 투자금은 업종별로 돌아가며 쏠리는 모습이다. 올들어 100% 이상 상승률을 보인 와이지엔터테인먼트(YG엔터테인먼트)를 비롯 JYP..."
2023.06.12.,"[주가동향] 한미반도체, 엔비디아 등 급증하는 AI용 반도체 수요에 목표가 '상...",한미반도체가 인공지능(AI) 관련 반도체 장비 수요 증가로 실적 개선 가능성이 커지고 있어 증권가의 주목을 받고 있다. NH투자증권은 12일 업종 보고서에서 최근 각광받고 있는 머신러닝 연산에 GPU와 HBM 사용이 트렌드라며 한미반도체의 2023년 실적은 상저하고 트렌드가 예상된다고 밝혔다....
2023.06.12.,"한미반도체, 14억원 규모 반도체 제조용 장비 수주",한미반도체는 유니마이크론 테크놀로지(Unimicron Technology Corp)로부터 반도체 제조용 장비를 수주했다고 12일 공시했다. 계약 금액은 14억원이다. 이는 최근 매출액 대비 0.43%에 해당한다. 계약 기간은 이날부터 2023년 9월20일까지다.
2023.06.12.,"[분석] 반도체주 상승기류…SK하이닉스 54% 상승, 한미반도체 2.3배 급등","한국거래소에 상장된 주요 반도체 메이커는 삼성전자와 SK하이닉스가 있고 반도체 장비업체로는 리노공업, 주성엔지니어링, 에스티아이, 엘오티베큠, 원익IPS, 유니셈, 이오테크닉스, 인텍플러스, 파크시스템스, 피에스케이, 한미반도체 등이 있습니다. 삼성전자의 주가는 지난 9일 7만2000원으로..."
2023.06.12.,"""급증하는 AI용 반도체 낙수효과""…목표가 28% 상향",한미반도체가 인공지능 관련 반도체 장비 수요 증가로 주목받고 있다. NH투자증권은 12일 최근 각광받고 있는 머신러닝 연산에 GPU와 HBM 사용이 트렌드라며 올해 한미반도체 실적은 상저하고가 예상된다고 밝혔다. 도현우 연구원은 HBM3 수요 증가의 영향이 클 것으로 봤다. 도 연구원은...
