날짜,제목,내용
2023.06.06.,"현대차-기아 노조, '성과급 4.6조원' 청구서 내민다","앞서 현대차 노조는 올해 기본급 18만4900원 인상, 상여금 900% 지급 등 역대급 임금 인상안을 확정 짓고 오는 13일 노사 간 상견례를 시작으로 본격적인 교섭에 들어갈 예정이다. 기아 노조도 현대차와 유사한 수준에서 요구안을 확정하는 방침을 정한 것으로 전해졌다. 특히 현대차 노조는 지난해 연간..."
2023.06.06.,"현대차·이케아코리아, '그린 포레스트' 개최","사진=현대차 제공 매일일보 = 김명현 기자 | 현대자동차가 홈퍼니싱 리테일 기업 이케아코리아와 손잡고 이달 5~11일 이케아 광명 야외정원에서 신개념 공간 마케팅 '그린 포레스트(Green For-rest)'를 개최한다고 6일 밝혔다. 이번 '그린 포레스트'는 '디 올 뉴 코나 EV', '아이오닉 6' '넥쏘' 등 현대차 대표 친환경..."
2023.06.06.,"현대차 월드랠리팀, WRC서 올해 첫 우승",현대차 월드랠리팀이 WRC 이탈리아 랠리에서 올해 첫 우승을 차지했다. 현대차가 '2023 월드랠리챔피언십(WRC)' 이탈리아 랠리에서 올해 첫 우승을 거뒀다. 현대차는 1~4일(현지시간) 이탈리아 사르데냐에서 열린 WRC의 시즌 여섯 번째 대회에서 현대 월드랠리팀 소속 티에리 누빌이 1위를 차지했다고 6일...
2023.06.06.,김은중호 '4강 확정' 결승골 순간 전광판엔 '현대차' 있었다,맺은 현대차그룹이 5일(한국시간) 아르헨티나의 산티아고 델 에스테로 경기장에서 열린 한국과 나이지리아의 2023 FIFA 20세 이하(U-20) 월드컵 8강전에서 쾌재를 불렀다. 한국의 기가 막힌 결승골 순간에 맞춰 절묘하게 광고판이 노출되면서다. 김은중 감독이 이끄는 U-20 대표팀과 현대차가 함께 웃은...
2023.06.07.,"현대차-SK온, 美 배터리공장 보조금 9000억원 받는다","현대차그룹과 SK온이 미국 조지아주에 건설하는 전기차 배터리 합작 공장이 주정부 등으로부터 7억 달러(약 9000억원) 수준의 보조금을 받는다. 6일(현지시각) 미국 조지아주 현지 언론과 업계에 따르면 현대차그룹과 SK온과 합작한 배터리 공장을 통해 20년간 재산세 감면으로 2억4700만 달러, 대규모..."
2023.06.07.,"현대차, 서울시·SK와 손잡고 수소버스 보급 확대 나서","현대차는 7일 서울시청에서 서울시, 환경부, SK E&S, 티맵모빌리티와 함께 서울시의 시내버스와 공항버스, 통근버스 등을 수소버스로 전환하기 위한 ‘수소 모빌리티 선도도시 서울 조성 업무협약(MOU)’을 체결했다. 이날 행사에는 장재훈 현대차 사장을 비롯해 한화진 환경부 장관, 오세훈 서울시장, 추형욱 SK..."
2023.06.07.,"""훔치기 쉬운 차 팔았다"" 뉴욕시, 현대차·기아에 소송 제기",미국 뉴욕시가 도둑질에 취약한 차량을 판매했다는 이유로 현대차와 기아에 소송을 냈다. 6일(현지 시간) 로이터통신에 따르면 뉴욕시는 맨해튼에 있는 미 연방법원에 이같은 소송을 제기했다. 뉴욕시는 현대차와 기아가 절도하기 쉬운 차량을 판매해 미국법상 공공 불법방해와 의무 태만을 저질렀다며 금액이...
2023.06.07.,"현대차, 서울시에 수소버스 1300대 공급한다","이날 행사에는 장재훈 현대차 사장을 비롯해 한화진 환경부 장관, 오세훈 서울시장, 추형욱 SK E&S 사장, 이종호 티맵모빌리티 사장 등이 참석했다. 이번... 현대차는 2026년까지 공항버스를 포함해 서울시가 수소버스 전환을 목표로 하고 있는 저상·고상 수소버스를 적기에 생산해 공급할 예정이다. SK E&S는..."
2023.06.07.,‘훔치기 쉬워’ 소송 당한 현대차…가장 훔치기 어려운 차는? [이슈+],등…현대차 투싼도 5위에 꼽혀 역대 최대 분기 실적을 갈아치우며 글로벌 성장세를 이어가고 있는 현대·기아차가 미국에서 위기에 봉착했다. 잦은... 6일(현지시간) 로이터 통신 등에 따르면 뉴욕시는 소장에서 현대차와 기아가 2011∼2022년 차량 대부분에 도난 방지 장치인 ‘이모빌라이저’(immobilizer)를...
2023.06.07.,"삼성전자, 현대차와 손 잡았다…차량용 인포테인먼트 칩 첫 공급",7일 관련 업계에 따르면 삼성전자는 현대차의 차량에 프리미엄 인포테인먼트(IVI)용 프로세서인 '엑시노스 오토 V920'을 공급한다. 양사는 2025년 공급을 목표로 협력할 예정이다. 엑시노스 오토 V920은 삼성전자의 프리미엄 IVI용 프로세서로 이전 세대 대비 대폭 향상된 성능으로 운전자에게 실시간...
2023.06.07.,"현대차, 서울에 수소버스 1300대 보급..수소 생태계 앞장","추형욱 SK E&S 사장, 한화진 환경부장관, 오세훈 서울시장, 장재훈 현대차 사장, 이종호 티맵모빌리티 사장이 수소버스 앞에서 기념 촬영을 하고 있다. (사진=현대차) 이날 행사에는 장재훈 현대차 사장을 비롯해 한화진 환경부 장관, 오세훈 서울시장, 추형욱 SK E&S 사장, 이종호 티맵모빌리티 사장 등이..."
2023.06.08.,"[현장] 정의선 회장, ""포니는 현대차의 정신적·경험적 자산""","현대차는 지난 7일 서울 강남구 '현대 모터스튜디오 서울'에서 포니의 역사와 실제 차량을 살펴볼 수 있는 '포니의 시간' 전시회 오프닝 행사를 개최했다. 이 행사에는 정의선 현대차그룹 회장, 장재훈 현대차 사장, 송호성 기아 사장, 루크 동커볼케 최고창의력책임자(COO) 사장 등 주요 핵심 임원들을 비롯해..."
2023.06.08.,"현대차·삼성·SK, 불황에도 작년 고용 늘렸다","고용을 가장 많이 늘린 그룹은 현대차였다. 2021년 17만4952명에서 작년 18만8891명으로 1만3939명(8%) 늘렸다. 1년 새 고용을 1만 명 이상 늘린 그룹은 현대차뿐이다. 삼성 7148명(2021년 26만6854명→작년 27만4002명), SK 7061명(11만7438명→12만4499명), CJ 5416명(5만2931명→5만8347명) 등이 뒤를..."
2023.06.08.,"현대오토에버, 현대차 그룹과 기술교류회 진행...‘SDV 구축 협업’","현대자동차그룹 MBD 컨소시엄은 지난 4월 현대차·기아, 현대차그룹 계열사, SW 전문기업 등 총 19개 기업이 모여 결성됐다. 현대오토에버 관계자는 “SDV 시대를 앞당기고 고품질 차량 SW를 개발하기 위해서는 그룹 내외부 전문역량을 결집한 협업이 필수”라며 “컨소시엄 전문가들과 기술 교류를 통해..."
2023.06.08.,"현대차, '포니의 시간' 전시회 열어","함께한 현대차의 헤리티지를 다양한 시각에서 바라볼 수 있는 '포니의 시간' 전시를 개최한다고 8일 밝혔다. 포니의 시간은 지난 5월 이탈리아에서 진행한 '현대 리유니온' 이후 두 번째이자, 국내에서 처음으로 진행하는 현대차의 헤리티지 프로젝트다. 이번 전시는 대한민국 첫 독자 개발 제품인 '포니'가..."
2023.06.08.,"개소세 인하 끝난 대신, 현대차 소형차 할부 금리 내린다","정부의 개별소비세 인하 조치가 이달 말 끝나는 것과 관련해, 현대차·기아가 7월부터 소형차를 중심으로 무이자·저금리 할부 제도를 연말까지... 현대차·기아는 이날 개소세 인하 종료에 따른 차 구매 부담을 덜기 위해 프로모션을 연말까지 진행한다고 밝혔다. 적용 차종은 현대차 아반떼와 코나..."
2023.06.08.,'미래차' 선점에 삼성·현대차 연합 떴다…車 두뇌 첫 공급에 쏠린 눈 [biz-플...,이번 협업에 따라 삼성전자는 고성능 프리미엄 차량용 인포테인먼트용 프로세서 ‘엑시노스 오토 V920’을 2025년 현대차(005380)의 차량에 공급하게 된다. 이번 삼성전자와 현대차의 협업은 한국을 대표하는 두 대기업이 자동차 전장 분야에서 연합 전선을 짰다는 점에서 의미가 있다. 특히 미래차 시대의...
