날짜,제목,내용
2023.06.07.,최첨단 함정 무기체계 총출동…부산국제조선해양대제전 개막,"HD현대중공업은 현재 개발 중인 차세대한국형 구축함(KDDX)과 함께 무인 전력 지휘통제함 콘셉트 모델, 한국형 항공모함, 수출용 원해경비함(OPV) 등을 공개했다. 한화오션(옛 대우조선해양)은 울산급 Batch-Ⅲ 호위함과 한국형 구축함(KDDX), 한국형 차세대 스마트 구축함(KDDX-S), 합동화력함, 수출형 잠수함 2종..."
2023.06.07.,국제해양방위산업전 오늘 개막…28개국 국방 전문가 초청,"해양 방위산업 수출 상담회'도 열었습니다. 파키스탄, 싱가포르, 대만 등 7개국 10개사 바이어가 상담회에 참석해 국내 기업 40개 사와 50여 건의 수출 상담을 진행했습니다. 한편, HD현대중공업과 한화오션은 이번 전시회에서 새 함정을 대거 선보였습니다. HD현대중공업은 개발 중인 차세대 한국형..."
2023.06.07.,국내외 첨단 방산기술 총집결…부산 해양방위산업전 ‘후끈’,"놓고 HD현대중공업그룹과 한화그룹이 자존심을 건 한판 승부를 벌였다. 한화그룹의 옛 대우조선해양(현 한화오션) 인수전 때 자존심 대결을... 울산급 Batch-III 호위함, 한국형 구축함 (KDDX), 한국형 차세대 스마트 구축함 (KDDX-S), 합동화력함 등 이 회사 최신 기술이 총망라된 수상함을 공개했다...."
2023.06.07.,'슈퍼사이클' 앞둔 조선주 급등…주도주 되나,"삼성중공업(6.6%), 대우조선해양(5.9%), HD한국조선해양(7.01%) 등도 나란히 상승했다. 지난 5일에 HD현대중공업은 연중 최고가를 경신했고, HD한국조선해양은 52주 최고가인 10만3800원에 마감했다. 외국인은 조선주를 장바구니에 담고 있다. 최근 한 달간 외국인은 HD현대중공업을 432억원 사들였고, 삼성중공업..."
2023.06.07.,"[현장] 한화오션·HD현대, 방산분야 최강기업 격돌 '후끈'","한화오션에 따르면 전시 수상함은 울산급 Batch-III 호위함, 한국형 구축함 (KDDX), 한국형 차세대 스마트 구축함 (KDDX-S), 합동화력함 등으로 회사의 최신... 2020년 방위사업청의 KDDX 기본설계 사업자 선정 과정에서 HD현대중공업이 대우조선해양의 개념설계 자료를 몰래 촬영해 자사 서버에 공유했다는 데 따른..."
2023.06.07.,[한화 조선사업 진출⑤]빛발한 김동관의 '오렌지로드'…부산서 '군함명가' 재...,"대우조선해양 시절 한화오션이 개발한 것""이라며 ""한화오션은 대한민국 해군의 첫번째 스마트 함정인 한국형 구축함(KDDX) 개발 사업에서 개념설계를 진행한 바 있고 내년으로 예정된 상세설계 및 함건조 사업 수주를 위해서도 최선을 다하고 있다""고 말했다. KDDX는 현재 HD현대중공업에서 기본설계를..."
2023.06.08.,"HD한국조선해양, 연이은 친환경 행보","HD현대그룹의 조선 중간 지주회사인 HD한국조선해양은 9일(현지시간)까지 노르웨이 오슬로에서 열리는 조선해양 박람회 ‘노르쉬핑(Nor-shipping) 2023’에서 글로벌 선사, 선급과 조선산업 탄소중립 방안을 논의했다고 8일 밝혔다. HD한국조선해양, 영국 로이드선급, 노르웨이 해운사 크누센..."
2023.06.08.,"HD한국조선해양, 노르시핑서 세계 선사·선급과 친환경 협약",다목적 가스 운반선·메탄올 연료공급 시스템 관련 기본설계 인증도 HD현대의 조선 중간지주사인 HD한국조선해양은 지난 6일부터 9일(현지시간)까지 노르웨이 오슬로에서 열리는 조선해양박람회 노르시핑(Nor-shipping) 2023에 참가해 세계 선사·선급과 친환경 협약을 맺었다고 8일 밝혔다. HD한국조선해양은...
2023.06.08.,"[단독] HD현대 권오갑 회장, 수감 노조간부 면회...노조 소식지 1면 실려",HD현대중공업을 포함한 HD한국조선해양 소속 조선 3사는 기본급 18만4900원 인상(호봉승급분 제외)과 함께 △교섭 효율화를 위한 공동교섭 TF 구성 △신규 채용 △ESG 경영위원회 노동조합 참여 보장 △노·사 창립기념일 현대오일뱅크 상품권 각 50만원 지급 △하청노동자 여름휴가 5일 유급 보장이 포함된 노조...
2023.06.08.,"'마덱스서 판 깐' 한화오션, 초장부터 HD현대에 '선전포고'","‘오렌지색’으로 무장한 한화오션이 ‘방산’을 뿌리로 하는 그룹 정체성에 따라 국제해양방위사업전(MADEX 2023)에 출범 후 첫 등장했다. 이곳에서 HD현... 속의 한국의 방산 역사를 확대해 나가는 데 중점을 두도록 하겠다”고 강조했다. 이처럼 세계 3대 조선해양박람회 노르시핑보다도, 방산 전시회인..."
2023.06.08.,"정기선 HD현대 사장 “우리가 만드는 선박과 기술이 친환경 대전환 이끌 것""",뉴데일리 김보배 기자 = HD현대의 조선 중간 지주사인 HD한국조선해양이 대양의 친환경 대전환을 이끈다. HD한국조선해양은 지난 6일부터 9일까지 노르웨이 오슬로에서 열리는 조선해양박람회 ‘노르시핑(Nor-shipping) 2023’에 참가했다고 8일 밝혔다. HD한국조선해양은 노르시핑 참가 이틀째인 지난 7일...
2023.06.08.,"권오갑 HD현대 회장, 수감 중인 전 노조 지부장 면회","당시 노조는 HD한국조선해양과 HD현대중공업의 물적분할에 반대하며 상경투쟁을 진행했다. 권 회장은 박 전 지부장을 만나 ""서로 각자 자리에서 역할을 수행하다가 벌어진 일이 이런 상황으로 이어진 것이 안타깝다""며 ""건강한 모습으로 곧 다시 볼 수 있기를 바란다""고 말한 것으로 알려졌다. 박 지부장은..."
2023.06.08.,"노르웨이 찾은 정기선...""HD현대가 친환경 대전환 이끌 것""","8일 HD현대에 따르면, 정기선 사장은 가삼현 HD한국조선해양 부회장과 안광헌 HD한국조선해양 사장 등 최고경영진들과 함께 이번 박람회를 찾아 글로벌 선사 및 선급과 조선산업 협력 방안을 논의했다. 여기에 임기택 국제해사기구(IMO) 사무총장과도 대담을 진행, 친환경·디지털 등 글로벌 조선 및..."
2023.06.08.,"정기선 사장, '노르시핑 2023' 참석…""HD현대 선박이 대양의 친환경 대전환 이...","정기선 사장은 가삼현 HD한국조선해양 부회장, 안광헌 HD한국조선해양 사장 등 최고경영진과 함께 노르시핑 2023에 참석해 글로벌 선사 및 선급과 조선산업 협력 방안을 논의했다. 특히 정기선 HD현대 사장은 노르시핑 기간 중 임기택 국제해사기구(IMO) 사무총장과 만나 친환경·디지털 등 글로벌 조선 및..."
2023.06.08.,"정기선 사장 ""HD현대가 친환경 대양 대전환 이끌 것""","(사진=HD현대) HD현대의 조선 중간 지주사인 HD한국조선해양이 대양 친환경 대전환 선도 행보를 이어가고 있다. HD한국조선해양은 지난 6일부터 9일까지 노르웨이 오슬로에서 열리는 조선해양박람회 '노르시핑(Nor-shipping) 2023'에 참가했다고 밝혔다. 이번 박람회에는 가삼현 HD한국조선해양 부회장, 정기선..."
2023.06.08.,불붙은 '한화' 대 'HD현대' 경쟁…김동관 '마덱스'·정기선 '노르쉬핑' 직접 ...,"정 사장은 HD한국조선해양(009540)의 친환경 선박 대전환을 이뤄 도래할 조선업 탄소중립 시대 준비를 집중하고 있습니다. 8일 업계에 따르면 정 사장은 지난 6일부터 오는 9일까지 노르웨이 오슬로에서 열리는 조선해양박람회 노르시핑에 참가해 ""HD현대가 만드는 선박과 기술이 대양의 친환경 대전환을..."
2023.06.09.,아비커스-HD한국조선해양 개발 '하이나스 컨트롤' 증명서 수여,한국선급(KR)은 자율운항전문기업인 아비커스와 HD한국조선해양이 개발한 자율운항시스템 '하이나스 컨트롤 2.0'(HiNas Control 2.0)에 대한 신기술 적격성 평가(NTQ)를 완료하고 증명서를 수여했다고 9일 밝혔다. 사진은 신기술 적격성 평가 증명서 전달식에서 기념 촬영하는 권병훈 HD한국조선해양...
