날짜,제목,내용
2023.06.02.,"삼성SDI 임금인상률, 삼성전자 뛰어넘나···사측, 5.5% 제시","삼성SDI는 올해 삼성전자와 삼성디스플레이, 삼성전기 등 전자 계열사와 함께 평균 임금 인상률을 4.1%에 맞출 것으로 알려졌지만, 예상과는 달랐다. 이미 삼성디스플레이와 삼성전기 노사 올해 임금 인상률을 4.1%로 합의했다. 그러나 삼성SDI는 지난해 처음으로 연간 매출이 20조원을 넘어섰다. 영업이익도..."
2023.06.02.,"[모닝픽] 포드, 안전벨트 제조결함으로 브롱코 17만5550대 리콜","◇ 삼성전기, 필리핀서 5층규모 신규사옥 완공 삼성전기 필리핀 법인(SEMPHIL)이 5층 규모의 신규사옥을 완공하고 직원복지와 지속적인 성장에 대한 의지를 31일(현지시간) 공개행사에서 표명했다. 신규사옥에는 직원들의 생산성 향상을 위한 다양한 편의시설과 운동시설 등이 마련됐다. ◇ 삼성전자..."
2023.06.02.,[삼성그룹] 시가총액 3조8319억원 감소...호텔신라 1.55% 상승 '주목',"호텔신라 뒤를 이어 삼성전기, 삼성바이오로직스 종목도 각각 0.68%, 0.51%씩 상승해 상승률 상위권에 이름을 올렸다. 한편, 삼성물산 종목은 -1.54%를 기록해 삼성그룹 계열사 중 가장 부진한 흐름을 나타냈다. 지난 1일 삼성그룹 전체 계열사의 주가 등락률은 다음과 같다...."
2023.06.02.,"이영희 삼성전자 사장 ""갤럭시 언팩 국내서""","김기남 삼성전자 종합기술원장(회장), 경계현 반도체(DS)부문 사장을 비롯해 이정배·박용인·최시영·남석우·송재혁·박학규 삼성전자 사장 등이 참석했다. 또 최주선 삼성디스플레이, 장덕현 삼성전기, 남궁범 에스원, 고정석 삼성물산, 최윤호 삼성SDI 사장 등 사장단 50여 명이 참석했다．"
2023.06.02.,삼성호암상에 힘 실은 이재용…오너家 중 유일 참석,"또 최주선 삼성디스플레이 사장과 전영현 삼성SDI 부회장, 최윤호 삼성SDI 사장, 장덕현 삼성전기 사장, 황성우 삼성SDS 사장, 존림 삼성바이오로직스 사장 등도 참석했다. 올해 삼성호암상 수상자는 ▲과학상 물리∙수학부문 임지순(72) 포스텍 석학교수▲과학상 화학∙생명과학부문 최경신(54) 美 위스콘신대..."
2023.06.02.,"중기중앙회-중기부-삼성전자, '2023년 상생형 스마트공장' 참여사 모집","ESG 컨설팅 등 지원분야 확대… 업체당 최대 1억 5000만 원 지원 중소기업중앙회(회장 김기문)와 삼성(삼성전자·삼성전기·삼성SDI)은 중소벤처기업부 주관 '2023년 대·중소 상생형 스마트공장 구축 지원사업' 도입기업 신청·접수를 받는다. 중기중앙회는 중기부, 삼성과 함께 지난 2018년부터 5년간 총 1000억..."
2023.06.03.,[하나證 주간추천주]SK이노베이션·한국전력·삼성전기,-절대적인 원가 부담은 여전히 높지만 향후 전기요금 인상으로 실적 정상화 기대. 삼성전기 본사. (사진=삼성전기) △삼성전기(009150) -중국 6·18 축제 앞두고 2분기 중화권 스마트폰 업체들의 회복 가능성 유효. -올해 2분기 가동률의 추가 상승으로 영업이익률 13%까지 회복할 것으로 기대.
2023.06.03.,"[뉴스핌 라씨로] 아비코전자, DDR5 전환 수혜 전망...'메탈파워인턱터' 등 수...","그 주변에 저항기,인덕터, 커패스터 3대 수동소자가 함께 들어가는데 저희는 저항기와 인덕터 두가지를 하고 있다""며 ""저항기 경우 국내에서는 삼성전기와 저희 회사밖에 없지만 단가가 1원정도로 워낙 저렴해 모뎀 하나만드는데 100원도 채 안된다""고 말했다. 이어 ""DDR5에 새롭게 들어가는..."
2023.06.03.,[자동차 변혁기 ④] 가전·IT 융복합 미래 자동차…이동의 개념을 넘어선다,"전기차 제조와 자율주행에 필요한 디스플레이, 카메라, 센서, 반도체 등 전기·전자 장비(전장)를 생산할 수 있는 가전 업계와 협력의 필요성이 대두된다.이에 삼성전자와 LG전자는 물론 삼성전기와 LG이노텍 등 기존 가전업계는 전장 사업을 위한 투자가 이어지고 있다. 이미 전장 사업은 수요 위축 여파를 받고..."
2023.06.03.,"최태원 등 4대그룹 총수, 프랑스·베트남행...이재용, 삼성호암상 2년 연속 참...","최주선 삼성디스플레이 사장과 전영현 삼성SDI 부회장, 최윤호 삼성SDI 사장, 장덕현 삼성전기 사장, 황성우 삼성SDS 사장, 존림 삼성바이오로직스 사장 등도 자리를 함께했다. 삼성은 삼성호암상 외에도 미래기술육성사업과 산학협력을 통해 국가 기초과학 발전을 지원하고 있다. 현재까지 760개 이상의 과제에..."
2023.06.03.,[삼성그룹] 시가총액 8조8456억원 증가...삼성중공업 2.15% 상승 '주목',64%)▲9위 삼성에스디에스 12만5500원(0.56%)▲10위 삼성전기 14만9300원(0.54%)▲11위 삼성엔지니어링 2만8400원(0.53%)▲12위 삼성카드 3만150원(0.5%)▲13위 에스원 5만3600원(0%)▲14위 호텔신라 7만8300원(-0.13%)▲15위 삼성바이오로직스 78만5000원(-0.38%)▲16위 멀티캠퍼스 3만4600원(-0.86%)
2023.06.04.,"[株슐랭 가이드] 6월 서머랠리 온다... SKIET, 삼성전기 주목",하나증권은 ‘삼성전기’를 추천주로 꼽았다. 중국 최대 쇼핑축제인 '618 축제'를 앞두고 2·4분기 중화권 스마트폰업체들의 회복 가능성에 주목했다. 2·4분기 가동률 추가 상승으로 영업이익률이 13%까지 회복할 수 있다는 진단이다. ‘SK이노베이션’도 추천 목록에 이름을 올렸다. 미국 조지아 1·2공장의...
2023.06.04.,[주간추천주]SK이노·삼성전기…2분기 이익 눈높이 '쑥',"2분기 이익 눈높이가 높아질 것으로 예상되는 SK이노베이션(096770), 삼성전기(009150) 등 부품주들이 주간 추천주로 제시됐다. 향후 전기 요금 인상으로 실적 정상화가 예상되는 한국전력(015760)도 추천주로 거론됐다. 4일 금융투자업계에 따르면 하나증권은 주간추천주로 SK이노베이션을 제시했다. 미국..."
2023.06.04.,"이번주 전망, 추천주..삼성전자,삼성전기,한전 주목..금리 살피며 FOMC 준비 ...","한편 여의도에서는 추천주로는 삼성전자, 한국전력, 삼성전기, POSCO홀딩스, SK이노베이션 등을 제시했는데 업황 개선 기대감과 실적 호전의 공통점을 갖고 있다. 최근 삼성전자와 SK하이닉스가 이끌어온 증시는 LG에너지솔루션과 삼성SDI, 기아, 현대차, NAVER 등 업종 대표주들이 고른 상승을 보여줄 필요가..."
2023.06.04.,[삼성그룹 주간동향] 주간 시총 13조8110억 껑충...삼성전기 주간 상승률 1위,"이들 계열사 중 삼성전기 종목은 지난 한주간 3.68% 상승해 삼성그룹 계열사에서 주간기준 상승률 1위를 기록했다. 삼성전기 뒤를 이어 삼성SDI, 삼성에스디에스 종목도 각각 3.17%, 2.78%씩 상승해 상승률 상위권에 이름을 올렸다. 한편, 호텔신라 종목은 -2.97%를 기록해 삼성그룹..."
2023.06.04.,[주간 추천주] 실적 상향 기대…삼성전자·SK이노 등 '러브콜',"4일 금융투자업계에 따르면 하나증권은 SK이노베이션, 한국전력, 삼성전기를 추천주로 선정했다. SK이노베이션에 대해 ""미국 조지아 1, 2공장의 수율 정상화에 따른 생산세액공제(AMPC) 반영과 이에 따른 추정치 상향이 기대된다""며 ""유가와 정제 마진은 이미 큰 폭으로 하락해 추가적인 하락폭은 제한적""이라고..."
2023.06.04.,"[주간 투자자 동향] 외국인, 반도체 투톱 1조3000억 싹쓸이","10위 삼성전기 349억원(24만주), 11위 한화에어로스페이스 319억원(29만주), 12위 포스코인터내셔널 270억원(89만주), 13위 두산에너빌리티 209억원(129만주), 14위 OCI 196억원(14만주), 15위 메리츠금융지주 189억원(40만주), 16위 SK아이이테크놀로지 185억원(19만주), 17위 카카오뱅크..."
2023.06.04.,이건희 신경영 선포 30주년…JY가 보여줄 '승어부'는,"전기차 등 전장용 부품 시장은 시스템반도체는 물론 디스플레이, 삼성SDI, 삼성전기 등이 다각적으로 접근할 수 있는 산업이다. 시장 성장에 착안해, 최근 산업통상자원부도 미래차 부품 산업 육성을 위해 14조3천억원 이상의 자금을 공급하고 핵심 인재 3만 명을 육성한다고 발표하기도 했다. 아울러..."
2023.06.04.,"중기중앙회, 삼성과 중소기업 공장 ‘스마트’하게 바꾼다",중소기업중앙회와 삼성(삼성전자(005930)·삼성전기·삼성SDI(006400))은 제2의 에이스라이프를 찾기 위해 중소벤처기업부가 주관하는 2023년 ‘대·중소 상생형 스마트공장 구축 2차 지원사업’ 도입기업 신청·접수를 받는다고 4일 밝혔다. 중기부와 삼성이 3년간 매년 200억 원을 투입해 연간 200여개...
2023.06.04.,[포스트IPO] 시총 1조 육박 '기가비스' ... 실적기반 공모투자 수익률 '고공행...,"일본의 이비덴과 신코덴키, 대만의 난야, 중국의 유니마이크론, 국내에서는 삼성전기 등이 오랜 거래관계를 유지하고 있다. 반도체 기업들의 증설은 기가비스의 새로운 수요 창출로 이어지기 때문에 향후 실적개선이 기대되고 있다. # 반도체 검사부터 수리까지, 유일한 인라인(Inline) 무인화 설비..."
2023.06.05.,하나증권: SK이노베이션·한국전력·삼성전기,"하나증권은 SK이노베이션, 한국전력, 삼성전기를 6월 둘째 주(6월5일~6월9일) 주간추천종목으로 선정한다고 5일 밝혔다. SK이노베이션에 대해선 ""미국 조지아 1,2공장의 수율 정상화에 따른 AMPC 반영과 이에 따른 추정치 상향이 기대된다""며 ""유가와 정제 마진은 이미 큰 폭 하락해 추가적인 하락폭 제한된다..."
2023.06.05.,코스피 3% 올랐는데…개미 평균 수익률 -2%대,"외인 순매수 상위 10개 종목은 삼성전자(2조5670억원), SK하이닉스(1조4717억원), 현대차(2144억원), LG전자(2086억원), 네이버(NAVER)(1787억원), 코스모신소재(1711억원), LG에너지솔루션(1516억원), 삼성SDI(1439억원), 기아(1358억원), 삼성전기(970억원) 순이다. 이재선 현대차증권 연구원은 ""외국인들은 대형..."
2023.06.05.,[이번주 추천주] '美 보조금 기대' SK이노·IET에 주목하라,"한국전력(015760)과 삼성전기(009150)도 추천주 명단에 올렸다. 한국전력에 대해선 전기 요금 인상을 유력하게 보고 실적 개선 기대감이 높다는 분석이다. 또 최근 들어 유연탄, 액화천연가스(LNG) 등 원자재 가격이 하락세를 기록하고 있어 원가 부담도 줄어들 것으로 전망했다. 삼성전기는 중국 6·18..."
2023.06.05.,"""다 바꿔라"" 삼성 '신경영 선언' 30주년...이재용의 승어부 전략은?","전기차·자율주행차에는 삼성전자의 시스템반도체와 하만의 카오디오 및 인포테인먼트 등을 비롯해 삼성SDI의 배터리, 삼성디스플레이의 차량용 디스플레이, 삼성전기의 카메라 모듈 등이 탑재되고 있기 때문이다. 전장 시장이 가파르게 성장하고 있음을 고려하면, 향후 주요 수익창출원으로 기대해볼 수..."
2023.06.05.,"애플, MR 헤드셋 공개 임박...삼성과 시장선점 경쟁할까","삼성디스플레이는 삼성전기 등 파트너사들과 함께 올해 출시 예정인 삼성전자 XR 기기를 개발하고 있는 것으로 알려졌기 때문이다. 삼성전자 관계자는 ""XR 기기 개발로 미래를 준비하고 있지만 구체적인 공개 시점이나 출시 시점은 아직 알 수 없다""며 ""공식 발표를 기다리고 있다""고 말했다. 페이스북에서..."
2023.06.05.,스마트공장 구축⋅고도화할 中企 신청하세요,중소기업중앙회와 삼성(삼성전자·삼성전기·삼성SDI)은 지난 1일부터 중소벤처기업부가 주관하는 2023년 '대·중소 상생형 스마트공장 구축 지원사업' 신청·접수를 받고 있다고 밝혔다. 올해 새롭게 시작되는 '대‧중소 상생형 삼성 스마트공장 구축 2차 지원사업'은 중기부와 삼성이 3년간 매년...
2023.06.05.,"[CEO리포트] 최주선 삼성디스플레이 사장…""올해 '진짜 실력' 나온다""",경 사장이 2020년 삼성전기 대표이사 사장 자리에 오른 데 이어 최 사장은 2021년 삼성디스플레이 대표이사 사장에 취임했다. 지난해 9월 미국 캘리포니아주 새너제이 본사에서 '진행된 '인텔 이노베이션' 행사에서 최주선 삼성디스플레이 사장이 7인치 슬라이더블 PC용 디스플레이를 선보이고 있다. 사진...
2023.06.05.,"[특징주]바이오로그디바이스, 삼성 ‘지문인증카드’ 대중화…센서 기술 부각...",또 정전용량방식 지문인식센서 기술 특허를 다수 보유하고 있다. ‘2020년도 차세대 세계일류상품’에 선정된 바 있다. 이에 삼성전기 카메라 모듈 공급등을 통해 삼성에 공급이력이 부각되며 수혜기대감이 주가에 반영된 것으로 풀이된다.
2023.06.05.,"기관이 코스피 '견인'...삼성전자 '하락', 車 · 2차전지주 '상승'","삼성전기(-0.60%)는 하락했다. 현대차(0.75%)와 기아(1.19%) 주가가 상승했다. 현대모비스(2.02%), 한온시스템(1.06%), 현대위아(1.64%) 등 자동차 부품주들도 동반 상승했다. LG에너지솔루션(1.02%), LG화학(0.28%), 삼성SDI(0.28%), 포스코퓨처엠(1.60%), SKC(1.95%) 등 2차전지주들이 상승했다. 코스모화학(5.91..."
2023.06.05.,[삼성그룹 월간동향] 최근 한달 시총 41조9240억 껑충...삼성전자·삼성중공업...,1위 삼성중공업 6180원(11.75%)▲2위 삼성전자 7만2200원(9.89%)▲3위 삼성증권 3만6600원(6.86%)▲4위 삼성에스디에스 12만5500원(5.2%)▲5위 삼성전기 14만9300원(4.55%)▲6위 삼성바이오로직스 78만5000원(2.35%)▲7위 삼성SDI 71만5000원(2.14%)▲8위 삼성카드 3만150원(0.67%)▲9위 삼성화재 22만8000원(0....
2023.06.06.,SK이노베이션·한국전력·삼성전기 [주간 추천종목-하나증권],"SK이노베이션, 조지아 1·2공장 수율 정상화 한국전력, LNG 가격 하락으로 원가 부담 감소 삼성전기, 중화권 스마트폰 업체 회복 가능성 [한국금융신문 임지윤 기자] ◇ SK이노베이션(대표 김준) - 유가증권시장(KOSPI) - 미국 조지아 1·2공장 수율 정상화에 따른 첨단 제조 생산 세액공제(AMPC..."
2023.06.06.,"선물 약보합..테슬라, 엔비디아 하락..FOMC 주목 필요. 비트코인 횡보.. 삼성...","증권가가 내놓은 추천주에는 삼성전자와 한국전력, 삼성전기 등이 뽑혔다. 업황 개성과 실적 호전이 공통점으로 제시됐다. 이달 중순 열리는 미 FOMC 전까지는 저평가 우량주와 조정이 깊었던 대형주 중심으로 관심을 갖는 것이 유효할 것이다. 모든 분들이 좋은 성과와 안온함을 갖는 시간이 되기를..."
2023.06.06.,LG전자도 'RE100' 가입…전자업계 '탄소제로' 속도,"특히 탄소 다배출 업종인 전자업계의 참여가 눈에 띄는 가운데삼성전자, 삼성전기, 삼성SDI, SK하이닉스, LG이노텍 등이 RE100 가입사에이름을 올렸다. 삼성전자는 2050년 직?간접(스코프1?2) 탄소 순배출을 제로화하는 탄소중립을 달성할 계획이다. 2030년 DX부문부터 탄소중립을 우선 달성하고 DS부문을..."
2023.06.06.,기업 '지배구조 핵심지표' 준수율 62%…SK텔레콤은 100% 준수,"기업지배구조 보고서를 의무공시한 삼성 9개 계열사 중 삼성전자, 삼성물산, 삼성전기는 지난해와 같은 87%의 준수율을 보였다. LG그룹은 의무공시한 9개 계열사 중 LG전자, LG화학, LG디스플레이, LG생활건강 등 4곳이 준수율 87%를 기록했다."
2023.06.06.,"최태원·이재용 회장, 중국에 슬그머니 다녀왔다","톈진의 삼성전기 사업장을 방문하고 천민얼 톈진시 서기와 면담을 비공개로 진행했지만 시안과 쑤저우에 있는 반도체 공장은 찾지 않았다. ‘잠행’에 가까운 방중 행보였던 셈이다. 정의선 현대차그룹 회장이나 구광모 엘지(LG)그룹 회장, 김동관 한화그룹 부회장, 최정우 포스코그룹 회장 등은 2020년 3월..."
2023.06.06.,[J네트워크] 머스크 방중이 남긴 것,톈진 삼성전기 공장 방문 사실조차 철저히 비밀에 부쳐졌다. 최태원 SK그룹 회장 역시 중국을 찾았지만 스킨십은 전무했다. 한국 고위간부들이 하루가 멀다 하고 중국에 온다는 얘기를 듣고 있지만 중국에 전파되는 소식은 거의 없다. 폐쇄적이긴 하지만 SNS가 극도로 발달한 중국에서 비즈니스는 결국 이미지...
2023.06.06.,상장사 '기업지배구조 핵심지표' 준수율 평균 62.4% ... SK텔레콤만 유일하게...,"삼성그룹 가운데 기업지배구조 보고서를 의무 공시한 9개 계열사 중 삼성전자, 삼성물산, 삼성전기는 지난 해 이어 87%의 동일한 준수율을 보였다. 삼성바이오로직스는 20%포인트 상승한 준수율 87%를 기록했다. 이들 기업들은 모두 집중투표제를 도입하지 않았으며 삼성전자는 내부감사부서의 미설치로..."
2023.06.06.,"[10년 전 그날] ""마누라·자식빼고 다 바꿔라""···삼성, 20년만에 '신경영'...","전기차 등 전장용 부품 시장은 시스템반도체는 물론 디스플레이, 삼성SDI, 삼성전기 등이 다각적으로 접근할 수 있는 산업이다. 또한 삼성전자는 연초 코스닥 상장사 레인보우로보틱스에 대한 지분 일부 인수를 발표하고 콜옵션 행사시 최대 주주로 오를 수 있는 계약을 체결한 상태다. 아울러 '봇핏'이라는..."
2023.06.06.,[삼성그룹] 시가총액 1조9910억원 감소...삼성중공업 4.37% 상승 '주목',55%)▲9위 삼성에스디에스 12만6100원(0.48%)▲10위 삼성SDI 71만7000원(0.28%)▲11위 삼성바이오로직스 78만5000원(0%)▲11위 멀티캠퍼스 3만4600원(0%)▲13위 삼성카드 3만100원(-0.17%)▲14위 호텔신라 7만8000원(-0.38%)▲15위 삼성전기 14만8400원(-0.6%)▲16위 삼성전자 7만1700원(-0.69%)
2023.06.07.,"애플 초고가 MR '비전 프로' 공개, 국내 수혜주는","이외에도 라온텍, 삼성전기, 파트론 등이 관련주로 꼽힌다. 박형우 SK증권 연구원은 ""LG이노텍과 나무가는 글로벌 플랫폼 기업들과 증강현실용 3D 카메라를 개발 중이며, 렌즈기업인 세코닉스에도 낙수효과가 크다""면서 ""그 외 협업 중인 카메라, 기판, 구조물, 내외장재 기업들로는 삼성전기, 파트론..."
2023.06.07.,애플 vs 삼성-퀄컴-구글 연대… 확전 XR 전쟁,"이외에도 삼성디스플레이는 충남 아산 탕정 A2 라인에 마이크로 OLED 파일럿 생산 설비를 구축하고 있으며 삼성전기도 삼성전자, 삼성디스플레이와 XR 기기 개발에 나서고 있는 것으로 전해진다. 삼성전기는 카메라 모듈과 MLCC 등 XR 사업에 필수 부품을 생산 중이다. 다만 XR 시장을 바라보는 전망은 다소..."
2023.06.07.,"바이옵트로, 반도체 기판 제조용 검사기 출시","수요처로는 삼성전기와 대덕전자 LG이노텍, 심텍 등과 일본의 이비덴(Ibiden), 신코전기(Shinko)다. 대만의 유니마이크론과 난야, 중국의 CCTC 등도 관련 기업으로 꼽힌다. 회사 관계자는 ""현재 국내 굴지의 FC BGA 제조사들과 시제품 테스트 및 공동 개발 작업을 진행하고 있다""며 ""이미 초도 물량..."
2023.06.07.,신경영 선언 30주년…이재용표 '뉴삼성' 발표 기대감↑,이재용 삼성전자 회장이 24일 중국 텐진에 위치한 삼성전기 사업장을 방문해 MLCC 생산 공장을 점검하는 모습 (사진=삼성전자) 1995년 이건희 선대회장이 구미 사업장에서 휴대폰 등 불량제품의 ‘화형식’을 한 것도 유명한 일화 중 하나다. 당시 불태운 제품의 값어치만 시가로 500억원에 달한다. 대대적인...
2023.06.07.,"[더벨]삼성SDI 사추위 개편, 사외이사로만 구성…독립성 강화","삼성의 전자계열3사(삼성전자, 삼성SDI, 삼성전기) 중 유일하게 이사회 멤버 전원이 사추위에 참여하는 독특한 형태였다. 지난해까지 사추위에는 최윤호 대표이사를 포함해 전영현 이사회 의장, 김종성 경영지원실장 등 사내이사 3명을 비롯해 사외이사 4명이 포함됐다. 사추위가 경영진을 견제할 사외이사를..."
2023.06.07.,"""애플 '비전프로', MR 시장 성장 기대""…국내 부품 수혜주는","박 연구원은 “LG이노텍(011070)과 나무가는 글로벌 플랫폼 기업들과 증강현실용 3D 카메라를 개발 중”이라며 “렌즈기업인 세코닉스에도 낙수효과가 크다. 그 외 협업 중인 카메라, 기판, 구조물, 내외장재 기업들로는 삼성전기, 파트론, 에스코넥, 뉴프렉스, 덕우전자, 인터플렉스 등이 있다”고 전했다."
2023.06.07.,"[급등락주 짚어보기] 이수스페셜티케미컬, 재상장 5거래일 만에 20만원대 진입",회사 측은 검사기 수요처로 삼성전기와 대덕전자 LG이노텍 등을 제시했다. 유니슨은 글로벌 풍력발전 업체 중국 밍양 스마트 에너지 그룹과 공동협력 계약에 따른 투자 세부 계획 실행을 수립하고 생산체계 구축에 돌입한다고 밝혔다.
2023.06.08.,"전장 MLCC 확대하는 삼성전기, ""고객사 잡아라"" 총력전",경기 불황으로 IT 세트업체를 비롯한 전자부품사들이 실적 부진을 이어가고 있는 가운데 삼성전기가 전장 사업으로 하반기 이후 턴어라운드를 준비하고 있다. 스마트폰 수요 위축에 따른 IT용 MLCC(적층세라믹콘덴서) 사업 부진을 전장에서 상쇄하고 사업 비중과 고객사를 확대한다는 방침이다. 8일 업계...
2023.06.08.,"“불황에 의지할 곳은 큰손 고객”… 삼성전기는 삼성전자, LG이노텍은 애플 ...","삼성전기, 올 1분기 삼성전자 매출 의존도 8.2%P 늘어 LG이노텍, 애플 매출 의존도 3%P 증가 삼성전기·LG이노텍, 고부가 제품군 위주로 수익원 다변화 노려 국내 양대 전자부품 회사인 삼성전기와 LG이노텍의 ‘큰손’ 고객에 대한 매출 비중이 높아진 것으로 나타났다. 글로벌 IT업계가 불황을 겪고 있는..."
2023.06.08.,"애플 비전프로 관련주는, 키움증권 LG이노텍·LG디스플레이·삼성전기 제시","<애플 홈페이지> 애플 비전프로에 부품을 공급하는 업체로는 LG이노텍과 LG디스플레이, 삼성전기, PI첨단소재, 이녹스첨단소재 등이 제시됐다. 비전프로에 LG이노텍은 3D센서, LG디스플레이는 플라스틱올레드, 삼성전지는 프로세서용 기판, PI첨단소재는 폴리아미드(PI)필름, 이녹스첨단소재는 기판용 필름 등을..."
2023.06.08.,"애플 비전프로 기대감 살아나, LG이노텍 삼성전기 LG디스플레이 수혜 전망","오현진 키움증권 연구원도 ""국내 기업 가운데 LG 이노텍, 삼성전기, LG디스플레이의 부품이 들어갈 예정이다""고 말했다. 애플 비전프로의 사진. LG이노텍은 비전프로에 LiDAR 스캐너, 트루뎁스 카메라 모듈을 공급하고 있다. 비전프로 등 XR 기기에는 카메라 모듈이 스마트폰보다 2배 이상 들어가 LG이노텍..."
2023.06.08.,"[특징주] 삼성전기, 애플 '비전 프로' 예상 밖 일각 비판 속 하락세",삼성전기 주가가 하락세를 보이고 있다. 8일 오전 10시 39분 기준 현재 삼성전기는 전거래일 대비 -2.03% 하락한 14만 4900원에 거래되고 있다. 거래량은 14만 1950주다. 이는 전날 공개된 애플의 야심작인 '비전 프로'의 비싼 가격이나 착용 시 무게감 등으로 대중화가 되기엔 어려울 것이라는 일각의...
2023.06.08.,삼성전자·삼성물산·삼성전기 '지배구조 핵심지표' 준수율 우수...삼성그룹 ...,"이사회 항목 가운데 '집중투표제 채택'은 한 곳도 준수하지 못했고 '이사회 의장과 대표이사 분리'도 삼성전자, 삼성전기, 삼성물산, 삼성바이로로직스, 삼성엔지니어링 5곳만 이행했다. 삼성은 정관에 따라 집중투표제를 적용하지 않고 있다. 집중투표제는 2인 이상의 이사를 선임 할 때 소수 주주의 의견을..."
