날짜,제목,내용
2023.06.02.,"삼성전자, 수어로 '비스포크 청소기' 사용법 알린다",삼성전자(005930)는 문화체육관광부와 협업해 청소기 사용법을 수어로 안내한다고 2일 밝혔다. 농인의 가전 제품 접근성을 높이기 위한 취지다. 오는 3일 제27회 '농아인의 날'에 맞춰 '비스포크 제트 AI' 스틱청소기와 '비스포크 제트 봇 AI' 로봇청소기의 사용 관리법을 담은 수어 영상을 제작했다. 영상은...
2023.06.02.,"삼성, 폴더블폰 1500만대 시대 연다…갤럭시 언팩 서울 유력 [DD전자상가]","5세대 폴더블폰 공개 행사 다음달 코엑스서 열릴 듯 이영희 사장 “한국, 의미 있고 중요한 시장” 차세대 접는(폴더블) 스마트폰 출시를 앞둔 삼성전자가 처음으로 공개 이벤트(갤럭시 언팩)를 국내에서 진행할 전망이다. 지난해 연간 폴더블폰 판매량이 1000만대를 넘어선 가운데 올해는 1500만대 돌파를..."
2023.06.02.,"경계현 삼성전자 사장 ""성별 격차 줄여 최고의 성과 달성""",경계현 삼성전자 반도체부문(DS) 사장이 미국에서 여성 인재 확보의 중요성에 대해 강조했다. 2일 업계에 따르면 경 사장은 지난주 미국 산호세에 위치한 삼성전자 반도체 북미법인(DSA)을 찾았다. 이 자리에서 경 사장은 직원들과 만나 DS부문에서 더 많은 여성 임원들을 양성하고 다양성을 추구하는 것에 대한...
2023.06.02.,"삼성전자 ""청소기 사용법 수어로 알려드려요""",핵심요약 문화체육관광부 '수어와 만나다' 프로젝트에 참여 온·오프라인 매장서 수어 상담 서비스 지원도 삼성전자가 청소기 사용법을 수어로 안내한다. 삼성전자는 문화체육관광부가 오는 3일 제 27회 '농아인의 날'을 맞아 추진하는 '수어와 만나다' 프로젝트에 동참한다며 2일 이같이 밝혔다....
2023.06.02.,"문체부, 수어 서비스 알림 엠블럼 제작…삼성전자 제품 적용",기업 가운데선 삼성전자가 이번 프로젝트에 함께 한다. 이달 말부터 시중에서 판매하는 '비스포크 제트 AI' 스틱청소기와 '비스포크 제트봇 AI' 로봇청소기 포장 상자의 QR코드에 엠블럼을 적용하고 청소기 사용 관리법을 담은 수어 영상을 서비스한다. 삼성전자는 지난해부터 온오프라인 매장에 수어...
2023.06.02.,"뚝뚝 떨어진 D램 가격… 삼성전자·SK하이닉스, 2분기도 어둡다",삼성전자·SK하이닉스 등 주요 반도체 업체들의 감산에도 메모리 반도체인 D램 가격이 하락했다. 수익성 감소 영향으로 삼성전자와 SK하이닉스의 올해 2분기 실적이 악화할 것으로 전망된다. 2일 업계에 따르면 PC용 D램 범용제품(DDR4 8Gb)의 지난달 평균 고정거래가격은 전월보다 3.45% 하락한 1.40달러다....
2023.06.02.,"美, 삼성전자·SK하이닉스 '압박'하고 '트집'잡고","중국이 미국의 마이크론 반도체 판매를 금지한 가운데, 삼성전자와 SK하이닉스에 대한 미국의 압박이 높아지고 있습니다. 윤선영 기자, 미국에서 '신뢰'의 문제가 제기됐다고요? [기자] 현지시간 1일, 비영리 연구기관인 정보기술혁신재단의 로버트 앳킨슨 회장은 한 세미나에서 ""중국이 우리를 응징하는 상황을..."
2023.06.02.,"위메프, 삼성전자와 ‘삼성WE빅세일’ 열어","사진|위메프 위메프가 삼성전자 제품을 최대 30% 할인해주는 ‘삼성WE빅세일’을 개최한다. 오는 5일부터 14일까지 개최하는 ‘삼성WE빅세일’에서는 세탁기, 냉장고 등 대형가전은 물론 PC, 노트북, 모바일, 웨어러블 등 삼성전자 제품을 위메프 단독 특가로 구입할 수 있다. 대표 상품은 비스포크 2도어..."
2023.06.02.,“‘8만전자’ 다시 가즈아”…엔비디아 반등에 삼성전자 강세 [투자360],국내 대표 반도체주인 삼성전자와 SK하이닉스가 미국 반도체 업체 엔비디아의 주가 반등에 2일 장 초반 동반 강세다. 이날 오전 9시 3분 현재 유가증권시장에서 삼성전자의 주가는 전 거래일 대비 1.27% 오른 7만1800원에 형성됐다. 같은 시간 SK하이닉스도 1.54% 상승한 11만2000원이다. 삼성전자는 9시 29분...
2023.06.03.,"삼성전자, 2분기도 적자라는데…그래도 주가 오르는 진짜이유",국내 증시 대표주 삼성전자가 연일 불기둥을 뿜으며 코스피 강세장을 주도하고 있다. 2분기 실적 추정치는 가파른 하향 조정을 지속하고 있는 가운데 하반기 실적 반등에 대한 신뢰도가 높아지면서 주가를 끌어올린다는 분석이다. 2일 증권가에 따르면 삼성전자의 2분기 영업이익 전망치는...
2023.06.03.,“6월 삼성전자·카카오 뜬다”...반도체·인터넷 업종 강세 전망,그중에서도 최선호 종목은 삼성전자를 선택했다. 최근 삼성전자는 1년 2개월 만에 주가가 7만원을 돌파하는 등 강세가 이어지고 있다. AI 반도체 수요가 늘어날 것이라는 기대감 덕분이다. 미국 반도체 기업 엔비디아는 지난 5월 24일(현지 시간) 실적 발표에서 시장 기대치를 웃도는 실적을 발표했다. 깜짝...
2023.06.03.,QR 찍으면 수어통역 제공한다…문체부·삼성전자 비스포크,박정환 문화전문기자 = 문체부 대변인실 디지털소통팀이 제27회 농아인의 날인 3일 수어 통역 서비스의 제공 여부를 확인할 수 있는 정보무늬(QR)를 삼성전자 청소기의 포장상자와 문체부 홍보물에 제작 배포했다. 수어 통역 여부를 바로 확인할 수 있는 삼성전자 제품은 '비스포크 제트 AI' 스틱청소기와...
2023.06.03.,"삼성전자 2.3도 한전 3.2도기업 43.3%, 파리협정 목표 초과","나머지 기업의 ITR은 한국전력 3.2도, GS 3.2도, LG화학 3.2도, 포스코홀딩스 2.4도, SK 2.2도, 삼성전자 2.3도 순으로 높았다. 온실가스 배출량과 무관하게 온도 상승 전망치가 높은 5곳은 주로 화학·운수장비·기계 부문 기업이다. 조사 대상 기업 중 SKC가 4도로 가장 높았다. 롯데케미칼 3.8도..."
2023.06.03.,"삼성SDS, 삼성전자 의존도 50% 육박…보릿고개 시작되나 [이코노 리포트]",특히 내부거래 중 그룹 내 맏형인 삼성전자(005930)의 비중이 50%에 육박하는 등 의존도가 높았다. 메모리 반도체 한파로 삼성전자가 비상경영체제에 돌입한 만큼 삼성SDS의 실적에도 악영향을 끼칠 수 있다는 지적이 나온다. 3일 공정거래위원회가 공시한 대규모기업집단현황에 따르면 삼성SDS가 지난해...
2023.06.03.,[증권상품 풍향계] 삼성전자 반등 속 우선주 투자 랩 상품 출시 '눈길',이번 주(5월 29일~6월 2일) 투자상품 시장에서는 삼성전자 우선주에 투자하는 랩어카운트(종합자산관리계좌) 상품이 나와 눈길을 끌었다. 미국 국채와 회사채에 투자하는 ETF(상장지수펀드)도 상장됐다. 이번 주에는 투자 서비스도 다양하게 나왔는데 발행어음 거래 서비스와 통합증거금 서비스가...
2023.06.03.,"코스피, 외국인 순매수도 상위 10종목(2일)...삼성전자-LG화학-메리츠금융지주","▲2일 코스피 시장에서 외국인은 삼성전자, LG화학, 메리츠금융지주, SK아이테크놀로지를 집중 매수했다. © 연합뉴스. 2일 코스피 시장에서 외국인은 삼성전자, LG화학, 메리츠금융지주, SK아이테크놀로지를 집중 매수했다. 반면, 셀트리온, DB하이텍, 하이브를 집중 매도했다."
2023.06.03.,"‘RISC-V’ 기반 오픈소스, 삼성전자…운영이사회 멤버로 'SW 개발프로젝트 참...","▲ RISE(RISC-V Software Ecosystem) 로고./사진=삼성전자 삼성전자는 오픈소스 비영리단체 리눅스재단이 발족한 오픈소스 소프트웨어 개발 프로젝트 ‘RISE(RISC-V Software Ecosystem, 라이즈)’의 운영 이사회 멤버로 활동하게 됐다고 5월 31일(미국시간) 밝혔다. 삼성전자가 첨단 반도체 생태계 구축..."
2023.06.03.,[이주의 주식시장] 이수화학-이수스페셜티케미컬 인전분할에 강세... 삼성전자...,"이는 삼성전자가 보행보조 로봇 관련 특허를 추가로 출원했다는 소식에 영향을 받은 것으로 풀이된다. 업계에 따르면 지난 19일 삼성전자는 '보행 보조 장치 및 그 동작 방법'이라는 특허를 출원했다. 이는 지난 2월과 3월 출원된 '착용형 장치 및 이의 동작 방법', '보행 보조 방법 및 이를 수행하는..."
2023.06.03.,주간 코스피 외국인 순매수도 상위 10종목...삼성전자-SK하이닉스-코스모신소...,"▲지난 한 주(2023-05-29~2023-06-0) 코스피 시장에서 외국인은 삼성전자, SK하이닉스, 코스모신소재, 포스코퓨처엠을 집중 매수했다. © 연합뉴스. 지난 한 주(2023-05-29~2023-06-0) 코스피 시장에서 외국인은 삼성전자, SK하이닉스, 코스모신소재, 포스코퓨처엠을 집중 매수했다. 반면, POSCO홀딩스..."
2023.06.04.,'7만전자' 덕에 삼성그룹펀드도 웃었다,최근 삼성전자가 '7만전자'에 안착하면서 삼성그룹 계열 상장사 주식을 담은 삼성그룹주 펀드 수익률도 호조를 보이고 있다. 4일 금융정보 제공업체 에프앤가이드에 따르면 설정액 10억원 이상인 26개 삼성그룹펀드의 올 들어 평균 수익률은 12.26%를 기록했다. 삼성전자 주가가 상승 전환 흐름을 탄...
2023.06.04.,"삼성전자 노트북·LG 냉장고, 美 컨슈머리포트서 호평",삼성전자의 노트북 ‘갤럭시 북 시리즈’와 LG전자의 냉장고가 미국 소비자매체 컨슈머리포트에서 호평을 받았다. ‘갤럭시 북3 시리즈’ 제품 사진. 삼성전자 제공 4일 정보통신기술(ICT) 업계에 따르면 삼성전자 프리미엄 랩톱 갤럭시 북 시리즈가 미국 컨슈머리포트가 꼽은 ‘올해 최고의 랩톱’ 4개...
2023.06.04.,"""삼성전자보다 더 올랐다""…올해만 40% 급등한 '이 종목'",최근 엔비디아 효과로 상승세를 지속하고 있는 삼성전자 수익률(30.56%)도 뛰어넘었다. 시가총액은 연초(1월 2일 기준) 14조원 수준에서 20조1400억원으로 약 6조원 늘어 작년 4월 22일 이후 약 1년 2개월 만에 시총 20조원대를 회복했다. 외국인과 기관이 부지런히 담았다. 지난 5월 LG전자는 코스피·코스닥...
2023.06.04.,[주간 추천주] 실적 상향 기대…삼성전자·SK이노 등 '러브콜',"유안타증권은 삼성전자, 포스코홀딩스, 두산을 추천했다. 삼성전자에 대해 ""단기 실적 부진에 대한 우려보단 업계 전반의 감산 발표에 주목할 필요가 있다""며 ""1분기를 지나면서 올해 연간 메모리 반도체 수요 전망치가 하향 조정되는 가운데, 웨이퍼 투입량을 추가로 축소시킬 것으로 전망된다. 2분기를..."
2023.06.04.,1년만의 ‘7만전자’…이재용 삼성家는 얼마나 벌었을까 [투자360],지난주 삼성전자 주가가 7만원대에 안착했다. 삼성전자 주가가 7만원대에 올라선 것은 작년 3월 이후 1년여 만이다. 그 사이 삼성전자 주식을 대량 보유하고 있는 삼성 오너가의 지분 평가액은 얼마나 상승했을까. 삼성전자의 1분기 보고서에 따르면 3월말 현재 이재용 삼성전자 회장은 삼성전자 주식...
2023.06.04.,"삼성전자, 수어로 청소기 사용법 안내",삼성전자가 문화체육관광부 '수어와 만나다' 프로젝트에 참여해 비스포크 청소기 사용법을 수어로 안내한다. 사진은 삼성전자 모델이 수어 사용법을 제공하는 '비스포크 제트 AI'와 '비스포크 제트 봇 AI'를 소개하고 있다. 사진=삼성전자 삼성전자가 문화체육관광부 '수어와 만나다' 프로젝트에 참여해...
2023.06.04.,"포스코, 국내 첫 탄소저감 브랜드 출시…""LG전자 공급, 삼성도 검토""","LG전자 공급은 확정됐고 삼성전자도 긍정적으로 검토 중이다. 포스코가 이번에 출시한 '그리닛 인증 강판'을 구매하면 탄소 배출량을 저감한 것으로 인정받는다. 고객사에 세계 3대 탄소 인증기관 DNV 제품보증서, 포스코 구매인증서를 제공해 원재료 부문에서 탄소 감축량을 보증해준다. 유럽·일본..."
2023.06.04.,[유안타證 주간추천주]삼성전자·두산·POSCO홀딩스,"△삼성전자(005930) -1분기 매출액, 영업이익은 각각 63조8000억 원, 6400억원을 기록, 메모리 반도체 가격 하락세가 이어지는 가운데 전분기 대비 재고평가손 규모가 확대되고 파운드리 가동률이 하락하여 반도체부문 영업적자 4조2000억 원을 기록, 비용 슬림 효과 더해져 IM/NW 부문 영업이익 3도9000억..."
2023.06.04.,"'인재확보' 최전선 투입…경계현 삼성전자 사장, 연세대 강연 나선다",9일 서울 연세대 방문…세미나 진행 카이스트 방문 한달 만에 대학교 다시 찾아 경계현 삼성전자 DS부문장 사장이 미래 인재 확보에 직접 나선다.4일 업계에 따르면 경계현 사장은 오는 9일 오후 서울 연세대를 방문해 세마니를 진행할 것으로 알려졌다. 지난달 4일 한국과학기술원(카이스트) 방문 한달 만에...
2023.06.05.,"삼성전자, 임직원 대상 리더십 특강 진행",리차드 스미스 핑커턴 재단 CEO가 5일 경기도 용인 삼성인력개발원에서 삼성전자 및 관계사 임원을 대상으로 하는 리더십 특강에 초청되어 강의를 진행하고 있다. 2023.6.5 [삼성전자 제공. 재판매 및 DB 금지]
2023.06.05.,"윤태영, 父윤종용 전 삼성전자 부회장에 받은 30억 주식 세금 소송 일부 승소","윤씨는 부친인 윤종용(79) 전 삼성전자 부회장으로부터 약 30억원어치의 주식을 증여받고 이를 세무 당국에 신고하고 세금을 납부했다. 하지만 세무당국은 윤씨가 주식 평가액을 적게 계산해 신고했다고 판단했고, 윤씨에게 추가 증여세에 더해 벌금적 성격의 가산세를 내라고 했다. 이에 윤씨는 불복 소송을..."
2023.06.05.,"KB證 ""삼성전자, 좋아질 일만 남아""","KB증권은 5일 삼성전자에 대해 반도체가 좋아질 일만 남았다고 분석했다. 투자의견과 목표주가는 매수와 8만5000원으로 유지했다. 김동원 KB증권 연구원은 ""(삼성전자의) 2분기 DRAM(디램) 출하량이 전분기 대비 15~20% 증가될 것으로 추정돼 시장 전망치를 상회하며 재고감소 시작이 예상된다""며 ""따라서 DRAM..."
2023.06.05.,"삼성전자, 수원사업장에 상설 '친환경 전시공간' 열어",삼성전자가 환경의 날을 맞아 수원사업장에 상설 친환경 전시 공간을 열었다. 삼성전자는 5일 수원 디지털시티에 임직원들을 위한 상설 친환경 전시 공간인 'EveryOne' 라운지를 오픈했다. EveryOne 라운지는 삼성전자가 일상에서 친환경 활동을 실천해 지속 가능한 미래를 만드는데 기여하겠다는 비전을...
2023.06.05.,삼성전자ㆍLG전자 'RE100' 가입…주목받는 '재생에너지',"이투데이=장효진 기자 | 삼성전자에 이어 LG전자가 국내·외 전 사업장의 사용 전력 100%를 재생에너지로 충당하는 'RE100'(Renewable Energy 100) 이니셔티브 가입을 완료했다. 에너지 다소비업종인 국내 가전 업계의 대표 기업들이 RE100 가입을 완료하면서 태양광, 풍력 등 재생에너지에 대한 관심도 높아지고..."
2023.06.05.,"""삼성전자 외국인 매수, 당분간 지속될 것""","KB증권은 5일 삼성전자의 주가 상승 폭이 타사보다 적은 점과 원화 강세 등에 따라 외국인의 삼성전자 매수가 당분간 지속될 것이라고 예상했다. KB증권 김동원 연구원은 이날 관련 보고서에서 ""삼성전자 주가가 메모리 반도체 경쟁사 대비 덜 올라 매력적인 투자처로 부각되고 있다""고 밝혔다. SK하이닉스..."
2023.06.05.,"삼성전자, 외인 매도에 주가 숨고르기…증권가는 ""9만전자, BUY""",삼성전자(005930) 주식을 연일 사들이던 외국인 투자자가 8거래일만에 순매도세로 돌아서면서 주가가 소폭 하락했다. 단기조정에도 증권가에서는 목표가를 줄줄이 상향하며 긍정적인 전망을 내놓고 있다. 5일 삼성전자는 전날보다 500원(-0.69%) 하락한 7만1700원에 거래를 마쳤다. 코스피 지수가 14.05p(0.54...
2023.06.05.,삼성전자 치솟자…조용한 질주에 남몰래 웃었다는 ‘이 기업’,코스피 대장주인 삼성전자의 주가가 지난 5월 한 달 사이에만 9%가 넘게 오른 데 이어 이달 들어서도 상승세를 이어가고 있는 모습이다. 이 가운데 삼성전자의 계열사인 삼성화재의 주가도 훨훨 날고 있어 눈길을 모은다. 5일 증권가에 따르면 삼성화재는 전일대비 3500원(1.54%) 오른 23만1500원에 거래를...
2023.06.06.,"삼성전자, 윈도 운영체제 탑재한 키오스크 신제품 출시","24형 터치 스크린·11세대 인텔 코어 프로세서 등 탑재 삼성전자가 윈도(Windows) 운영체제(OS)를 탑재한 스마트 주문 솔루션 '삼성 키오스크'를 국내에 출시한다고 6일 밝혔다. 삼성 키오스크는 상품 선택부터 주문, 결제까지 가능한 올인원(All-in-one) 제품으로 식당, 카페, 약국, 편의점, 마트 등에서..."
2023.06.06.,"삼성전자, 윈도우 탑재한 '삼성 키오스크' 출시","삼성전자(005930)는 윈도우 운영체제(OS)를 탑재한 스마트 주문 솔루션 '삼성 키오스크'를 국내에 출시한다고 6일 밝혔다. 상품 선택에서부터 주문, 결제까지 가능한 올인원 제품이다. 윈도우 10 IoT 엔터프라이즈를 기반으로 △24형 터치 디스플레이 △11세대 인텔 코어 프로세서 △ 256GB 용량의 SSD..."
2023.06.06.,1년 2개월 만에 ‘7만전자’ 된 삼성전자,코스피 시가총액 1위 삼성전자 주가가 1년 2개월 만에 7만원을 넘어섰다. 4거래일 연속 신고가도 갈아치웠다. 특히 외국인 투자자 매수세가 무섭다. 개인과 기관이 주식을 팔아치우는 상황에서도 외국인이 주가를 떠받친다. 미국 증시에서 엔비디아 등 인공지능(AI) 반도체 관련주가 급등하며 국내 반도체...
2023.06.06.,"반도체 저점 통과하는 삼성전자, 엔비디아발(發) 미래시장 선점 전략 모색한다","삼성전자·SK·LG·롯데 등 주요 기업들 글로벌 경기침체 장기화, 공급망 불안 등 복합위기 대응 위한 전략 회의 개최 이재용 삼성전자 회장이 지난 5월 10일(현지시간) 미국 캘리포니아 실리콘밸리에 위치한 삼성전자 북미 반도체연구소에서 일론 머스크 테슬라 최고경영자(CEO)와 만나 미래 첨단 산업..."
2023.06.06.,삼성전자 상승에 '반전'…ELS 조기상환 늘었다,"이투데이=박상인 기자 | ‘칠만전자’(삼성전자 주가 7만 원대)가 주가연계증권(ELS)시장에도 훈풍을 불어 넣고 있다. 6일 금융투자업계 등에 따르면, 5일 삼성전자는 7만 원에 마감했다. 덕분에 삼성전자를 기초자산으로 하는 ELS 상품의 조기 상환도 한둘 생겨나고 있다. 삼성전자와..."
2023.06.06.,"애플, 야심작 MR 헤드셋 공개…반격 채비 나선 삼성전자","삼성전자, 구글·퀄컴 손잡고 XR 기기 준비 XR 시장 연평균 32% 성장 전망…2026년 66조원 글로벌 스마트폰 시장을 양분하고 있는 삼성전자와 애플이 차세대 먹거리로 XR(확장현실) 기기를 점찍고 출시 준비에 한창이다. 향후 XR 기기가 스마트폰을 대체할 가능성이 제기되는 만큼 시장 규모가 수백조원으로..."
2023.06.06.,네이처에 실린 삼성전자 '강유전체' 논문 언박싱 <1> [강해령의 하이엔드 테크...,"얼마전 삼성전자의 한 논문이 세계적 과학 저널 '네이처 일렉트로닉스' 지에 실렸죠. 차세대 반도체 소재로 주목받는 '강유전' 물질을 기반으로 시스템 반도체를 만들었다는 이야기입니다. 'NCFET'이라는 다소 낯선 반도체 소자 구조도 언급이 됐죠. 아, 여기서부터 탁 막히기 시작합니다. 도대체 강유전체가..."
2023.06.06.,"[이슈] '친절한' 삼성전자, 고객 맞춤 서비스 행보 '눈길'",삼성전자가 '친절' 키워드를 앞세워 고객별 맞춤 서비스 행보를 이어가고 있습니다. 삼성전자는 지난 3일 제 27회 '농아인의 날'을 맞아 문화체육관광부의 '수어와 만나다' 프로젝트에 동참했습니다. 민간기업으로는 유일하게 프로젝트에 참여해 '비스포크 제트 AI' 스틱청소기와 '비스포크 제트 봇 AI...
2023.06.06.,"‘디지털 문턱' 없앤다, 삼성전자 LG전자 장애인 위한 기술 경쟁","LG전자 직원이 장애인을 돕기 위해 수어 상담서비스를 하고 있는 모습(왼쪽)과 삼성전자가 개발한 저시력 장애인 시각보조 솔루션 릴루미노를 송승환 배우 겸 감독이 체험하고 있는 모습(오른쪽). ""어렴풋이 형체만 보이던 사람과 사물을 제대로 볼 수 있어서 만족스럽다."" 넌버벌 퍼포먼스 '난타'를 기획한..."
2023.06.06.,"[신경영 선언 30주년] 삼성전자, 매출 34배·영업이익 87배 초격차···글로...",아주경제=권가림 기자 hidden@ajunews.com 신경영 선언 이후 30년 동안 삼성전자의 매출과 영업이익이 각각 34배와 87배 늘어난 것으로 나타났다. 양을 중시하던 기존의 경영 관행에서 벗어나 질을 중시하는 쪽으로 경영 방향을 선회하면서 휴대전화·TV·가전·네트워크 등 분야에서 빠른 외적 성장을...
2023.06.07.,"삼성전자, 현대차와 차량용 인포테인먼트 분야 첫 협력",삼성전자와 현대차가 차량용 인포테인먼트 분야에서 첫 협력을 시작한다. 삼성전자는 7일 현대차의 차량에 프리미엄 인포테인먼트(IVI·In-Vehicle Infotainment)용 프로세서인 '엑시노스 오토(Exynos Auto) V920'을 공급한다고 밝혔다. 양사는 2025년 공급을 목표로 협력할 예정이다. 차량 인포테인먼트 시스템은...
2023.06.07.,"삼성전자, ‘갤럭시 언팩’ 사상 최초 서울서 개최",삼성전자가 사상 최초로 국내에서 ‘갤럭시 언팩’을 개최한다. 삼성전자는 최신 폴더블 제품을 공개하는 ‘갤럭시 언팩(Galaxy Unpacked)’을 7월 말 서울 코엑스에서 개최한다고 7일 밝혔다. 2010년 3월 미국 라스베이거스에서 갤럭시 S의 첫 번째 모델을 공개하며 시작된 갤럭시 언팩은 그동안 미국 뉴욕과...
2023.06.07.,"삼성전자, 현대차와 손 잡았다…차량용 인포테인먼트 칩 첫 공급",삼성전자가 현대자동차와 차량용 인포테인먼트 분야에서 첫 협력을 시작한다. 7일 관련 업계에 따르면 삼성전자는 현대차의 차량에 프리미엄 인포테인먼트(IVI)용 프로세서인 '엑시노스 오토 V920'을 공급한다. 양사는 2025년 공급을 목표로 협력할 예정이다. 엑시노스 오토 V920은 삼성전자의 프리미엄 IVI용...
2023.06.07.,"삼성전자, ‘갤럭시 언팩’ 사상 처음으로 서울서 개최","삼성전자는 최신 폴더블 제품을 공개하는 ‘갤럭시 언팩’을 7월 말 서울 코엑스에서 개최한다고 7일 밝혔다. 국내 갤럭시 언팩은 사상 처음이다. 지난 2010년 3월 미국 라스베이거스에서 ‘갤럭시 S’의 첫번째 모델을 공개하며 시작된 갤럭시 언팩은 그동안 미국 뉴욕과 샌프란시스코, 영국 런던, 독일 베를린..."
2023.06.07.,"삼성전자, 현대차와 차량용 인포테인먼트 분야 손잡는다",2025년 현대차에 '엑시노스 오토 V920' 공급 목표 CPU 1.7배·GPU 2배 성능↑…최신 연산코어로 NPU 성능 2.7배 강화 삼성전자가 현대자동차와 차량용 인포테인먼트 분야에서 처음 손을 잡는다. 삼성전자는 현대자동차의 차량에 프리미엄 인포테인먼트(IVI)용 프로세서인 '엑시노스 오토 V920'을 공급한다고 7일...
2023.06.07.,"삼성전자, 사상 최초 '한국 언팩'…""국내 시장 폴더블 열풍 글로벌로""","7월 말 코엑스서 '갤럭시 언팩' 행사 개최 ""'폴더블=삼성' 공식 만들 것"" 삼성전자가 사상 최초로 국내에서 '갤럭시 언팩'을 개최한다. 삼성전자는 이번 언팩 행사를 통해 기술 민감도가 높은 한국 소비자를 대상으로 '폴더블폰 대중화'에 불을 붙이고, 이를 기반으로 글로벌 폴더블폰 시장 확장에도 속도를..."
